#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
trpos2840.txt_allergen_931,-0.3518,-1.4853,-1.0163,-1.0228,-2.202,-0.8502,-0.4397,-0.013,-1.7752,-1.4463,-1.4169,-1.1205,-1.3974,-2.1922,-0.5472,0.2573,-0.4691,-2.7622,-2.1205,-0.9316
trpos2840.txt_allergen_1212,-0.9605,-1.5954,-0.9704,-1.5724,-2.4671,-1.1086,-1.3289,-1.852,-1.7401,-1.5592,-1.6349,-1.0395,-1.4704,-1.8849,-2.0592,-0.6645,-0.8618,-3.148,-1.6217,-1.398
trpos2840.txt_allergen_1420,-0.4831,-0.3333,-1.0749,-0.8727,-2.4757,0.0749,0.5094,-1.7603,-0.7228,-1.6479,-1.3783,0.3933,-0.8689,-2.0225,-1.8801,-0.4757,-0.6367,-2.4831,-1.2846,-1.382
trpos2840.txt_allergen_161,-0.7436,-1.2479,-1.1111,-1.3419,-2.5556,-0.8803,-0.9573,-1.8462,-1.4359,-1.8718,-1.4872,-1.2564,-1.359,-1.9316,-1.7094,-0.7521,-0.9487,-2.3504,-1.3675,-1.2991
trpos2840.txt_allergen_1682,-0.4275,-2.0305,-1.5267,-1.9466,-2.3206,-1.145,-1.7634,-1.0992,-2.0916,-1.7328,-1.8168,-1.313,-1.4733,-2.4122,-2.542,-0.916,-0.8473,-3.5954,-2.1527,-1.1679
trpos2840.txt_allergen_2493,0.1667,-1,-1,-1.3333,-1.5833,-0.4167,-0.4167,-1.25,-1.75,-0.5,-1,-0.5833,-0.5,-1.9167,-1.5,0.1667,0,-2.6667,-1.6667,0.1667
trpos2840.txt_allergen_694,-0.0956,-0.995,-1.3296,-1.0151,-3.2604,0.7899,0.317,-0.3723,-1.6906,-2.4264,-2.0403,0.2642,-2.1535,-3.0604,1.5358,0.6679,0.122,-3.6629,-2.3044,-1.4541
trpos2840.txt_allergen_2178,-0.4286,-2.0827,-1.5038,-1.782,-2.2707,-1.1429,-1.7594,-1.0902,-2.1278,-1.6466,-1.7669,-1.2632,-1.4962,-2.3308,-2.5263,-0.8797,-0.812,-3.5263,-2.0902,-1.2256
trpos2840.txt_allergen_2782,-0.773,-1.4757,-1.2486,-1.9351,-2.4973,-0.8811,-1.3027,-2.4865,-1.6811,-1.1243,-1.2919,-1.2973,-1.227,-1.973,-0.573,-0.6432,-0.4486,-3.1135,-1.627,-0.8054
trpos2840.txt_allergen_1322,-0.5325,-1.2078,-0.6494,-1.4156,-1.2338,-0.8312,-0.8961,-1.6234,-1.5844,-1.5714,-1.7662,-0.6364,-1.1169,-2.0519,-1.7273,-0.4026,-0.5325,-2.4286,-1.5325,-1.1169
trpos2840.txt_allergen_3115,-0.9284,-1.586,-1.4226,-1.1791,-3.3309,-1.1189,-0.5587,-2.3825,-1.9613,-1.8496,-1.7923,-0.7521,-1.649,-2.3539,-2.51,-0.9527,-1.0516,-3.533,-2.2206,-1.5917
trpos2840.txt_allergen_2160,-1.5325,-1.4705,-1.2254,-1.3192,-3.2224,-1.1967,-1.2073,-2.6203,-0.8517,-1.6248,-1.593,-1.2466,-1.0378,-1.2995,-2.416,-1.2844,-1.177,-2.9713,-0.7186,-1.23
trpos2840.txt_allergen_1816,-0.8473,-1.926,-0.4344,-1.1432,-2.5107,-1.3174,-1.568,-1.0143,-1.8329,-1.358,-2.0143,-1.031,-1.8234,-2.1169,-2.2649,-0.2005,-0.2792,-3.148,-1.8759,-1.0835
trpos2840.txt_allergen_3365,-0.9228,-1.4718,-0.997,-1.5519,-2.2582,-1.1454,-1.3234,-1.7507,-1.7359,-1.5223,-1.454,-1.0178,-1.3739,-1.7122,-1.9644,-0.6291,-0.8249,-2.8961,-1.4866,-1.2671
trpos2840.txt_allergen_2598,-1.0938,-1.4375,-1.375,-1.5312,-2.4375,-1.0312,-1.3438,-2.125,-1.6875,-1.375,-1.3125,-0.6562,-1.2812,-1.7812,-2.125,-0.7188,-0.7188,-2.9688,-1.5625,-1.0625
trpos2840.txt_allergen_2357,-0.2,-0.9333,-0.4,-0.9333,-1.9333,-0.6,-0.2,-0.2,-1.4667,-1.7333,-1.8667,-0.3333,-1.2,-1.8,-1.5333,0.5333,-0.0667,-2.4,-1.7333,-1.0667
trpos2840.txt_allergen_924,-0.944,-1.3782,-1.3025,-1.7283,-2.8515,-0.9972,-1.2969,-2.0756,-1.4006,-1.5322,-1.3025,-1.1737,-1.3081,-1.7647,-1.93,-1.0112,-0.9468,-2.5322,-1.3669,-1.2213
trpos2840.txt_allergen_2012,-0.8788,-0.9636,-1.1333,-0.5879,-2.2121,-0.6303,-0.1939,-2.0909,-1.2061,-1.5576,-1.4,-0.1818,-0.3939,-1.2121,-2.4606,-0.8364,-1.0909,-3.1152,-1.697,-1.6485
trpos2840.txt_allergen_3405,-0.782,-1.3945,-1.0242,-1.6401,-2.9619,-1.1938,-1.5502,-1.9377,-2.1522,-1.3356,-1.3564,-1.1176,-1.5571,-1.7163,-2.218,-0.4291,-0.2215,-3.218,-1.8131,-0.9723
trpos2840.txt_allergen_2239,0.0083,-1.6833,-1.3417,-2.4833,-1.875,-1.6917,-2.3,-1.5917,-2.625,-1.5583,-1.4833,-1.45,-1.2,-2.7583,-1.825,-0.475,-0.6917,-3.7333,-2.65,-0.8917
trpos2840.txt_allergen_1480,-0.5814,-1.2698,-1.2,-1.0419,-2.4233,-0.8233,-0.7767,-1.8791,-1.3256,-0.9442,-1.0465,-0.614,-0.7163,-1.7488,-1.786,-0.7488,-0.6651,-2.8372,-1.6186,-0.7302
trpos2840.txt_allergen_1705,-0.7627,-1.9831,-0.5303,-1.2518,-2.4576,-1.3511,-1.6247,-1.0073,-1.9685,-1.2155,-1.8571,-1.0702,-1.707,-1.9056,-2.2349,-0.1501,-0.2809,-3.046,-1.9516,-1.0315
trpos2840.txt_allergen_532,-0.3835,-2.1278,-1.4737,-1.8271,-2.2331,-1.1203,-1.7293,-1.1353,-2.1729,-1.6015,-1.782,-1.2406,-1.4511,-2.3609,-2.5113,-0.8346,-0.7444,-3.4962,-2.1278,-1.1278
trpos2840.txt_allergen_1174,-0.2713,-2.1296,-1.6883,-2.0121,-2.6397,-1.5668,-1.4211,-2.0445,-2.1215,-1.4008,-1.6559,-1.3563,-1.9312,-2.3887,-2.664,-1.1417,-1.332,-3.8259,-2.5547,-1.1215
trpos2840.txt_allergen_2868,-0.3893,-2.1603,-1.4733,-1.9313,-2.3435,-1.1527,-1.6947,-1.1221,-2.1985,-1.7023,-1.855,-1.2672,-1.4809,-2.313,-2.5115,-0.8168,-0.7939,-3.5191,-2.0992,-1.2366
trpos2840.txt_allergen_891,-0.378,-0.9146,-1.1646,-1.2317,-2.1341,-0.8598,-0.5122,0.3659,-1.7317,-2.5244,-2.4817,-0.3476,-1.8476,-2.5854,-0.0976,-0.5244,-1.25,-2.9634,-2.1585,-2.0366
trpos2840.txt_allergen_3050,-0.5354,-1.4398,-1.1472,-0.9197,-2.9446,-0.8222,-0.4015,-2.0841,-1.3786,-1.3423,-1.1663,-0.4876,-1.4551,-1.2314,-1.7553,-0.6195,-0.8604,-2.912,-1.5717,-0.8489
trpos2840.txt_allergen_1537,-0.7674,-2,-1.1783,-1.3333,-2.3101,-1.0078,-1.1163,-1.9302,-1.876,-1.155,-1.7519,-0.5969,-1.7364,-2.6357,-1.7287,-0.7054,-0.5271,-3.3643,-2.2481,-0.7209
trpos2840.txt_allergen_1676,-0.3893,-2.1603,-1.4733,-1.9313,-2.3435,-1.1527,-1.6947,-1.1221,-2.1985,-1.7023,-1.855,-1.2672,-1.4809,-2.313,-2.5115,-0.8168,-0.7939,-3.5191,-2.0992,-1.2366
trpos2840.txt_allergen_1403,-1.1566,-1.747,-1.5904,-1.0241,-2.988,-1.2169,-0.5904,-2.6024,-1.9398,-1.7952,-1.5783,-0.6024,-0.3614,-1.8193,-3.5542,-1.2289,-1.4458,-3.7108,-2.1687,-1.8554
trpos2840.txt_allergen_968,-0.0625,-1.5417,-1.1562,-2.0417,-1.0938,-0.9375,-1.5625,-1.4688,-1.9167,-1.3854,-1.2604,-1.2083,-0.9062,-2.0208,-1.2396,-0.3854,-0.5417,-2.8958,-1.8125,-0.8125
trpos2840.txt_allergen_3324,-0.1857,-1.3714,-1.5143,-1.5857,-1.8857,-0.7714,-0.7714,-1.6143,-1.4143,-0.9143,-1.1286,-0.8857,-0.7429,-1.5286,-1.1,-0.6857,-0.6286,-2.4571,-1.3429,-0.5429
trpos2840.txt_allergen_2346,-0.234,0.2571,-0.8333,-1.2234,-2.1436,0.4397,0.3652,-1.4273,-1.1365,-1.7252,-0.9716,0.0461,-0.9167,-2.6082,-2.1082,0.406,-0.4379,-3.4858,-2.0709,-1.4273
trpos2840.txt_allergen_2810,-0.8673,-1.9469,-0.7301,-1.1726,-2.1903,-0.7212,-1.3496,-0.9845,-1.7257,-1.0796,-1.1991,-1.3274,-1.2544,-1.3164,-1.4358,-0.0221,-0.3341,-2.5442,-0.9735,-0.9646
trpos2840.txt_allergen_3218,-0.5109,-1.6957,-1.3514,-1.9348,-2.5036,-1.4674,-1.8804,-1.1594,-1.942,-1.8261,-1.8333,-1.3768,-1.3804,-2.1196,-2.029,-0.6884,-0.9058,-2.9312,-1.8514,-1.337
trpos2840.txt_allergen_17,-0.4126,-0.9441,-1.8531,-1.965,-1.8671,-0.8531,-1.2797,-1.6294,-2.0839,-1.6224,-1.2308,-1.5035,-0.951,-2.2028,-1.5804,-0.6434,-0.7902,-2.5524,-1.8741,-0.8322
trpos2840.txt_allergen_1771,-0.4682,-1.5543,-1.2772,-1.9513,-2.4532,-1.4719,-1.9026,-1.1236,-1.9888,-1.8951,-1.9401,-1.4007,-1.5543,-2.0749,-2.1236,-0.6442,-0.8614,-2.8502,-1.8989,-1.3783
trpos2840.txt_allergen_2942,-0.4104,-2.1269,-1.4701,-1.8657,-2.2015,-1.0746,-1.694,-1.1119,-2.1866,-1.6866,-1.806,-1.2388,-1.4403,-2.306,-2.5299,-0.8358,-0.7687,-3.4627,-2.0821,-1.2313
trpos2840.txt_allergen_3161,-0.7414,-0.8017,-1.7845,-1.7586,-1.8276,-0.7155,-1.181,-1.5517,-2.0431,-1.8017,-1.4828,-1.4828,-1.2586,-2.3879,-1.2672,-0.8534,-0.819,-2.3621,-1.8448,-1.0948
trpos2840.txt_allergen_2481,-0.5287,-1.0984,-1.168,-0.8893,-2.6148,-0.4016,-0.1434,-1.9057,-1.4836,-1.5287,-1.5697,-0.3279,-1.1475,-2.2623,-1.8443,-0.5287,-0.7254,-2.8852,-1.8443,-1.1393
trpos2840.txt_allergen_2844,-0.9858,-1.717,-0.9764,-1.684,-2.4717,-1.3208,-1.4481,-1.6321,-1.6509,-1.8915,-2.217,-1.2783,-1.7264,-2.316,-2.6509,-0.7264,-1.1321,-2.9292,-1.3868,-1.5566
trpos2840.txt_allergen_200,0.0977,-1.5865,-1.3083,-2.4361,-1.7143,-1.6391,-2.203,-1.5489,-2.4962,-1.5038,-1.4135,-1.3383,-1.0376,-2.6391,-1.797,-0.3083,-0.6767,-3.7068,-2.4511,-0.7594
trpos2840.txt_allergen_446,-0.6989,-1.6237,-1.4516,-1.4946,-1.7742,-1,-0.9462,-2.2258,-1.5054,-1.0538,-0.7957,-1.1075,-0.4839,-1.4624,-2.0215,-0.7204,-0.4946,-2.5699,-1.3333,-0.7419
trpos2840.txt_allergen_314,-0.4791,-1.5932,-1.3042,-1.9087,-2.4563,-1.4677,-1.8213,-1.1559,-2.038,-1.9011,-1.9544,-1.3726,-1.5171,-2.0951,-2.0684,-0.6084,-0.8251,-2.9582,-1.8897,-1.3802
trpos2840.txt_allergen_2258,-0.5602,-1.2319,-1.0843,-1.1325,-2.4036,-0.762,-0.8012,-1.756,-0.8042,-1.8072,-1.4849,-0.5211,-1.0964,-1.7018,-2.1175,-0.7741,-0.8946,-2.6958,-1.494,-1.4247
trpos2840.txt_allergen_157,-0.5149,-0.9604,-0.797,-0.6782,-2.396,-0.2228,-0.1782,-1.3416,-1.495,-2.0396,-1.9901,-0.4455,-1.5495,-2.7178,-0.6238,0.3366,-0.4257,-3.1832,-2.2525,-1.396
trpos2840.txt_allergen_1945,-0.3537,-1.6138,-1.1057,-1.748,-1.748,-1.1423,-1.7033,-0.9837,-1.6341,-1.7602,-1.813,-1.378,-1.5894,-1.878,-1.4919,-0.4106,-0.4634,-2.7195,-1.7764,-1.2886
trpos2840.txt_allergen_555,0.0357,-1.4143,-1.6929,-1.8143,-2.2429,-0.8429,-1.4286,-1.1357,-1.7143,-1.1,-0.9643,-1.1214,-0.5214,-1.8214,-1.8786,-0.4571,-0.3214,-2.8,-1.5786,-0.7071
trpos2840.txt_allergen_247,0.1875,-2.2875,-1.75,-1.6313,-2.7687,-1.4438,-1.5,-1.9375,-1.1812,-1.4875,-1.1438,-1.0312,-1.1875,-1.6938,-2.9062,-0.9188,-1.0437,-3.6625,-2.225,-0.8125
trpos2840.txt_allergen_1297,-0.8,-2.0023,-1.6818,-1.8568,-2.95,-1.6614,-1.475,-2.0023,-2.2136,-1.7364,-1.9591,-1.3273,-1.7182,-2.4727,-2.8568,-1.1227,-1.2091,-3.7068,-2.3318,-1.5659
trpos2840.txt_allergen_2441,-0.7063,-1.8981,-0.5437,-1.1869,-2.483,-1.3811,-1.568,-0.9078,-1.9126,-1.2888,-1.9248,-1.0413,-1.733,-1.9951,-2.0922,-0.2451,-0.3204,-3.0364,-1.8762,-0.9806
trpos2840.txt_allergen_2254,-0.5412,-1.2437,-0.8084,-1.1597,-1.8874,-0.8101,-0.9546,-1.279,-1.3815,-1.2655,-1.2672,-0.9613,-0.8588,-1.6269,-0.9697,-0.3479,-0.4353,-2.363,-1.3798,-0.9529
trpos2840.txt_allergen_2435,-0.35,-0.35,0.45,-0.35,-2.2,-0.2,0.05,-0.25,-1.1,-2.45,-2.2,0.15,-1.5,-2.6,-1,0.65,-0.2,-2.85,-2.2,-1.85
trpos2840.txt_allergen_2384,-0.9099,-1.4414,-0.7417,-1.6336,-2.7267,-1.2252,-1.2132,-1.7598,-1.4294,-1.6517,-1.7237,-0.976,-1.2823,-1.9489,-2.4054,-0.7027,-1.021,-2.6877,-1.2342,-1.3183
trpos2840.txt_allergen_3391,-0.5548,-1.3699,-1.2877,-1.9932,-1.8219,-1.0068,-1.3973,-1.9658,-1.6301,-1.0479,-0.7877,-1.1438,-0.6644,-1.8014,-1.5411,-0.4726,-0.4178,-2.5479,-1.6986,-0.8356
trpos2840.txt_allergen_2565,-0.875,-0.9375,-1.25,-1.8125,-2.25,-1.125,-1.25,-2.1875,-1.5625,-1.3125,-1.125,-1.0625,-1.1875,-1.5625,0.5,-0.875,-0.625,-2.75,-1.5625,-1.1875
trpos2840.txt_allergen_1525,-0.8514,-1.8333,-0.8514,-1.536,-2.4505,-1.3243,-1.4595,-1.464,-1.7523,-1.7117,-2.1261,-1.2207,-1.5541,-2.2432,-2.4595,-0.5766,-1.0631,-2.8378,-1.3784,-1.2703
trpos2840.txt_allergen_401,-0.2289,0.2324,-0.4296,-0.6408,-3.4437,1.3063,1.7183,-3.1232,-1.1373,-1.6232,-0.6972,1.1796,-0.8204,-3.4683,-3.9225,-0.6056,-0.8345,-4.3979,-2.7289,-1.7465
trpos2840.txt_allergen_428,-0.8842,-1.305,-0.5946,-1.583,-1.7876,-0.9807,-1.3127,-1.4981,-1.3591,-1.7954,-1.7259,-0.7568,-1.4479,-1.9691,-1.6139,-0.4942,-0.834,-2.2896,-1.0579,-1.3784
trpos2840.txt_allergen_3237,-0.783,-1.3561,-0.6179,-1.5377,-2.0212,-1.0047,-1.2453,-1.5873,-1.4552,-1.8373,-1.9858,-0.8679,-1.5566,-2.0495,-1.5377,-0.4316,-0.8396,-2.3656,-1.1014,-1.3962
trpos2840.txt_allergen_996,0.1351,-1.2162,-1.1892,-1.1892,-2.2703,-0.5676,-0.7838,-1.3514,-1.5676,-1.6486,-1.5946,-0.4054,-1.4054,-2.4595,-1.027,-0.5946,-0.5946,-2.973,-1.7027,-1.4324
trpos2840.txt_allergen_230,-0.1402,-1.6553,-1.4697,-1.9318,-2.7083,-1.2197,-1.4886,-1.0341,-2.2348,-1.4962,-1.2348,-1.2121,-1.5076,-1.3295,-1.3826,-0.5682,-0.8144,-2.4735,-1.8864,-1.1364
trpos2840.txt_allergen_661,0.6355,-2.1495,-1.7477,-1.243,-2.7196,-1.4486,-0.5327,-1.0748,-2.5047,-1.8505,-1.8411,-0.9907,-1.5607,-2.6075,-1.4673,-0.3832,-0.9813,-3.5981,-2.5794,-1.1963
trpos2840.txt_allergen_877,-0.0779,-1.4329,-0.7532,-1.0346,-1.9524,-0.4935,-0.2121,-0.1948,-1.3723,-1.5152,-1.5801,-0.8139,-1.2597,-2.1861,-0.9048,0.039,-0.5455,-2.3074,-1.9394,-1.013
trpos2840.txt_allergen_1871,-0.869,-1.3214,-1.2381,-1.5476,-2.631,-0.9286,-0.8095,-1.9881,-1.6548,-1.25,-1.6667,-0.869,-1.369,-2.1667,-1.4762,-0.8095,-0.7024,-3.1786,-1.7976,-0.6667
trpos2840.txt_allergen_190,-0.8608,-1.4489,-0.8295,-1.6506,-2.5824,-1.125,-1.1676,-1.7727,-1.2983,-1.6648,-1.7188,-0.9489,-1.2642,-1.9318,-2.2159,-0.5938,-0.9347,-2.7045,-1.1761,-1.3693
trpos2840.txt_allergen_2228,-0.0758,-1.4015,-1.0833,-1.1439,-1.5152,-1.1591,-1,-1.2879,-1.7803,-1.7273,-1.7955,-0.7955,-1.4697,-2.0682,-0.6439,-0.2197,-0.4545,-3.0152,-2.0455,-1.3258
trpos2840.txt_allergen_1560,-0.9113,-1.6371,-0.871,-1.6129,-2.6855,-0.5484,-1.379,-2.1532,-1.4516,-1.7419,-1.5,-1.3306,-1.1855,-1.6855,-2.4435,-0.7339,-0.7984,-3,-1.5,-1.3548
trpos2840.txt_allergen_2488,-0.8333,-1.6667,-0.25,-1.25,-1.3333,-1.25,-1.5,-0.3333,-1.5833,-2.3333,-2.0833,-1.3333,-1.5,-2.4167,0.0833,-0.1667,-0.4167,-1.9167,-2,-1.9167
trpos2840.txt_allergen_1432,-0.8259,-1.3404,-0.723,-1.5409,-2.4327,-1.1768,-1.1451,-1.7018,-1.285,-1.6544,-1.6464,-0.9024,-1.2744,-1.8153,-2.066,-0.6016,-0.9499,-2.7546,-1.1636,-1.3325
trpos2840.txt_allergen_2172,-0.4436,-1.9925,-1.4812,-1.8195,-2.2331,-1.1654,-1.7594,-1.0752,-2.1053,-1.6316,-1.7444,-1.2782,-1.4887,-2.3083,-2.4887,-0.8872,-0.812,-3.5188,-2.1579,-1.203
trpos2840.txt_allergen_3168,-0.532,-1.612,-1.404,-2.008,-2.6,-1.436,-1.908,-1.316,-2.048,-1.908,-1.904,-1.472,-1.604,-2.092,-2.172,-0.736,-0.912,-3,-1.808,-1.424
trpos2840.txt_allergen_2127,-0.2754,-1.1522,-0.6594,-0.971,-1.529,-0.7246,-0.7609,-1.058,-1.2101,-1.5,-1.4058,-0.7899,-0.9855,-1.5072,-1.5072,-0.0435,-0.3913,-2.1377,-1.2029,-1.1522
trpos2840.txt_allergen_1671,-0.7865,-0.9479,-1.2917,-0.8281,-2.2865,-0.6875,-0.4896,-2.0521,-1.2552,-1.4167,-1.3802,-0.1615,-0.401,-1.5833,-2.1823,-0.7135,-0.8542,-3.1458,-1.9167,-1.4479
trpos2840.txt_allergen_3109,-0.1206,-2.1348,-1.6879,-1.8014,-2.8865,-1.3262,-1.617,-1.9929,-0.9291,-1.7518,-1.5035,-1.0355,-1.3191,-2.0284,-3.0496,-1.227,-1.2128,-4.0638,-2.3121,-1.0851
trpos2840.txt_allergen_910,-0.7208,-2.1558,-1.3766,-1.4675,-2.8442,-1.5714,-0.8636,-1.5455,-1.0714,-1.1234,-1.6818,-0.7078,-1.5909,-2.026,-2.1169,-0.7987,-0.6104,-3.2532,-1.8636,-0.9221
trpos2840.txt_allergen_866,-0.5486,-1.4861,-0.8264,-0.9861,-1.7222,-0.9028,-0.8472,-1.1597,-1.4028,-1.3056,-1.3958,-1.1319,-0.9306,-1.4861,-1.2847,-0.3542,-0.2083,-1.8264,-1.2778,-0.8889
trpos2840.txt_allergen_260,-0.3817,-2.1374,-1.4656,-1.8626,-2.313,-1.084,-1.687,-1.145,-2.2137,-1.687,-1.8321,-1.2595,-1.5038,-2.3359,-2.542,-0.8015,-0.7863,-3.4962,-2.084,-1.2519
trpos2840.txt_allergen_53,-0.7481,-1.4912,-0.6952,-1.3854,-2.5264,-1.3149,-1.5617,-1.4005,-1.4282,-1.33,-1.7683,-1.0479,-1.4912,-1.9219,-2.0982,-0.4257,-0.6599,-2.6952,-1.3275,-1.1864
trpos2840.txt_allergen_660,-0.4198,-2.1221,-1.5573,-1.9237,-2.3435,-1.0458,-1.6718,-1.1832,-2.1985,-1.6183,-1.9084,-1.2443,-1.5725,-2.3588,-2.542,-0.8321,-0.771,-3.4656,-1.9924,-1.1985
trpos2840.txt_allergen_1589,-1.0459,-1.8165,-1.5321,-0.8899,-2.789,-1.2844,-0.5046,-2.4679,-2,-1.8532,-1.6147,-0.6972,-0.5046,-1.6514,-2.9817,-1.1376,-1.3028,-3.7431,-2.3119,-1.6789
trpos2840.txt_allergen_3288,-1.3942,-1.3776,-0.4855,-1.0539,-2.9834,-0.8921,-0.8548,-2.0166,-1.3361,-1.195,-1.3817,-0.3817,-1.278,-1.4564,-2.0871,-0.5851,-0.6017,-2.971,-1.1286,-1.2614
trpos2840.txt_allergen_1340,-0.2772,-0.604,-0.7822,-1.0594,-2.0198,0.604,-0.297,-0.5842,-0.9208,-2.1782,-1.7624,-0.4356,-0.9208,-2.0891,-0.8218,-0.0495,-0.7228,-2.099,-1.2079,-1.505
trpos2840.txt_allergen_2455,-0.7692,-1.3846,-1.1538,-1,-1.4615,-0.8462,-0.9231,-1.6154,-1.9231,-1.3077,-1.0769,-0.4615,-0.7692,-2.3077,-0.6923,-0.5385,-0.8462,-2.9231,-2.0769,-1
trpos2840.txt_allergen_114,-0.7646,-1.7335,-0.5214,-1.1751,-2.3191,-1.1479,-1.4319,-1.0506,-1.642,-1.323,-1.8268,-0.9611,-1.5311,-2.0506,-2.0058,-0.3113,-0.3541,-3.0233,-1.7082,-0.9981
