#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0-211.txt_27,26.523,14.639,8.694,7.965,6.533,5.963,5.796,5.685,5.421,5.144,4.607,4.471,3.931,3.726,3.628,3.511,3.321,3.142,3.016,2.421
0-211.txt_29,35.129,18.083,10.956,9.465,8.204,7.843,7.27,6.899,6.569,6.151,5.847,5.646,5.34,5.054,4.923,4.813,4.521,4.065,3.92,3.589
0-211.txt_31,43.964,19.377,13.449,11.668,9.448,9.3,8.751,8.29,7.932,7.773,7.322,7.108,6.965,6.794,5.931,5.85,5.415,4.935,4.809,3.619
0-211.txt_33,58.533,32.465,19.763,17.525,15.151,13.785,12.301,12.156,12.115,11.326,10.985,10.057,9.79,9.238,9.128,8.914,8.317,8.109,7.606,6.606
0-211.txt_35,21.723,12.036,8.014,6.351,5.257,4.847,4.509,4.249,4.142,3.848,3.665,3.42,3.123,2.826,2.704,2.569,2.51,2.377,2.268,1.605
0-211.txt_37,43.789,19.98,13.368,11.944,9.97,9.258,8.904,8.091,7.778,7.621,7.185,6.86,6.615,6.415,6.043,5.887,5.566,5.146,4.845,3.659
0-211.txt_39,40.562,22.753,13.469,12.521,10.019,9.803,8.616,8.003,7.778,7.11,6.887,6.639,6.388,5.646,5.588,5.457,4.951,4.819,4.53,4.308
0-211.txt_41,37.307,19.852,11.353,10.127,9.419,8.746,8.254,7.97,7.387,7.199,7.163,6.65,6.482,6.162,5.876,5.79,5.528,5.445,5.277,4.951
0-211.txt_43,15.347,9.202,5.753,4.99,4.716,3.861,3.476,3.323,3.015,2.786,2.557,2.441,2.356,2.22,2.055,1.918,1.879,1.727,1.617,1.45
0-211.txt_45,17.575,10.3,7.362,5.654,4.354,4.224,3.358,2.701,2.689,2.473,2.28,2.073,1.964,1.839,1.74,1.549,1.35,1.229,1.152,1.101
0-211.txt_47,31.416,16.572,10.063,9.199,7.979,7.519,7.123,6.162,5.667,5.485,5.319,5.179,4.905,4.716,4.576,4.478,4.099,3.991,3.659,3.577
0-211.txt_49,19.207,10.143,6.721,5.785,5.013,4.274,3.93,3.475,3.355,3.155,3.033,2.88,2.731,2.36,2.213,2.112,1.927,1.75,1.435,1.214
0-211.txt_51,24.208,14.162,9.271,7.189,4.997,4.103,3.368,2.263,1.592,1.093,0.977,0.849,0.629,0.511,0.477,0.332,0.255,0.05,0,0
0-211.txt_53,42.093,22.713,13.243,11.424,9.364,8.65,8.526,8.034,7.675,7.216,7.051,6.909,6.387,5.861,5.697,5.14,5.122,4.971,4.515,4.267
0-211.txt_55,41.541,19.362,12.507,11.243,10.335,9.507,8.678,8.237,7.926,7.495,7.122,6.484,6.445,6.064,5.807,5.614,5.448,5.052,4.795,4.387
0-211.txt_57,29.121,16.437,8.964,8.565,7.933,6.785,6.621,6.507,6.057,5.527,5.516,5.191,4.782,4.751,4.465,4.342,4.186,3.969,3.838,3.375
0-211.txt_59,79.745,42.609,25.627,23.478,20.704,17.722,17.359,16.69,16.171,15.789,15.415,13.69,13.104,12.124,11.958,11.604,11.302,11.084,10.689,9.773
0-211.txt_61,25.191,15.423,9.04,8.031,6.076,4.984,4.215,3.661,3.413,2.951,2.818,2.556,2.483,2.24,2.096,1.964,1.904,1.686,1.453,1.377
0-211.txt_63,35.503,20.12,10.658,9.528,8.003,7.664,6.547,6.246,5.66,5.593,5.267,5.145,4.599,4.366,4.251,3.882,3.779,3.514,3.464,2.906
0-211.txt_65,18.809,9.911,6.618,5.596,4.996,4.273,3.921,3.548,3.434,3.138,3.089,2.747,2.565,2.356,2.197,1.992,1.739,1.648,1.552,1.197
0-211.txt_67,23.534,13.317,9.151,7.521,5.728,5.311,4.695,4.487,4.202,4.134,3.892,3.792,3.286,3.267,2.903,2.705,2.491,2.342,2.263,2.042
0-211.txt_69,16.745,9.313,5.864,5.126,4.281,3.888,3.143,2.856,2.666,2.47,2.276,2.096,1.918,1.832,1.688,1.486,1.418,1.347,1.252,1.156
0-211.txt_71,29.476,14.975,9.387,7.704,6.453,5.716,5.452,5.045,4.844,4.328,4.099,4.011,3.89,3.621,3.294,2.993,2.815,2.507,2.338,2.257
0-211.txt_73,32.528,17.915,11.001,9.218,7.142,7.003,6.452,6.087,5.863,5.484,5.156,4.792,4.538,4.429,4.133,3.892,3.794,3.627,3.543,3.307
0-211.txt_75,24.534,15.281,9.284,8.409,6.898,6.518,6.154,5.797,5.403,5.065,4.967,4.368,4.175,3.893,3.605,3.532,3.333,3.226,2.939,2.64
0-211.txt_77,45.95,25.519,15.721,13.555,10.835,9.816,9.335,8.423,7.829,7.159,6.784,6.306,6.076,5.576,5.485,5.206,5.071,4.906,4.485,4.21
0-211.txt_79,45.774,21.631,14.185,12.616,10.987,9.864,9.159,8.638,8.606,8.234,6.959,6.833,6.461,6.26,5.963,5.781,5.622,5.248,5.154,4.595
0-211.txt_81,24.874,14.657,8.441,7.195,6.255,5.707,5.303,4.939,4.826,4.665,4.178,3.968,3.841,3.757,3.62,3.526,3.104,2.915,2.797,2.521
0-211.txt_83,33.205,15.728,9.179,8.355,7.387,7.004,6.659,6.45,6.09,5.734,5.523,5.402,4.853,4.481,4.348,4.128,3.916,3.762,3.747,3.511
0-211.txt_85,113.274,65.906,41.278,34.939,29.53,25.867,24.948,24.691,22.432,21.282,20.515,18.717,16.361,15.517,15.024,14.278,14.167,13.55,13.356,12.088
0-211.txt_87,18.344,11.113,6.299,5.64,5.124,4.717,4.436,3.942,3.838,3.355,3.158,3.06,2.826,2.612,2.544,2.463,2.307,2.13,1.973,1.854
0-211.txt_89,22.939,13.569,8.488,6.287,4.492,3.529,3.291,2.54,2.082,1.592,1.417,1.394,1.027,0.684,0.536,0.44,0.335,0.277,0.134,0.002
0-211.txt_91,17.672,9.541,6.152,4.954,4.625,4.147,3.566,3.223,2.958,2.798,2.422,2.332,2.033,1.992,1.818,1.659,1.508,1.329,1.137,1.003
0-211.txt_93,28.044,17.322,9.684,8.154,5.98,5.511,5.273,3.97,3.594,3.289,2.762,2.312,2.135,1.99,1.867,1.662,1.57,1.549,1.366,1.16
0-211.txt_95,19.128,9.987,6.866,5.65,4.738,4.667,4.462,3.87,3.671,3.247,3.178,3.046,2.781,2.638,2.455,2.367,2.2,2.119,2.066,1.883
0-211.txt_97,23.734,11.539,7.499,7.106,5.729,5.105,4.886,4.242,4.045,3.728,3.579,3.398,3.186,3.094,3.031,2.872,2.512,2.208,2.133,1.942
0-211.txt_99,38.827,20.712,12.094,10.746,8.915,8.602,8.079,7.254,7.1,6.814,6.593,6.337,5.575,5.397,5.044,4.869,4.776,4.693,4.491,3.781
0-211.txt_101,40.929,24.514,14.475,12.455,10.742,9.616,8.905,8.632,8.299,7.426,6.784,6.558,6.447,6.172,5.703,5.494,5.447,5.065,4.727,4.144
0-211.txt_103,16.344,9.438,5.86,4.955,4.836,4.063,3.733,3.467,3.12,2.994,2.765,2.602,2.386,2.348,2.293,2.085,1.882,1.837,1.729,1.609
0-211.txt_105,18.575,11.713,6.682,5.956,5.548,4.941,4.378,4.168,3.902,3.463,3.185,3.16,3.07,2.531,2.366,2.185,2.077,2.001,1.992,1.66
0-211.txt_107,21.461,11.351,8.17,7.656,6.286,5.535,5.325,4.76,4.693,4.319,4.18,3.91,3.759,3.385,3.09,2.765,2.733,2.615,2.406,1.923
0-211.txt_109,23.996,13.87,8.223,7.082,6.322,6.192,5.149,4.916,4.795,4.432,4.334,4.118,3.995,3.601,3.586,3.517,3.431,3.306,3.01,2.707
0-211.txt_111,23.518,12.684,7.043,6.111,5.812,5.291,4.91,4.149,4.061,3.893,3.815,3.558,3.43,3.273,3.081,2.896,2.882,2.629,2.456,2.055
0-211.txt_113,52.894,25.191,14.047,13.536,11.347,10.487,10.1,9.846,9.145,8.734,8.637,7.559,7.279,7.096,6.916,6.725,6.46,6.423,5.822,5.257
0-211.txt_115,29.759,12.053,9.369,7.887,6.863,6.345,5.587,5.284,5.164,4.902,4.749,4.455,3.989,3.733,3.633,3.52,3.359,3.125,2.952,2.69
0-211.txt_117,31.275,17.947,9.872,9.143,7.689,7.236,6.709,6.307,6.06,5.779,5.694,5.227,4.887,4.412,4.199,4.14,3.833,3.667,3.56,2.745
0-211.txt_119,17.596,9.501,6.231,5.489,4.506,4.188,3.776,3.371,3.192,2.862,2.766,2.588,2.484,2.255,2.103,1.947,1.722,1.676,1.415,1.386
0-211.txt_121,17.145,9.026,6.481,5.604,4.988,4.856,4.179,3.911,3.784,3.482,3.059,2.94,2.617,2.58,2.499,2.37,2.213,2.06,1.84,1.51
0-211.txt_123,37.367,18.413,11.496,9.464,7.449,7.222,6.671,6.253,6.077,5.518,5.407,5.349,4.871,4.522,4.483,4.3,4.045,3.67,3.453,3.126
0-211.txt_125,16.12,9.411,5.849,5.063,4.857,3.773,3.6,3.358,3.234,2.924,2.589,2.466,2.416,2.277,2.264,2.156,2.009,1.849,1.643,1.494
0-211.txt_127,15.718,9.134,5.804,5.068,4.67,3.998,3.629,3.292,3.149,2.931,2.624,2.529,2.446,2.266,2.112,1.981,1.832,1.812,1.75,1.514
0-211.txt_129,32.733,18.919,11.105,10.309,9.051,8.248,6.878,6.467,5.945,5.805,5.417,5.239,5.01,4.787,4.626,4.53,4.319,4.089,3.608,3.081
0-211.txt_131,36.712,24.379,13.369,10.404,8.496,6.265,5.505,4.531,4.021,3.199,2.861,2.471,2.151,1.796,1.556,1.539,1.29,1.204,0.983,0.885
0-211.txt_133,26,16.519,9.786,8.356,7.491,6.085,5.978,5.842,5.309,5.163,4.801,4.519,4.175,3.891,3.535,3.508,3.445,3.191,3.154,2.811
0-211.txt_135,31.786,17.378,9.613,8.995,7.674,6.873,6.686,6.433,6.039,5.914,5.362,5.155,4.972,4.829,4.223,4.122,3.887,3.786,3.725,3.151
0-211.txt_137,37.144,23.208,12.437,10.346,7.158,5.722,5.089,4.199,3.877,3.046,2.628,2.131,1.862,1.552,1.487,1.225,1.153,1.122,0.948,0.802
0-211.txt_139,34.895,17.307,10.42,10.015,8.72,8.347,7.731,7.279,6.97,6.918,6.573,6.405,5.932,5.564,5.399,5.183,4.984,4.694,4.5,4.034
0-211.txt_141,18.436,11.063,7.798,6.809,5.185,4.7,4.406,3.989,3.645,3.597,3.279,2.879,2.636,2.53,2.493,2.267,2.049,1.869,1.779,1.534
0-211.txt_143,15.835,9.48,5.965,4.99,4.869,3.983,3.535,3.414,3.142,2.944,2.687,2.51,2.388,2.228,2.162,2.059,1.97,1.84,1.757,1.572
0-211.txt_145,36.545,17.4,10.749,9.906,9.241,8.823,7.974,7.505,6.914,6.507,6.19,6.05,5.677,5.45,5.091,4.913,4.705,4.53,4.16,3.603
0-211.txt_147,71.933,39.282,22.354,20.063,16.529,16.02,14.547,13.16,12.718,12.284,11.8,11.379,10.96,10.249,9.727,9.189,8.85,8.584,8.318,7.788
0-211.txt_149,21.301,12.05,7.814,6.458,5.332,4.889,4.369,4.142,3.997,3.801,3.468,3.335,3.135,2.852,2.807,2.543,2.467,2.313,2.231,1.676
0-211.txt_151,36.221,20.897,12.169,10.349,8.386,8.193,7.818,7.078,6.862,6.447,6.272,5.853,5.472,5.173,4.949,4.905,4.559,4.227,4.115,3.867
0-211.txt_153,78.124,27.644,23.279,19.939,15.541,14.308,14.243,12.741,12.042,11.926,10.969,10.213,9.58,9.489,9.33,9.034,8.588,7.744,7.478,7.201
0-211.txt_155,42.703,17.474,12.279,10.619,7.739,7.178,6.923,6.71,6.396,5.661,5.544,5.135,4.894,4.657,4.288,4.061,4.023,3.7,3.664,3.279
0-211.txt_157,12.301,7.477,4.592,4.232,3.413,3.265,2.968,2.728,2.57,2.309,2.212,1.959,1.795,1.629,1.499,1.419,1.267,1.13,1.085,0.905
0-211.txt_159,16.439,9.055,6.395,5.137,4.551,4.396,4.04,3.616,2.884,2.706,2.332,2.174,2.049,1.966,1.85,1.763,1.506,1.428,1.354,1.252
0-211.txt_161,14.664,9.124,4.644,3.998,3.633,3.04,2.688,2.608,2.365,2.107,1.89,1.838,1.414,1.332,1.28,1.035,0.949,0.877,0.668,0.632
0-211.txt_163,29.101,15.842,10.457,9.075,7.414,7.004,6.025,5.214,5.138,4.889,4.692,4.608,4.192,3.946,3.858,3.53,3.377,3.08,2.767,2.182
0-211.txt_165,27.316,12.815,8.972,7.708,6.733,6.303,6.123,5.398,4.683,4.372,4.09,3.803,3.597,3.359,3.192,3.084,2.964,2.785,2.618,2.362
0-211.txt_167,20.164,11.093,6.619,5.519,4.588,4.054,3.434,3.077,2.761,2.648,2.482,2.347,1.889,1.768,1.707,1.604,1.457,1.008,0.969,0.905
0-211.txt_169,26.403,12.314,8.201,6.484,5.628,5.405,5.234,4.211,4.085,4.052,3.649,3.583,3.309,3.237,3.108,2.931,2.587,2.505,2.029,1.617
0-211.txt_171,80.087,42.887,23.855,21.047,18.178,17.353,15.506,14.797,14.426,14.104,13.277,12.998,11.987,11.47,11.268,10.42,10.206,10.099,9.921,8.224
0-211.txt_173,18.698,10.83,6.283,5.555,5.123,4.548,3.794,3.602,3.133,3.018,2.861,2.79,2.46,2.371,2.296,2.052,1.95,1.899,1.657,1.508
0-211.txt_175,24.011,13.864,8.497,7.278,6.19,5.93,5.438,4.687,4.531,4.309,4.228,3.961,3.748,3.675,3.23,3.132,3.007,2.978,2.712,2.566
0-211.txt_177,61.635,16.323,13.134,12.333,10.794,9.983,9.303,8.215,7.936,7.794,7.246,7.018,6.338,5.83,5.636,5.357,5.102,4.912,4.735,4.288
0-211.txt_179,62.307,25.527,18.771,15.552,14.006,12.851,12.448,11.684,11.378,10.953,9.768,9.13,8.669,8.276,7.841,7.624,7.119,6.643,6.36,5.6
0-211.txt_181,17.795,10.309,6.419,5.037,4.16,3.618,2.905,2.55,2.205,2.138,1.833,1.682,1.366,1.181,1.016,0.985,0.85,0.713,0.667,0.616
0-211.txt_183,15.819,9.641,6.343,4.441,3.191,2.624,2.312,1.953,1.692,1.175,0.989,0.867,0.737,0.563,0.357,0.306,0.199,0.118,0.107,0
0-211.txt_185,19.346,10.132,6.59,5.859,4.918,4.616,4.349,3.915,3.516,3.47,3.379,3.324,3.099,2.948,2.817,2.553,2.513,2.171,2,1.751
0-211.txt_187,25.862,12.899,7.356,7.212,6.702,6.328,5.585,5.122,5.096,4.79,4.302,3.961,3.798,3.633,3.483,3.359,3.283,3.187,3.022,2.672
0-211.txt_189,22.602,13.825,7.505,6.603,4.803,4.608,4.11,2.964,2.63,2.567,2.407,2.129,1.807,1.469,1.307,1.272,1.189,1.102,1.029,0.874
0-211.txt_191,26.351,12.736,8.96,7.79,6.695,6.368,5.766,5.283,5.184,5.073,4.389,4.09,4.063,3.907,3.778,3.541,3.441,3.146,2.782,0.893
0-211.txt_193,27.367,16.726,9.656,8.545,6.547,5.436,4.49,3.5,3.221,2.855,2.556,2.258,2.114,1.835,1.681,1.464,1.311,1.27,1.107,0.937
0-211.txt_195,32.005,15.399,10.155,9.506,8.49,7.081,6.976,6.282,6.052,5.496,5.251,4.841,4.733,4.621,4.491,3.995,3.807,3.66,3.096,2.659
0-211.txt_197,26.776,13.8,9.387,8.403,6.853,6.645,6.352,5.502,5.161,5.036,4.865,4.473,4.254,3.989,3.896,3.778,3.594,3.503,3.32,2.725
0-211.txt_199,31.981,17.175,9.963,9.372,7.251,6.575,6.487,6.254,5.76,5.252,5.176,4.886,4.613,4.361,4.038,3.963,3.852,3.657,3.629,3.302
0-211.txt_201,22.121,12.12,7.39,6.294,6.147,4.797,4.097,3.891,3.521,3.33,3.147,2.763,2.529,2.298,2.191,2.076,1.99,1.918,1.777,1.41
0-211.txt_203,17.286,9.863,5.903,5.118,5.086,4.172,3.929,3.85,3.41,3.163,2.891,2.806,2.591,2.474,2.442,2.27,2.069,2.008,1.969,1.603
0-211.txt_205,37.752,16.222,11.588,8.894,7.243,6.965,6.141,5.819,5.627,5.27,4.823,4.646,4.593,4.315,4.151,3.862,3.549,3.277,2.901,2.578
0-211.txt_207,52.7,26.179,16.031,14.487,12.674,12.169,10.652,10.379,10.179,9.196,8.973,8.787,8.512,8.163,7.603,7.53,7.461,7.282,7.172,6.026
0-211.txt_209,91.61,34.749,17.188,16.518,12.789,11.023,10.624,9.967,9.262,9.19,9.061,8.626,7.42,7.269,7.018,6.656,6.481,6.143,5.953,5.029
0-211.txt_211,15.78,9.287,5.933,4.844,4.734,3.942,3.525,3.4,3.202,2.872,2.591,2.465,2.333,2.151,2.08,1.919,1.844,1.793,1.712,1.479
0-211.txt_213,41.935,23.825,13.238,11.925,10.624,9.597,8.915,8.839,8.545,7.99,7.741,7.569,7.257,6.931,6.68,6.025,5.814,5.546,5.394,4.601
0-211.txt_215,17.121,9.53,6.441,5.01,4.772,4.191,3.52,3.319,2.957,2.748,2.656,2.434,2.208,1.895,1.823,1.791,1.454,1.391,1.243,1.088
0-211.txt_217,87.86,44.93,28.359,23.83,21.545,21.255,19.822,18.561,17.553,16.769,16.41,15.344,15.08,14.426,13.38,13.18,12.847,12.587,12.412,10.975
0-211.txt_219,28.849,18.265,11.517,8.669,7.817,7.251,6.727,6.326,6.08,5.493,5.125,4.823,4.572,4.058,3.823,3.59,3.451,3.447,3.133,2.774
0-211.txt_221,21.071,12.324,8.54,7.186,4.696,4.434,4.308,3.763,3.63,3.468,3.126,2.719,2.679,2.388,2.061,1.983,1.863,1.625,1.346,1.198
0-211.txt_223,55.232,25.329,15.623,11.684,10.955,9.756,9.127,8.42,7.786,7.391,7.197,6.962,6.865,6.793,6.62,6.327,6.198,5.678,5.321,4.996
0-211.txt_225,25.832,10.671,8.905,8.48,6.976,6.299,5.92,5.254,5.081,4.888,4.263,4.118,3.757,3.588,3.48,3.26,3.135,2.993,2.89,2.455
0-211.txt_227,22.979,13.459,8.279,6.885,5.091,3.96,3.186,2.539,2.136,1.438,1.291,1.1,0.808,0.639,0.44,0.367,0.316,0.247,0.034,0
0-211.txt_229,22.201,13.322,7.948,6.262,5.976,5.638,5.125,4.41,4.017,3.774,3.678,3.424,2.955,2.746,2.489,2.337,2.188,2.054,1.937,1.729
0-211.txt_231,27.309,16.145,8.971,7.378,6.818,6.035,5.691,5.515,5.245,4.573,4.447,4.267,4.122,3.603,3.461,3.262,3.175,3.112,3.029,2.412
0-211.txt_233,29.634,18.799,10.689,8.657,6.747,4.43,3.679,2.992,2.947,2.103,1.676,1.534,1.132,1.065,0.842,0.65,0.425,0.312,0.094,0
0-211.txt_235,38.264,18.708,12.338,11.124,8.732,8.51,7.959,7.146,7.074,6.77,6.7,6.488,6.164,5.877,5.415,5.319,4.846,4.586,4.469,2.678
0-211.txt_237,18.296,10.5,6.135,5.268,4.319,3.893,3.304,2.979,2.714,2.503,2.333,2.268,1.665,1.572,1.468,1.269,1.153,1.039,0.944,0.877
0-211.txt_239,65.449,32.726,20.923,18.832,16.891,16.351,14.847,13.34,12.91,12.68,11.619,11.056,10.621,10.41,9.827,9.7,9.295,9.094,8.721,7.796
0-211.txt_241,39.066,18.469,12.06,10.039,7.854,7.497,6.788,6.622,6.298,6.179,5.829,5.43,5.195,4.879,4.815,4.387,4.004,3.685,3.47,3.292
0-211.txt_243,32.361,19.179,10.682,8.99,8.129,7.362,6.849,6.518,5.813,5.7,5.069,4.953,4.826,4.391,4.069,3.935,3.648,3.523,3.194,2.811
0-211.txt_245,53.839,23.852,17.867,13.409,13.101,12.976,11.4,10.751,8.834,8.648,8.44,8.111,7.934,7.618,7.045,6.656,6.213,5.856,5.47,4.588
0-211.txt_247,36.417,17.811,11.436,10.493,8.891,8.541,8.255,7.762,7.088,6.833,6.444,6.401,5.769,5.404,5.169,4.891,4.737,4.664,4.226,3.795
0-211.txt_249,20.115,10.826,6.425,5.697,5.051,4.502,3.875,3.569,3.191,3.005,2.835,2.607,2.351,2.036,1.877,1.695,1.594,1.413,1.284,0.947
0-211.txt_251,17.349,10.418,6.851,6.065,4.68,4.485,3.824,3.463,3.2,3.123,2.925,2.863,2.675,2.437,2.291,2.186,2.036,1.777,1.678,0.438
0-211.txt_253,29.623,18.427,11.088,8.82,6.109,4.981,4.079,3.356,3.211,2.266,1.633,1.607,1.389,1.014,0.75,0.472,0.429,0.373,0.224,0.007
0-211.txt_255,21.559,13.695,8.066,6.32,4.422,3.249,2.987,2.447,2.034,1.737,1.311,1.235,0.763,0.649,0.448,0.404,0.358,0.268,0.083,0.007
0-211.txt_257,23.431,14.032,8.273,6.848,5.569,4.595,3.987,3.465,3.022,2.817,2.474,2.265,2.019,1.833,1.744,1.653,1.506,1.452,1.253,1.108
0-211.txt_259,18.313,10.293,6.307,5.405,5.133,4.295,3.708,3.464,3.331,3.033,2.802,2.653,2.451,2.285,2.165,2.079,1.938,1.879,1.738,1.507
0-211.txt_261,33.742,18.572,11.969,9.849,8.808,8.143,7.284,7.079,5.892,5.651,5.436,4.851,4.485,4.309,4.204,4.14,4.115,3.835,3.331,3.218
0-211.txt_263,18.188,9.905,6.484,5.674,4.971,4.336,4.233,3.75,3.658,3.313,3.022,2.937,2.905,2.66,2.574,2.333,2.236,1.916,1.828,1.736
0-211.txt_265,16.011,9.501,5.855,4.997,4.686,3.791,3.583,3.414,3.099,2.746,2.725,2.47,2.31,2.224,2.166,2.107,1.935,1.862,1.679,1.52
0-211.txt_267,30.695,16.172,11.024,9.856,8.483,7.51,6.162,5.628,5.56,5.151,4.993,4.973,4.823,4.682,4.06,3.854,3.716,3.665,3.384,1.979
0-211.txt_269,18.157,10.45,5.962,5.427,5.153,4.263,3.956,3.557,3.409,3.258,3.094,2.761,2.683,2.596,2.47,2.244,2.163,2.005,1.861,1.633
0-211.txt_271,32.23,17.879,10.981,9.81,8.17,7.724,7.416,6.9,6.585,6.155,5.905,5.639,5.517,5.018,4.76,4.574,4.435,4.159,4.006,3.546
0-211.txt_273,38.017,20.538,11.9,11.103,9.437,8.369,8.185,8.016,7.57,7.378,7.011,6.575,6.113,5.899,5.658,5.469,5.344,5.109,4.885,4.267
0-211.txt_275,22.25,11.495,7.59,7.006,5.703,5.245,5.034,4.613,4.273,4.263,3.885,3.419,3.338,3.162,2.962,2.744,2.561,2.467,2.444,2.291
0-211.txt_277,20.586,10.183,6.535,5.891,4.674,4.388,3.846,3.203,3.04,2.942,2.704,2.549,2.134,1.963,1.889,1.72,1.627,1.388,1.097,1.054
0-211.txt_279,26.491,13.945,9.395,8.24,7.067,6.054,5.511,5.239,4.97,4.814,4.37,4.133,4.03,3.945,3.848,3.61,3.575,3.227,3.122,1.039
0-211.txt_281,44.427,18.884,12.759,11.713,9.197,8.995,8.754,8.405,7.682,7.578,7.354,7.06,6.907,6.608,6.146,6,5.669,5.193,4.887,4.337
0-211.txt_283,17.419,9.598,6.781,4.874,4.642,4.164,4.143,3.427,3.332,3.038,2.858,2.805,2.667,2.593,2.345,2.134,1.938,1.659,1.637,1.315
0-211.txt_285,47.316,24.711,13.189,11.398,10.992,10.41,9.79,9.414,9.023,8.818,8.387,7.912,7.673,7.543,7.4,7.137,6.917,6.836,6.302,5.95
0-211.txt_287,43.188,21.385,15.035,12.109,10.174,9.521,9.436,8.776,8.071,7.501,7.37,6.883,6.557,6.216,6.126,6.083,5.928,5.583,5.508,4.893
0-211.txt_289,15.936,9.443,5.895,5.051,4.936,3.943,3.495,3.414,3.161,2.841,2.72,2.558,2.341,2.229,2.186,2.104,1.977,1.83,1.697,1.543
0-211.txt_291,29.862,14.136,11.608,8.231,6.546,5.268,5.019,3.416,3.246,2.025,1.651,1.312,0.996,0.72,0.458,0.31,0.277,0.202,0.139,0.002
0-211.txt_293,19.469,10.796,6.838,5.952,4.839,4.328,3.888,3.697,3.457,3.342,3.218,2.981,2.726,2.622,2.424,2.106,2.01,1.94,1.705,1.653
0-211.txt_295,19.009,9.8,6.625,5.697,5.465,4.656,4.343,4.041,3.583,3.542,3.388,3.054,2.899,2.761,2.6,2.284,2.277,2.16,1.922,1.673
0-211.txt_297,19.162,9.757,6.561,5.149,4.59,4.027,3.44,2.647,2.555,2.504,2.272,2.112,1.865,1.773,1.599,1.373,1.313,1.282,1.26,1.037
0-211.txt_299,34.001,19.312,11.807,9.565,7.448,6.79,6.068,4.87,4.492,4.048,3.745,3.221,2.592,2.273,1.957,1.898,1.743,1.699,1.484,1.297
0-211.txt_301,20.093,10.367,7.913,6.437,5.044,4.493,4.195,4.036,3.917,3.7,3.562,3.368,3.093,3.026,2.93,2.667,2.484,2.268,2.029,1.479
0-211.txt_303,16.397,9.358,5.874,4.979,4.757,4.05,3.654,3.619,3.191,2.943,2.646,2.493,2.454,2.372,2.308,2.162,2.096,1.885,1.778,1.588
0-211.txt_305,34.17,20.115,10.932,8.92,7.946,7.111,7.009,6.36,6.064,5.615,5.457,5.277,4.855,4.628,4.427,4.209,4.093,3.765,3.566,3.211
0-211.txt_307,23.037,14.858,9.568,7.395,5.168,4.091,3.603,2.871,2.492,1.721,1.473,1.424,1.099,1.059,0.879,0.805,0.782,0.652,0.618,0.548
0-211.txt_309,16.879,9.79,5.434,4.951,4.6,4.25,4.132,3.789,3.485,3.391,3.218,3.129,2.85,2.817,2.549,2.513,2.445,2.084,1.809,1.77
0-211.txt_311,15.622,8.916,5.654,5.093,3.756,3.266,3.084,2.75,2.36,2.251,2.001,1.866,1.709,1.654,1.426,1.296,1.217,1.023,0.941,0.865
