#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0-211.txt_21,-0.6871,-0.9798,-1.2552,-0.9386,-2.5591,-0.7799,-0.9753,0.229,-1.6295,-2.2283,-2.0314,-0.735,-1.8728,-2.5509,0.2021,-0.5696,-1.1744,-3.2769,-2.628,-1.8376
0-211.txt_23,-0.6034,-1.3799,-0.838,-1.0447,-1.7263,-0.7542,-0.838,-1.4469,-1.4078,-1.3296,-1.3184,-0.7877,-0.9665,-1.3855,-1.6927,-0.2849,-0.1229,-2.2737,-1.1844,-1.1285
0-211.txt_25,-0.3727,-1.2052,-0.5625,-0.8441,-2.5332,-0.4761,-0.3634,-1.5231,-1.5432,-1.436,-1.5309,-0.2284,-1.3326,-2.0525,-1.348,-0.2114,-0.0216,-2.7569,-1.5463,-0.9931
0-211.txt_27,-0.4815,-1.8827,-1.6512,-1.6451,-2.4537,-1.6049,-1.4321,-1.4043,-1.4907,-0.9969,-1.25,-1.1049,-1.0247,-1.7716,-1.8765,-1.0062,-0.9506,-2.8889,-1.8302,-0.4444
0-211.txt_29,-0.9617,-1.1095,-0.8394,-1.5602,-1.7974,-0.8266,-1.0949,-1.7792,-1.2646,-1.2062,-0.4562,-1.208,-1.2062,-1.2427,-1.5894,-0.219,-0.7391,-2.3248,-1.6004,-1.0328
0-211.txt_31,-0.5944,-1.0864,-0.2793,-0.8511,-3.4641,-0.5997,-1.2434,-0.9109,-1.6755,-1.4548,-1.4069,-1.0093,-1.6902,-1.5,-1.8364,-0.1383,-0.0346,-2.1928,-0.6489,-1.2633
0-211.txt_33,-0.9105,-1.1749,-1.0519,-1.3293,-2.0137,-0.7208,-0.7704,-2.094,-1.2496,-1.0866,-0.9783,-0.8872,-0.9259,-1.4439,-1.7801,-0.5185,-0.7407,-2.7066,-1.2536,-1.0621
0-211.txt_35,-1.1284,-0.9174,-1.1697,-1.5688,-3.0183,-1.133,-1.0046,-2.5183,-1.0229,-1.4908,-1.289,-0.8578,-1.422,-1.5734,-2.0596,-1.5505,-1.4541,-2.5046,-1.5413,-1.5138
0-211.txt_37,-0.5556,-1.009,-0.3682,-0.8811,-3.4367,-0.5711,-1.2183,-0.9548,-1.6124,-1.4987,-1.4186,-0.9858,-1.6796,-1.5943,-1.8837,-0.1473,-0.1047,-2.3773,-0.7649,-1.3075
0-211.txt_39,-0.2597,-1.0519,-1.5431,-1.706,-2.2066,-1.0401,-1.307,-1.6163,-1.5171,-0.9622,-0.7119,-1.2243,-0.7355,-1.353,-1.5218,-0.7226,-0.7603,-2.0366,-1.4156,-0.83
0-211.txt_41,-0.7344,-0.9422,-1.1766,-1.3562,-2.5141,-0.7344,-0.8828,-2.0609,-1.5047,-0.9469,-0.7844,-0.7562,-1.1562,-1.6359,-1.9953,-0.7,-0.8875,-3.0141,-1.4875,-1.0297
0-211.txt_43,-1.6457,-1.7559,-1.2205,-1.5433,-2.9764,-1.1969,-0.7874,-2.3071,-1.9843,-1.4252,-1.9213,-0.3701,-1.4094,-2.1181,-3.126,-1.0157,-0.3622,-3.1339,-2.0079,-0.9134
0-211.txt_45,-0.3509,-1.4503,-0.9123,-1.345,-2.3684,-0.9708,-1.2456,-1.1111,-1.4971,-1.4035,-1.6082,-0.9708,-1.0702,-1.462,-2.1462,-0.1404,-0.4327,-2.2573,-1.0234,-0.8596
0-211.txt_47,-0.7149,-1.0537,-0.6715,-1.2087,-2.4463,-0.9525,-1.1116,-1.1198,-1.3967,-1.3864,-1.1446,-0.845,-1.2293,-1.2975,-1.7748,-0.2314,-0.4401,-2.1612,-1.0909,-1.0682
0-211.txt_49,-0.6316,-1.2684,-0.8579,-0.9526,-2.0263,-0.6684,-0.6842,-1.5316,-1.4158,-1.4737,-1.4895,-0.4526,-1.3053,-1.4895,-1.6789,-0.3421,-0.1579,-2.6789,-0.9789,-1.1368
0-211.txt_51,-0.2388,-1.2976,-0.654,-0.8339,-1.7024,-0.8478,-0.8131,-0.8131,-1.3114,-1.2042,-1.3806,-1.128,-0.9723,-1.2803,-1.8028,-0.0934,-0.3599,-2.1315,-1.0761,-0.8339
0-211.txt_53,-0.2544,-1.5703,-1.5074,-1.8447,-2.0723,-1.3548,-1.3293,-1.7149,-1.9277,-0.4699,-0.755,-1.249,-0.7938,-1.4485,-2.3159,-0.6667,-0.581,-3.0509,-2.0067,-0.3668
0-211.txt_55,-0.8363,-0.8811,-0.9808,-1.1049,-2.1739,-0.5064,-0.4962,-1.5742,-1.4488,-1.5985,-1.445,-0.413,-1.3171,-2.1905,-1.3696,-0.3657,-0.6407,-2.9194,-1.9373,-1.2084
0-211.txt_57,-1.2283,-1.2184,-1.3127,-1.3772,-2.6352,-1.0025,-0.7593,-2.2308,-1.5211,-1.2953,-1.1315,-0.66,-1.2208,-1.6104,-1.9206,-0.9082,-0.9032,-2.6551,-1.2109,-1.0496
0-211.txt_59,-0.8579,-1.0645,-1.145,-1.4243,-2.3354,-0.8544,-0.951,-1.9543,-1.3454,-1.2413,-1.3013,-0.711,-0.9475,-1.7275,-2.0292,-0.6786,-0.6666,-2.999,-1.5313,-1.0276
0-211.txt_61,-0.6224,-1.1121,-0.708,-1.1534,-2.177,-0.7345,-0.823,-1.2478,-1.3923,-1.4425,-1.5516,-0.944,-1.1534,-1.705,-1.7375,-0.4366,-0.7699,-2.5664,-1.4572,-1.1357
0-211.txt_63,-0.9592,-1.0272,-1.435,-1.7709,-2.4155,-1.1553,-1.3728,-2.0641,-1.0388,-0.9553,-0.5689,-1.2078,-0.5301,-0.9223,-1.8447,-0.932,-0.9204,-2.3515,-1.4835,-0.9476
0-211.txt_65,-0.5135,-1.3784,-0.773,-0.9297,-2.0054,-0.8378,-0.8216,-1.3838,-1.3946,-1.4973,-1.4054,-0.4378,-1.2649,-1.6,-1.8432,-0.2216,-0.1676,-2.5459,-1.0973,-1.2162
0-211.txt_67,-0.8926,-2.4556,-2.463,-3.2444,-2.8296,-2.3259,-2.7926,-1.8704,-2.5185,-0.2852,-0.6519,-2.5222,-0.9815,-0.1296,-2.6,-1.5852,-1.6296,-1.5852,-1.0741,-0.9185
0-211.txt_69,-0.4803,-1.3092,-0.875,-1.375,-1.875,-0.9342,-1.0789,-1.5,-1.5395,-1.2434,-1.2566,-1.0592,-0.9276,-1.7434,-2.0592,-0.3684,0.0789,-2.2303,-1.3487,-0.9342
0-211.txt_71,-0.6109,-2.0243,-2.1307,-3.1064,-0.4985,-2.1003,-2.7204,-2.2523,-1.6626,-0.465,-0.2766,-2.31,-0.3222,-0.3283,-2.3587,-0.6565,-0.4863,-1.8845,-1.1581,-0.2584
0-211.txt_73,-0.3643,-1.8216,-1.7761,-2.1252,-2.1803,-1.4744,-1.649,-1.6641,-1.7799,-0.0873,-0.1841,-1.5977,-0.315,-0.7932,-1.8975,-0.8596,-0.6338,-2.1935,-1.3416,-0.1499
0-211.txt_75,-0.6972,-1.6167,-1.8778,-1.9639,-2.8722,-1.4361,-1.4139,-1.8611,-1.9222,-1.7222,-1.6,-1.4111,-1.6667,-2.2583,-2.4083,-1.3333,-1.0861,-3.3722,-2.275,-1.2889
0-211.txt_77,-0.6072,-1.0095,-0.8397,-1.1954,-2.2837,-0.6584,-0.7571,-1.7239,-1.2932,-1.3178,-1.2704,-0.74,-1.0398,-1.6679,-1.5882,-0.3074,-0.5996,-2.5769,-1.4573,-1.0731
0-211.txt_79,-0.6574,-0.9501,-0.7029,-1.0166,-1.6785,-0.6497,-0.6175,-1.6486,-0.8237,-1.2528,-1.0831,-0.6907,-1.1552,-1.8725,-1.6297,-0.5211,-0.7616,-2.7029,-1.4357,-1.1408
0-211.txt_81,-0.5764,-1.7153,-1.4896,-1.6389,-3.0451,-1.309,-1.0174,-2.0521,-1.809,-0.6979,-1.1285,-0.9757,-1.4861,-1.7604,-2.5556,-0.816,-0.941,-3.5139,-1.6736,-0.8993
0-211.txt_83,0.0362,-0.9321,-1.4118,-1.1176,-2.0633,-1.2919,-0.776,-1.1833,-0.9661,-0.8824,-0.9299,-1.1538,-0.776,-1.6855,-1.5973,-0.9751,-0.6471,-2.733,-1.629,-0.7353
0-211.txt_85,-0.7507,-1.5371,-1.128,-1.4857,-1.77,-1.1824,-1.3081,-1.8603,-1.6055,-1.1715,-1.1537,-1.0598,-1.0359,-1.4032,-1.9825,-0.6436,-0.6221,-2.6282,-1.257,-0.6731
0-211.txt_87,-0.7303,-2.0169,-1.4438,-1.3933,-2.9438,-1.4326,-1.2978,-1.9382,-1.9326,-1.2528,-1.3708,-0.9775,-1.6348,-1.9494,-1.9494,-1.1236,-1,-3.3933,-1.9101,-0.9101
0-211.txt_89,-0.704,-1.044,-0.536,-0.976,-1.6,-0.548,-0.588,-1.668,-0.872,-1.168,-1.152,-0.728,-0.724,-1.34,-1.724,-0.272,-0.308,-2.196,-0.888,-0.9
0-211.txt_91,-0.697,-1.2909,-0.7636,-1.097,-1.8667,-0.7333,-0.6727,-1.497,-1.3697,-1.5212,-1.5697,-0.3333,-1.297,-1.6424,-1.6364,-0.3212,-0.1879,-2.5394,-1.1818,-1.1939
0-211.txt_93,-0.0668,-1.6544,-1.8203,-2.1221,-1.9608,-1.3917,-1.7281,-1.4562,-1.9355,-0.5783,-0.4585,-1.4355,-0.5806,-1.3134,-1.6682,-0.7051,-0.6521,-2.2765,-1.5323,-0.4078
0-211.txt_95,-0.8333,-1.3646,-0.5573,-1.2396,-2.1719,-0.8177,-0.776,-1.8125,-1.5625,-1.3281,-1.3906,-0.7292,-1.1927,-1.3854,-1.6615,-0.3906,-0.3438,-2.3958,-1.099,-1.1354
0-211.txt_97,-0.6617,-1.2528,-0.4758,-0.6989,-2.3234,-0.5613,-0.119,-1.3829,-1.3086,-1.6208,-1.7584,-0.3941,-1.4647,-1.777,-1.632,-0.316,-0.4535,-2.5688,-1.3606,-1.1413
0-211.txt_99,-0.4969,-1.2043,-1.4551,-1.5464,-2.1594,-1.1347,-1.1563,-1.6517,-1.3762,-1.0201,-1.0062,-1.2198,-1.1424,-1.531,-1.7399,-0.8421,-0.7399,-2.4644,-1.5015,-0.8204
0-211.txt_101,-0.6474,-0.9162,-1.7704,-1.6072,-3.0294,-0.9543,-0.9728,-2.2709,-1.5919,-1.7682,-1.2046,-1.469,-1.4755,-2.3417,-2.3177,-1.1393,-1.0925,-3.2285,-2.1458,-1.432
0-211.txt_103,-1.5839,-1.5839,-1.2263,-1.4015,-2.8832,-0.9708,-0.635,-2.1898,-1.8759,-1.3723,-1.9635,-0.3431,-1.4234,-2.0146,-2.854,-0.8686,-0.3723,-3.1752,-1.854,-0.9197
0-211.txt_105,-0.4588,-1.3608,-2.3454,-2.1701,-2.5361,-1.3144,-1.4742,-2.4742,-1.8866,-1.8505,-1.5052,-1.8093,-1.8608,-2.5722,-2.8557,-1.2835,-1.4639,-3.3299,-2.5,-1.366
0-211.txt_107,-0.4907,-1.5762,-1.3234,-1.9442,-2.5911,-1.4981,-1.881,-1.145,-1.9442,-1.8848,-1.974,-1.4201,-1.5428,-2.1004,-2.026,-0.6691,-0.8253,-2.8141,-1.8885,-1.3606
0-211.txt_109,-1.0887,-1.3891,-1.3072,-1.4573,-2.314,-1.0205,-1.2389,-2.1058,-1.6143,-0.9249,-0.8771,-1.2048,-1.0171,-1.5222,-1.3447,-0.7509,-0.8362,-2.4846,-1.5017,-0.9078
0-211.txt_111,-0.4305,-1.2646,-1.4484,-1.5471,-2.2601,-1.0493,-0.9686,-2.1614,-1.2108,-1.3812,-0.8744,-0.6457,-0.9238,-1.1928,-1.6637,-1.1525,-1.0628,-2.2466,-1.0179,-1.1256
0-211.txt_113,-1.0038,-0.8601,-1.0413,-1.4131,-1.216,-0.5671,-0.815,-1.7531,-0.846,-1.2347,-0.3099,-0.9164,-0.9775,-1.2338,-1.5268,-0.3878,-0.8366,-2.2451,-1.7239,-1.0789
0-211.txt_115,-0.5291,-0.6852,-0.9524,-0.9841,-2.045,-0.2566,-0.3862,-1.4021,-0.9101,-1.6455,-1.2328,-0.627,-1.0635,-2.0608,-0.6429,-0.0608,-0.5503,-2.8148,-1.5582,-1.3386
0-211.txt_117,-0.7548,-1.1634,-1.4946,-1.3634,-2.9462,-1.1806,-0.8366,-2.3269,-1.357,-1.2366,-1.2645,-0.9548,-1.271,-1.7312,-2.086,-1.2731,-1.3462,-2.671,-1.557,-1.4215
0-211.txt_119,-0.6867,-1.2048,-0.6867,-0.9639,-1.9578,-0.8313,-0.8012,-1.4759,-1.3313,-1.5181,-1.5663,-0.5181,-1.1687,-1.5904,-1.6024,-0.4217,-0.1084,-2.5422,-1.1386,-1.1446
0-211.txt_121,-1.3077,-1.1282,-1.8654,-2.2692,-0.6474,-1.1026,-1.4487,-2.6987,-1.5064,-1.6667,-0.9359,-1.3333,-1.9936,-1.8141,-2.6923,-1.3077,-1.1218,-3.109,-1.3654,-1.4167
0-211.txt_123,-0.1117,-2.2405,-1.803,-2.5739,-1.714,-1.6042,-2.2235,-0.8769,-2.4489,-0.1117,-0.2216,-2.0227,-0.2557,-0.2197,-1.786,-0.3011,-0.5492,-1.7595,-1.0966,-0.3182
0-211.txt_125,-1.5556,-1.6296,-1.1407,-1.437,-2.8667,-1.1333,-0.6815,-2.2222,-1.8889,-1.4593,-1.9111,-0.363,-1.3556,-2.0222,-2.9185,-0.9852,-0.3556,-3.1407,-1.9556,-0.8963
0-211.txt_127,-1.5455,-1.7727,-1.1439,-1.4394,-2.9394,-1.1364,-0.7197,-2.1591,-1.9167,-1.447,-1.8939,-0.447,-1.447,-1.9545,-3.0076,-0.9394,-0.3258,-3.0682,-1.9167,-0.8636
0-211.txt_129,-0.9012,-1.1075,-0.6724,-1.2322,-2.7851,-0.9411,-1.1023,-1.4038,-1.513,-1.3882,-1.2894,-0.844,-1.2981,-1.4887,-2.0971,-0.4558,-0.6222,-2.5338,-1.104,-1.234
0-211.txt_131,-0.6951,-1.1217,-0.8811,-1.2797,-2.0503,-0.7203,-0.8364,-1.6378,-1.2014,-1.2364,-1.2406,-0.9371,-0.8531,-1.7706,-1.7077,-0.414,-0.3692,-2.6629,-1.3902,-1.0378
0-211.txt_133,-0.7569,-1.1805,-1.6416,-1.6416,-2.7218,-1.1078,-1.1805,-2.2005,-1.4737,-1.5213,-1.2506,-1.2632,-1.2732,-1.7318,-2.3158,-1.1303,-1.0777,-2.8371,-1.6065,-1.3634
0-211.txt_135,-0.7394,-1.1568,-1.3284,-1.4047,-2.8178,-0.9534,-0.6864,-2.0042,-1.5339,-1.0784,-1.0614,-0.8602,-1.1801,-1.5106,-2.1335,-1.0403,-0.9555,-3.072,-1.6059,-0.9915
0-211.txt_137,-0.6078,-1.0241,-0.819,-1.1719,-1.8341,-0.5928,-0.5807,-1.7541,-1.1735,-1.0196,-1.0121,-0.6697,-0.6275,-1.3167,-1.5641,-0.2911,-0.5113,-2.3394,-1.1176,-0.8296
0-211.txt_139,-0.1259,-1.3102,-1.2719,-1.3777,-2.2536,-0.8814,-1.1442,-1.365,-1.4142,-0.9872,-1.0766,-1.2026,-1.031,-1.7518,-1.4763,-0.75,-0.7208,-2.688,-1.5821,-0.6642
0-211.txt_141,-1.1776,-0.5467,-1.5514,-2.0888,-2.5421,-0.743,-1.1869,-1.9299,-1.1682,-1.785,-1.7103,-0.8411,-1.3505,-2.1916,-1.9907,-0.9299,-0.9579,-2.1449,-1.4533,-1.4907
0-211.txt_143,-1.5789,-1.7519,-1.1955,-1.5338,-2.9323,-1.1203,-0.7594,-2.2782,-1.9624,-1.4737,-1.9699,-0.406,-1.4511,-2.1429,-3.0451,-0.9925,-0.3534,-3.218,-1.9925,-0.8872
0-211.txt_145,0.0128,-1.0527,-1.3594,-1.1502,-2.738,-0.8275,-1.0942,-0.9936,-2.0112,-1.5383,-1.2812,-1.5192,-1.4585,-2.2396,-1.0815,-0.2891,-0.3339,-2.7316,-1.9808,-0.5799
0-211.txt_147,-0.7359,-1.2214,-1.2472,-1.5055,-2.3368,-0.8678,-1.0255,-1.7043,-1.4895,-0.9864,-0.7565,-1.1039,-0.8259,-1.2168,-1.6296,-0.6127,-0.7565,-2.4595,-1.4591,-0.8682
0-211.txt_149,-1.0141,-1,-1.2113,-1.5822,-3.0141,-1.1033,-1.0282,-2.4836,-1.0469,-1.507,-1.2019,-0.9343,-1.4507,-1.507,-2.1831,-1.4131,-1.4178,-2.5775,-1.5728,-1.5164
0-211.txt_151,-0.2036,-2.3892,-1.6453,-2.2644,-3.069,-1.6371,-1.9245,-1.1954,-2.3021,-0.2332,-0.8177,-1.4532,-0.6404,-1.1872,-2.0197,-0.9984,-0.7734,-3.0411,-1.9409,-0.4877
0-211.txt_153,0.0335,-1.1004,-1.1088,-1.2239,-2.3888,-0.1932,-0.645,-1.0084,-1.4378,-1.9693,-1.7108,-0.7466,-1.4661,-2.5008,1.0291,0.4753,0.096,-3.0315,-2.0737,-1.1331
0-211.txt_155,-0.1266,-0.5444,-0.648,-0.9194,-1.2714,-0.0789,-0.0477,-1.7944,-0.5296,-1.2155,-0.6086,-0.1283,-0.6941,-1.4441,-2.0592,-0.7072,-1.0954,-2.0148,-0.4984,-1.3668
0-211.txt_157,-1.5412,-1.3647,-1.5294,-2.1294,-1.7059,-1.4353,-2.0471,-2.3412,-1.3176,-1.8824,-1.7294,-1.0706,-1.5647,-1.9882,-2.7765,-0.5882,-0.5059,-2.7412,-1.7412,-1.5529
0-211.txt_159,-0.3193,-1.494,-1.4458,-1.6024,-1.3133,-1.0964,-1.2952,-1.0602,-1.7651,-1.9578,-1.4819,-1.5542,-1.4096,-2.3675,-1.3675,-0.3434,-0.9518,-3.1024,-2.1747,-1.5422
0-211.txt_161,-0.4609,-1.1565,-1.113,-1.3652,-2.0696,-0.7043,-0.7739,-1.7913,-1.4087,-0.7043,-0.9217,-0.6261,-0.6174,-1.687,-1.6087,-0.8,-0.5391,-2.6783,-1.6,-0.5826
0-211.txt_163,-0.5376,-1.6372,-0.6704,-1.0155,-2.8075,-0.9912,-1.1925,-0.9513,-1.6925,-1.7124,-1.6615,-1.1239,-1.2124,-1.4867,-2.1726,-0.4912,-0.6726,-1.9801,-1.1903,-1.4403
0-211.txt_165,-0.2941,-1.1457,-0.7339,-1.2017,-2.3838,-0.507,-0.7507,-1.3585,-1.2465,-1.6303,-1.4314,-0.8179,-1.1148,-1.8599,-0.8992,-0.0476,-0.3473,-2.6078,-1.6751,-1.2045
0-211.txt_167,-0.6238,-1.1436,-0.7277,-1.0248,-1.7921,-0.5347,-0.797,-1.3861,-1.3465,-1.1832,-1.4356,-0.6139,-1.1139,-1.396,-1.5693,-0.2277,-0.1337,-2.3317,-1.099,-1.0644
0-211.txt_169,-0.4868,-1.0757,-1.6711,-1.273,-2.8388,0.023,-0.6217,-0.5493,-1.8618,-2.4375,-1.9112,-0.6579,-1.7237,-3.0099,1.0428,-0.2401,-0.5395,-3.3816,-2.4112,-1.7632
0-211.txt_171,-0.6767,-0.8922,-1.1971,-1.3906,-2.134,-0.7178,-0.6927,-1.6693,-1.4261,-1.0369,-0.8812,-0.8961,-0.7384,-1.2173,-1.4895,-0.3325,-0.6147,-2.4658,-1.3726,-0.9575
0-211.txt_173,-1.226,-1.4068,-1.209,-1.5424,-2.6441,-0.8814,-0.7627,-2.1412,-1.8757,-1.3446,-1.6102,-0.3559,-1.0113,-1.9718,-2.6045,-0.774,-0.2542,-2.887,-1.8983,-0.7571
0-211.txt_175,-0.4675,-1.4903,-0.9286,-1.5844,-2.4838,-0.9351,-1.3377,-1.3312,-1.5747,-1.4903,-1.1818,-1.039,-1.1753,-1.5714,-1.9123,-0.2955,-0.2273,-2.7532,-1.5844,-1.0032
0-211.txt_177,-1.1325,-0.5451,-0.2237,-0.375,1.766,-0.2641,-0.6391,-0.3778,0.4765,-1.5432,-1.625,-1.0912,-1.2622,-1.1165,-0.343,-0.3045,-0.4859,-1.4483,-0.828,-1.2209
0-211.txt_179,-0.9804,-1.0554,-0.6432,-1.2581,-2.0723,-0.7081,-0.9257,-1.5845,-0.8878,-1.6912,-1.477,-0.8405,-1.3757,-1.3466,-1.8061,-0.3047,-0.6459,-2.1223,-1.0838,-1.4284
0-211.txt_181,-0.6746,-1.2485,-0.716,-1.0592,-1.7456,-0.7101,-0.6627,-1.5621,-1.2959,-1.4556,-1.4497,-0.6686,-1.0651,-1.5089,-1.6686,-0.3669,-0.355,-2.3491,-1.1302,-1.1302
0-211.txt_183,-0.4341,-1.1938,-0.845,-1.6124,-1.6977,-0.969,-1.0853,-1.4419,-1.0698,-0.9612,-1.1395,-0.8837,-0.8372,-1.3178,-1.4574,-0.3488,-0.4186,-2.1473,-0.907,-0.6279
0-211.txt_185,-0.8359,-1.3744,-0.6974,-1.1641,-2.2154,-0.8205,-0.6872,-1.6769,-1.4667,-1.2974,-1.2872,-0.3795,-1.3282,-1.4513,-1.8205,-0.4974,-0.3128,-2.7179,-1.2615,-1.1487
0-211.txt_187,-1.0415,-0.9936,-1.0192,-1.0543,-1.5527,-0.7125,-0.4473,-2.0415,-1.2077,-1.6518,-1.4185,-0.5942,-1.2843,-2.0671,-1.3898,-0.3323,-0.9201,-3.2013,-1.8498,-1.2428
0-211.txt_189,-0.6581,-1.0588,-1.1581,-1.5257,-1.9743,-0.5956,-0.7243,-1.4669,-1.4559,-1.2831,-1.1801,-0.7757,-0.8272,-1.6654,-1.3419,-0.5294,-0.489,-2.1985,-1.2978,-1.0257
0-211.txt_191,-0.3105,-1.4729,-0.6467,-0.9459,-2.8661,-0.8348,-1.1197,-0.5385,-1.6353,-1.7436,-1.5954,-0.8262,-1.4929,-1.5413,-2.3105,-0.4046,-0.6182,-2.5328,-1.0655,-1.1481
0-211.txt_193,-0.7437,-1.1457,-0.505,-1.1231,-2.0151,-0.7462,-0.9271,-1.309,-1.1608,-1.3266,-1.4422,-0.7714,-0.9774,-1.6181,-1.7789,-0.3894,-0.4849,-2.2965,-1.2814,-1.093
0-211.txt_195,-0.7262,-1.3651,-0.5397,-0.4782,-2.9325,-0.9226,-1.0794,-0.8929,-1.2738,-1.6865,-1.6528,-1.1052,-1.6548,-1.6012,-1.9385,-0.3909,-0.5456,-2.623,-1.244,-1.4782
0-211.txt_197,-0.2946,-1.2378,-0.6919,-1.2243,-2.8784,-0.8054,-1.0595,-1.2108,-1.7405,-1.4757,-1.5,-0.8676,-1.4405,-1.7459,-1.8865,-0.627,-0.6919,-2.7432,-1.427,-1.0946
0-211.txt_199,-0.4722,-1.0769,-1.0299,-1.4551,-2.5427,-0.9103,-0.9487,-1.6944,-1.4423,-0.7479,-0.9573,-0.6325,-1.3184,-1.4829,-1.8483,-0.7393,-0.8568,-2.9209,-1.4103,-0.8526
0-211.txt_201,-0.5698,-0.7946,-1.0039,-1.0078,-2.2984,-0.5504,-0.5039,-1.4225,-1.4031,-1.655,-1.5543,-0.0194,-1.1667,-2.0155,-1.8721,-0.3333,-0.7054,-2.6085,-1.7209,-1.2868
0-211.txt_203,-1.2895,-1.6842,-1.2697,-1.5724,-2.6447,-1.0658,-0.7368,-2.1842,-1.7961,-1.2434,-1.6382,-0.4408,-1.2303,-1.7961,-2.8289,-0.8487,-0.375,-2.9539,-1.7961,-0.7434
0-211.txt_205,-0.0273,-2.3354,-1.9203,-3.0461,-1.7107,-1.7275,-2.717,-0.8742,-2.4822,0.1803,0.0566,-2.3438,0.2956,0.1342,-2.0398,-0.2998,-0.4067,-1.327,-1.0335,-0.0587
0-211.txt_207,-0.6922,-0.8751,-1.0355,-1.1434,-2.6164,-0.776,-0.5649,-1.8622,-1.3892,-1.3691,-1.2168,-0.5979,-1.1539,-1.618,-1.5101,-0.1467,-0.6221,-2.8018,-1.618,-1.1305
0-211.txt_209,-0.5267,-0.0016,-0.4301,-0.593,-1.8161,0.9794,1.0364,-2.2389,-0.4644,-1.2546,-0.595,0.6063,-0.439,-2.1059,-2.2963,-0.3351,-0.6079,-2.5521,-1.7357,-1.2846
0-211.txt_211,-1.5038,-1.7068,-1.1955,-1.4436,-2.8872,-1.0902,-0.7519,-2.1278,-1.9173,-1.4436,-1.9398,-0.4211,-1.4436,-2.0902,-2.9699,-0.9474,-0.3233,-3.1429,-1.9925,-0.8722
0-211.txt_213,-0.6765,-1.16,-1.4141,-1.46,-2.8906,-0.9282,-0.8459,-2.0847,-1.6341,-1.18,-1.0718,-0.6129,-1.3435,-1.8482,-2.1447,-1.0259,-1.04,-2.9188,-1.6906,-1.2824
0-211.txt_215,-0.8086,-1.3333,-0.9012,-1.0309,-1.9321,-0.8519,-0.7037,-1.4691,-1.5,-1.4321,-1.4383,-0.5062,-1.2469,-1.4383,-1.8457,-0.4691,-0.2531,-2.6296,-1.1296,-1.2901
0-211.txt_217,-0.0286,-1.1304,-1.5355,-1.4214,-2.4124,-1.0294,-0.9975,-1.3468,-1.5627,-1.3036,-1.1763,-1.2229,-1.2002,-2.0036,-1.5904,-0.5643,-0.6613,-2.9114,-1.9574,-0.7825
