#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1-212.txt_41,-0.6364,-1.017,-0.9148,-1.2159,-1.6591,-0.608,-0.7386,-1.5227,-1.1875,-1.3864,-1.3239,-0.6307,-0.9489,-1.4716,-1.5398,-0.392,-0.5284,-2.0795,-0.9716,-1.0511,4.0571,7.3257,6.5371,14.0057,11.1314,6.6,9.4743,11.8114,6.16,9.2571,8.1257,7.6114,4.6457,11.3886,8.88,4.8229,5.92,11.64,13.9886,7.1714
1-212.txt_43,-1.0749,-1.3904,-1.2513,-1.5027,-2.8075,-1.0267,-0.8396,-2.107,-1.615,-1.2086,-1.0481,-0.8235,-1.123,-1.2674,-2.0374,-0.9733,-0.6203,-3.0535,-1.4813,-0.754,7.3871,11.5,12.328,13.6344,15.7742,10.914,13.8333,14.2043,13.1935,12.8656,12.7796,13.9624,13.5914,18.1075,10.5645,7.9839,11.3172,16.9194,14.5484,11.0914
1-212.txt_45,-0.8557,-1.408,-0.801,-1.2587,-2.3632,-1.0448,-0.9652,-1.6567,-1.5323,-1.5274,-1.5771,-0.8905,-1.3881,-1.6368,-1.6716,-0.5721,-0.5075,-2.408,-1.2289,-1.01,8.125,10.01,13.28,13.795,14.725,8.375,10.09,11.26,9.06,10.89,10.38,11.995,8.88,16.695,14.17,7.965,9.315,17.025,18.18,10.52
1-212.txt_47,-1.1711,-1.3529,-1.3102,-1.4866,-3.2139,-0.9198,-0.7594,-2.3316,-1.5294,-1.3529,-1.2674,-0.9733,-1.2567,-1.5829,-2.1711,-0.9358,-0.5615,-3.1123,-1.6203,-1.0214,6.9086,13.0538,11.0269,13.3817,13.9892,13.0323,15.043,14.8387,15.5645,12.8065,15.1022,13.3602,14.2849,19.8763,14.1183,8.3548,12.0968,20.4247,15.3817,11.1344
1-212.txt_49,-0.5751,-1.171,-1.0984,-1.4041,-1.772,-0.6788,-0.9326,-1.6788,-1.3523,-1.2383,-1.3368,-0.6632,-0.6943,-1.5648,-1.6736,-0.5181,-0.4767,-2.3834,-1.2798,-0.8497,5.7708,8.9323,8.3958,12.4688,11.8906,6.1719,8.5052,9.7031,7.6406,10.2708,10.5365,10.5625,8.0156,12.5052,9.6667,6.6667,4.75,11.5781,8.349,8.7135
1-212.txt_51,-0.9344,-1.612,-0.8197,-1.3443,-2.5027,-1.1311,-1.2295,-1.9454,-1.9399,-1.5301,-1.4809,-0.918,-1.5137,-1.3224,-2.1639,-0.6612,-0.5519,-2.7978,-1.0492,-0.9836,7.9505,10.3736,14.3901,16.9451,15.8956,9.3407,12.3242,13.4725,10.033,12.0824,12.1429,10.9286,10.5824,21.1484,12.0769,9.478,10.0769,18.4615,23.022,11.1923
1-212.txt_53,-0.5799,-1.1065,-0.7396,-1.0118,-1.8639,-0.3905,-0.6154,-1.3491,-1.3077,-1.5799,-1.3964,-0.5207,-1.0237,-1.9112,-1.4852,-0.2367,-0.1953,-2.3136,-1.4793,-1.2485,4.8571,6.4643,8.7857,12.619,10.3988,8.3333,9.494,11.5,6.6964,8.2381,8.8571,9.3452,4.7024,9.2798,8.2976,5.869,8.0476,12.6131,7.5417,6.9107
1-212.txt_55,-0.4324,-1.1027,-0.4919,-1.2,-1.3946,-0.627,-0.8541,-1.2703,-1.227,-1.3135,-1.2324,-0.8919,-0.7838,-1.5676,-1.4595,-0.0108,-0.0216,-2.0162,-1.1135,-0.9243,4.788,4.3533,12.3207,8.2283,11.3913,5.75,7.7283,11.3696,5.2989,9.0761,8.6467,4.6793,4.7283,6.3098,8.3261,6.3859,8.8098,11.2065,11.0217,7.4185
1-212.txt_57,-0.8054,-1.3189,-1.0486,-1.3784,-1.6595,-0.6595,-0.9351,-1.6757,-1.2649,-1.3189,-1.2486,-0.9892,-0.8054,-1.6378,-1.827,-0.6649,-0.627,-2.2919,-1.1568,-1.0108,4.1087,6.5815,9.5924,11.0489,17.0489,7.4783,9.4674,10.4076,6.6793,10.4565,9.4728,7.9348,6.5652,9.9511,8.6087,6.087,4.8859,13.3641,9.4076,8.7446
1-212.txt_59,-1.0394,-1.202,-1.2167,-1.33,-2.7291,-0.8522,-0.6601,-2.0887,-1.5567,-1.2808,-1.1675,-0.8719,-1.133,-1.6059,-1.8867,-0.7241,-0.5222,-2.8818,-1.5911,-1.1034,5.8762,11.0891,11.302,13.698,11.9505,10.5248,12.6089,13.4703,11.3267,12.4901,12.9703,9.1535,9.0693,15.8911,14.8465,7.2772,8.6089,12.6436,12.7871,10.4505
1-212.txt_61,-1.0317,-1.1086,-1.3665,-1.3484,-2.7557,-0.8326,-0.6923,-2.0136,-1.5656,-1.4208,-1.3665,-0.6923,-1.2579,-1.7828,-1.7511,-0.8869,-0.7149,-3.1041,-1.7421,-1.0362,6.6682,12.5909,10.1045,13.9,13.65,11.8318,12.7818,12.0227,12.6773,13.4091,12.3773,12.2091,11.9,15.9909,13.3864,7.3909,9.4091,16.3409,13.1136,12.8364
1-212.txt_63,-0.5419,-0.803,-0.6749,-0.936,-1.8818,-0.4039,-0.5517,-1.2759,-1.3547,-1.5369,-1.4729,-0.3202,-1.0345,-1.8867,-1.6946,-0.1724,-0.1182,-2.2611,-1.3941,-1.0936,4.6535,7.8119,8.3663,12.0842,10.6535,7.6782,9.0297,10.9257,5.3861,7.9604,7.7624,9.9158,4.2772,8.2426,5.4554,5.8119,7.198,10.505,8.6485,7.4109
1-212.txt_65,-0.5774,-1.119,-0.8631,-0.9524,-1.9048,-0.5774,-0.6012,-1.4583,-1.3393,-1.5714,-1.4702,-0.6429,-0.9345,-1.881,-1.6845,-0.2321,-0.3631,-2.4405,-1.4583,-1.1786,6.503,6.7305,9.6467,17.3832,10.1018,7.7365,10.5629,9.8563,5.7904,9.018,10.0838,9.2515,6.1497,11.3353,8.6587,7.4431,6.5988,10.509,8.8623,9.1377
1-212.txt_67,-0.525,-1.075,-0.73,-0.975,-1.515,-0.66,-0.585,-1.45,-1.015,-1.37,-1.19,-0.78,-0.855,-1.44,-1.59,-0.145,-0.32,-2.18,-1.195,-1.11,4.5427,5.4975,7.5678,12.1256,11.5578,4.5578,9.7286,10.4673,11.005,9.0955,11.2663,5.9196,4.6382,9.0503,6.5276,5.2111,7.206,7.5427,8.1709,6.799
1-212.txt_69,-0.7961,-1.1631,-0.7811,-1.2489,-2.0987,-0.9592,-0.9614,-1.3798,-1.2146,-1.6137,-1.6094,-0.8369,-1.2403,-1.7189,-1.9142,-0.633,-0.8648,-2.176,-1.0601,-1.3219,6.3935,9.9527,11.3935,15.4194,19.8473,8.5935,9.9398,15.6452,10.4194,12.0452,9.5935,8.6839,8.8344,13.871,9.9269,6.5656,5.9591,20.1699,15.7742,9.8946
1-212.txt_71,-0.4022,-1.0598,-0.7174,-1.0761,-1.4674,-0.5652,-0.6576,-1.038,-1.2717,-1.4783,-1.4293,-0.7011,-0.8424,-1.6522,-1.4022,-0.125,-0.3641,-2.212,-1.3043,-1.0163,4.2514,6.3934,7.2186,8.9344,13.7158,7.071,10.2077,12.6393,5.459,8.388,7.4208,6.9891,4.9071,8.7432,7.5246,5.1749,6.1749,7.2787,9.918,7.3169
1-212.txt_73,-0.5654,-0.9486,-0.7897,-1.1262,-1.9065,-0.6869,-0.7383,-1.6869,-1.2757,-1.4953,-1.3785,-0.6215,-0.9112,-1.5654,-1.6729,-0.6355,-0.4673,-2.2103,-0.9533,-1.0935,6.3991,10.7559,10.1596,12.3568,11.5915,7.3005,9.6244,10.4225,6.892,9.8779,9.0094,9.1972,6.9577,12.831,9.8732,4.3709,6.6901,13.1033,16.6854,9.493
1-212.txt_75,-0.7322,-0.9874,-0.91,-1.2887,-1.9728,-0.6506,-0.5941,-1.7343,-1.2929,-1.4895,-1.4121,-0.6234,-0.9833,-1.6297,-1.546,-0.4916,-0.5418,-2.4142,-1.3138,-1.2113,5.2893,10.5702,11.1509,13.0797,11.7358,8.9308,13.2495,9.1195,6.7086,11.8113,10.3816,9.6604,5.6226,14.5891,10.6226,6.4675,4.4193,9.3354,7.7757,10.13
1-212.txt_77,-0.6552,-1.1921,-0.7685,-1.069,-1.9852,-0.5764,-0.6256,-1.6847,-1.1478,-1.5961,-1.4729,-0.4384,-1.0837,-1.3842,-1.8079,-0.5517,-0.5222,-2.1232,-0.7783,-1.1576,5.505,6.9554,10.0099,14.0891,11.1931,6.7129,10.0347,10.0347,7.4653,7.495,7.797,11.5149,5.005,16.3416,8.9851,5.1634,7.5446,13.495,19.3416,9.0842
1-212.txt_79,-0.5359,-1.3684,-0.756,-0.9282,-2,-0.5455,-0.555,-1.7177,-1.3349,-1.445,-1.3397,-0.5933,-1.0526,-1.5407,-1.866,-0.5598,-0.3493,-2.0383,-1.0335,-0.9569,6.8846,4.8413,10.5721,14.9375,8.6635,8.7019,9.9663,8.2452,6.024,8.5385,7.4327,9.8606,5.1298,13.3365,7.1971,4.8317,8.4327,16.5721,15.6538,10.0769
1-212.txt_81,-1.1461,-1.1685,-1.427,-1.573,-3.2416,-1.0506,-1.0506,-2.3427,-1.4944,-1.3539,-1.2022,-0.7865,-1.1517,-1.7079,-2.5899,-1.0843,-0.5674,-3.3764,-1.691,-0.9101,5.4407,13.096,13.2542,16.209,16.1073,13.0226,17.2881,13.3503,15.678,12.339,15.2373,14.5028,14.7062,22.0734,13.6215,8.8079,12.8644,18.0565,14.1977,10.7627
1-212.txt_83,-0.7474,-1.1474,-1.0947,-1.5211,-1.9632,-0.6211,-0.8316,-1.6737,-1.2105,-1.4684,-1.1895,-0.8789,-0.8,-1.5632,-1.3526,-0.5158,-0.4737,-2.3,-1.2474,-1.2632,3.7249,8.672,9.2804,10.3545,10.1746,9.1005,10.3598,10.5503,8.328,11.2593,12.1534,7.1005,8.4339,13.2328,14.1005,5.5132,5.7143,9.873,8.3439,8.8571
1-212.txt_85,-1.1385,-1.2359,-1.1846,-1.4923,-2.9897,-0.8564,-0.8154,-2.1692,-1.4615,-1.441,-1.2821,-0.6667,-1.2615,-1.4154,-2.0154,-0.9641,-0.6359,-3.3077,-1.5949,-0.9846,8.232,11.9691,12.6753,13.5619,15.6495,11.9175,15.3814,13.0515,13.8351,12.9639,14.3402,13.6907,13.6289,19.1289,15.9278,8.6289,10.0155,17.7165,13.5773,11.366
1-212.txt_87,-1.1889,-1.2833,-1.4333,-1.4778,-3.0722,-1.0556,-0.85,-2.2556,-1.6278,-1.3444,-1.1833,-0.8778,-1.1389,-1.5333,-2.2222,-0.9833,-0.6611,-3.2667,-1.8444,-1.0167,7.4804,13.2123,11.6089,14.7821,16.9497,13.3184,15.2905,14.8827,14.4581,15,15.0726,14.3464,14.6927,20.6369,14.1676,8.6145,11.419,18.0112,13.7933,11.648
1-212.txt_89,-0.8717,-1.5561,-0.9358,-1.3904,-2.492,-1.0963,-0.9893,-2.0214,-1.5936,-1.5615,-1.6471,-1,-1.4545,-1.2086,-1.9626,-0.4866,-0.5348,-2.6417,-1.0588,-1.0535,9.3065,9.5108,15.4409,15.2151,12.414,9.5108,12.6129,12.0538,10.3011,12.5376,11.6505,11.1022,9.5591,23.6828,13.0699,10.9086,9.0376,16.7688,21.7097,10.8925
1-212.txt_91,-0.9506,-1.5062,-0.6975,-1.5123,-2.6605,-1.1543,-0.963,-2.0494,-1.6852,-1.5,-1.5185,-0.7407,-1.3025,-1.3086,-1.9012,-0.6852,-0.537,-2.4321,-0.8148,-1.0185,5.9627,10.5217,13.795,14.6025,7.0497,8.4099,13.323,10.5031,9.323,14.5963,12.2112,14.2236,9.7391,20.3665,11.0807,8.5714,8.795,18.8137,21.3106,12.6025
1-212.txt_93,-0.7906,-1.4869,-0.6702,-1.2304,-2.2932,-1.0681,-0.9267,-1.6754,-1.6073,-1.4031,-1.5236,-0.8796,-1.3298,-1.3665,-1.5654,-0.6911,-0.5812,-2.5759,-0.9686,-0.9581,7.5474,8.6895,14.7579,13.9158,12.9895,7.6263,11.7421,10.3105,8.4,11.5684,10.7632,12.5158,8.6684,18.8632,12.7947,8.4632,9.0737,14.8368,19.7895,11.4789
1-212.txt_95,-0.4105,-1.0165,-1.1763,-1.3967,-2.1185,-0.8926,-0.9504,-1.281,-1.3691,-1.4022,-1.1818,-0.9284,-0.9559,-1.7741,-1.5675,-0.4711,-0.7163,-2.3251,-1.4876,-1.1708,7.0746,12.0276,7.8619,12.1077,7.5691,6.9696,8.8481,14.232,10.0746,11.5331,12.3619,7.1796,8.7265,11.4144,12.1575,6.6575,4.0829,11.5663,8.4088,9.5552
1-212.txt_97,-0.9246,-1.1055,-0.7538,-1.2764,-2.0603,-0.6533,-0.8844,-1.7286,-1.1206,-1.5377,-1.4573,-0.9749,-0.9447,-1.608,-1.5075,-0.5477,-0.4573,-2.2513,-1.1759,-1.3266,4.7172,10.6768,13.5505,12.4091,13.9293,8.5455,8.9091,10.9747,10.3788,11.2071,11.1212,7.5202,9.5455,15.5253,12.1667,6.3485,8.9899,13.9798,16.0859,7.8939
1-212.txt_99,-0.8971,-1.5029,-1.8457,-1.6514,-2.9886,-1.1486,-0.7714,-2.1486,-1.8457,-1.4457,-0.9771,-0.8286,-1.08,-1.8286,-2.1829,-1.0114,-0.5886,-3.3371,-1.96,-0.8857,8.4828,12.7011,9.2816,13.5632,14.2644,11.6494,17.1207,16.5,13.3103,12.477,15.1437,14.8966,13.2069,19.408,13.3391,7.8448,11.2471,14.8506,14.1149,11.523
1-212.txt_101,-0.6079,-0.9058,-0.5532,-0.845,-1.8632,-0.4043,-0.4134,-1.7173,-0.9331,-1.5714,-1.3982,-0.4833,-0.9453,-1.6474,-1.5593,-0.2675,-0.4772,-2.1429,-1.0638,-1.1793,5.4939,6.7073,11.9726,13.2409,11.2957,6.7317,9.7104,6.4604,8.311,8.2439,9.4299,8.3567,5.6189,10.0549,7.7866,6.2774,5.311,13.4634,12.4634,7.5915
1-212.txt_103,-0.4439,-1.3073,-0.7561,-1.0293,-1.9951,-0.8049,-0.7366,-1.5366,-1.3073,-1.6293,-1.3707,-0.5073,-1.1512,-1.8537,-1.6585,-0.239,-0.2341,-2.561,-1.3171,-1.1463,5.8235,5.1373,10.9951,16.8578,7.3971,6.2157,7.8284,10.9657,7.1716,8.3922,12.7206,10.8775,4.6471,11.8382,8.0196,6.9118,8.0882,5.6618,11.1225,9.4216
1-212.txt_105,-0.3059,-1.3,-0.9353,-1.1118,-1.2235,-0.9765,-0.9882,-0.9471,-1.5471,-1.3824,-1.3059,-0.8765,-0.9529,-1.5765,-1.4294,-0.1588,-0.3706,-2.2294,-1.4118,-1.0059,5.3018,5.7396,6.0414,12.6213,13.8462,4.1302,8.2367,16.7396,3.9704,8.5385,9.0888,7.6509,4.0118,9.3609,9,4.6686,6.1538,7.2663,9.8166,7.0947
1-212.txt_107,-0.9044,-1.4309,-0.7331,-1.2886,-2.6243,-1.068,-0.9941,-1.9044,-1.632,-1.4456,-1.6169,-0.8548,-1.5309,-1.411,-1.8239,-0.6654,-0.521,-2.6,-1.0485,-0.9967,7.765,10.7308,14.9448,16.3126,12.9474,8.9408,11.5818,11.9548,11.0953,12.0515,10.8102,11.7275,8.7745,20.6591,13.1629,8.6992,10.0342,16.5399,21.687,11.327
1-212.txt_109,-0.635,-0.67,-0.605,-1.2,-1.81,-0.46,-0.575,-1.67,-1.09,-1.61,-1.475,-0.46,-1.065,-1.63,-1.85,-0.33,-0.24,-1.945,-0.86,-1.23,4.9749,10.3869,10.8342,11.2462,10.8995,7.0352,9.201,8.3668,6.3618,7.5377,8.1558,7.7387,3.8643,11.5829,5.3015,4.9899,7.2663,15.7085,16.0955,7.1206
1-212.txt_111,-1.2849,-1.4709,-1.4942,-1.6512,-3.0058,-1.0407,-0.8488,-2.2791,-1.6512,-1.4128,-1.2093,-0.7151,-1.3372,-1.7267,-2.4012,-0.8837,-0.6337,-3.3837,-1.6919,-1.1047,6.2222,13.1404,13.2982,14.2573,14.4971,11.0819,14.9064,13.8538,12.6959,14.0819,12.4795,14.0877,13.2456,19.5731,10.9766,8.6257,10.5205,13.8129,14.1871,12.5965
1-212.txt_113,-0.5349,-1.2829,-0.8178,-1.3566,-2.0853,-1.0078,-1.0116,-1.438,-1.6202,-1.5736,-1.4419,-0.8605,-1.2713,-1.6163,-1.624,-0.5116,-0.4651,-2.6938,-1.3876,-1.0233,6.6809,10.7977,12.2996,11.3074,14.3658,7.4864,10.0311,14.6226,7.677,11.642,10.393,9.5759,8.4747,16.393,13.5175,7.677,8.3696,13.5019,16.3268,9.3424
1-212.txt_115,-0.2688,-1.1562,-0.8312,-1.0875,-1.2,-0.7688,-0.925,-0.8625,-1.4187,-1.475,-1.375,-0.85,-0.95,-1.6,-1.5312,-0.1625,-0.3688,-2.2313,-1.2625,-1.05,5.3145,6.3899,6.327,12.6352,14.195,6.2956,8.1069,13.8428,3.8365,7.1069,6.9245,6.8679,3.5094,8.6289,5.2264,4.0881,7.327,4.4654,13.0881,6.6604
1-212.txt_117,-1.0632,-1.2874,-1.5575,-1.6552,-3.1552,-1.1839,-0.9195,-2.2529,-1.7184,-1.4598,-1.0632,-0.9483,-1.0805,-1.5805,-2.2874,-1.0402,-0.7816,-3.3966,-2,-0.9138,8.5087,14.6763,12.948,14.5491,18.1214,11.711,15.9191,13.6821,14.0289,14.4913,14.5491,15.0462,14.9075,20.4104,14.9595,7.9422,12.4913,15.4277,15.711,12.3699
1-212.txt_119,-0.9737,-1.2895,-1.3289,-1.6096,-2.5088,-0.9649,-1.0219,-2.1535,-1.364,-1.5132,-1.3202,-0.943,-0.9956,-1.6491,-1.7149,-0.6886,-0.5351,-2.7763,-1.5263,-1.1974,5.63,10.6696,12.0705,13.0044,14.978,9.5903,11.2159,11.5242,13.1674,11.3436,13.9427,10.5374,8.8987,17.1498,18.5242,8.2819,9.4141,19.5639,11.5683,8.8106
1-212.txt_121,-0.4852,-0.8876,-1.1361,-1.4497,-2.3669,-0.8402,-0.8166,-1.4911,-1.5444,-1.4734,-1.4083,-0.8107,-1.0947,-1.7219,-1.1657,-0.6805,-0.5799,-2.2781,-1.3254,-1.1124,6.8214,10.5952,9.2024,9.8155,5.0952,8.244,12.1905,13.6726,5.6786,12.4762,11.3333,8.8036,6.9881,12.006,15.3095,5.131,6.2857,12.369,12.2202,10.4583
