#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
0-211.txt_21,-0.6871,-0.9798,-1.2552,-0.9386,-2.5591,-0.7799,-0.9753,0.229,-1.6295,-2.2283,-2.0314,-0.735,-1.8728,-2.5509,0.2021,-0.5696,-1.1744,-3.2769,-2.628,-1.8376,4.2704,13.6801,7.6157,12.4022,7.018,9.2592,9.7079,25.615,11.2869,10.5693,9.5356,10.7633,7.8592,10.8532,20.5566,5.7775,6.0105,16.8959,7.4479,8.6801
0-211.txt_23,-0.6034,-1.3799,-0.838,-1.0447,-1.7263,-0.7542,-0.838,-1.4469,-1.4078,-1.3296,-1.3184,-0.7877,-0.9665,-1.3855,-1.6927,-0.2849,-0.1229,-2.2737,-1.1844,-1.1285,4.5,5.9663,10.1573,14.0562,14.4607,8.309,8.927,12.7022,6.4831,8.5393,9.3876,9.5506,4.9551,16.4045,8.691,6.1461,8.8146,6.9719,13.0618,6.4438
0-211.txt_25,-0.3727,-1.2052,-0.5625,-0.8441,-2.5332,-0.4761,-0.3634,-1.5231,-1.5432,-1.436,-1.5309,-0.2284,-1.3326,-2.0525,-1.348,-0.2114,-0.0216,-2.7569,-1.5463,-0.9931,5.7884,5.5452,12.1946,12.9668,1.3977,7.017,8.6942,9.8208,5.4409,10.6564,9.5985,9.4031,5.4332,10.1537,10.827,5.6116,8.3676,6.3985,10.9181,9.8649
0-211.txt_27,-0.4815,-1.8827,-1.6512,-1.6451,-2.4537,-1.6049,-1.4321,-1.4043,-1.4907,-0.9969,-1.25,-1.1049,-1.0247,-1.7716,-1.8765,-1.0062,-0.9506,-2.8889,-1.8302,-0.4444,7.2477,11.5015,10.5759,14.2353,15.226,9.9659,13.3932,18.4118,12.5759,18.0341,14.9752,13.4118,11.969,18.2755,12.743,5.9164,6.8173,17.6068,13.9536,16.2539
0-211.txt_29,-0.9617,-1.1095,-0.8394,-1.5602,-1.7974,-0.8266,-1.0949,-1.7792,-1.2646,-1.2062,-0.4562,-1.208,-1.2062,-1.2427,-1.5894,-0.219,-0.7391,-2.3248,-1.6004,-1.0328,5.351,12.4095,13.8373,14.7861,15.1974,12.1499,11.0055,10.6618,15.6728,12.1773,16.4369,9.8702,7.3967,16.638,14.1097,10.064,7.245,18.9086,11.1335,9.0329
0-211.txt_31,-0.5944,-1.0864,-0.2793,-0.8511,-3.4641,-0.5997,-1.2434,-0.9109,-1.6755,-1.4548,-1.4069,-1.0093,-1.6902,-1.5,-1.8364,-0.1383,-0.0346,-2.1928,-0.6489,-1.2633,5.9414,12.2636,13.9827,13.6631,2.2676,9.5286,8.9427,12.5979,9.1691,13.2543,11.7497,9.8708,8.032,15.9294,11.277,7.3302,8.7723,22.6791,18.3981,10.8123
0-211.txt_33,-0.9105,-1.1749,-1.0519,-1.3293,-2.0137,-0.7208,-0.7704,-2.094,-1.2496,-1.0866,-0.9783,-0.8872,-0.9259,-1.4439,-1.7801,-0.5185,-0.7407,-2.7066,-1.2536,-1.0621,5.7497,10.3181,11.1471,12.801,16.5274,9.5433,10.9418,9.6505,14.0222,12.4966,13.0815,9.4664,9.8284,15.52,12.2514,7.8729,6.573,9.7976,12.5639,9.2229
0-211.txt_35,-1.1284,-0.9174,-1.1697,-1.5688,-3.0183,-1.133,-1.0046,-2.5183,-1.0229,-1.4908,-1.289,-0.8578,-1.422,-1.5734,-2.0596,-1.5505,-1.4541,-2.5046,-1.5413,-1.5138,6.7281,16.2719,15.5484,18.3134,8.7235,9.8249,16.2304,16.0138,18.9493,19.1751,16.9539,14.1198,13.424,21.8111,16.6912,5.9631,6.0138,26.3871,17.553,13.8065
0-211.txt_37,-0.5556,-1.009,-0.3682,-0.8811,-3.4367,-0.5711,-1.2183,-0.9548,-1.6124,-1.4987,-1.4186,-0.9858,-1.6796,-1.5943,-1.8837,-0.1473,-0.1047,-2.3773,-0.7649,-1.3075,5.8072,12.3182,14.1902,14.3221,2.542,10.2083,9.1397,13.3842,9.7167,13.6468,13.3454,8.8642,8.1785,15.9314,10.2704,7.1915,8.304,20.8551,18.0285,11.0453
0-211.txt_39,-0.2597,-1.0519,-1.5431,-1.706,-2.2066,-1.0401,-1.307,-1.6163,-1.5171,-0.9622,-0.7119,-1.2243,-0.7355,-1.353,-1.5218,-0.7226,-0.7603,-2.0366,-1.4156,-0.83,7.5792,10.5189,7.9492,10.5201,7.9515,6.6513,7.6915,11.6253,10.7967,11.1868,11.9303,6.0059,8.7128,12.8913,14.8144,6.5366,5.7447,21,9.8806,8.5922
0-211.txt_41,-0.7344,-0.9422,-1.1766,-1.3562,-2.5141,-0.7344,-0.8828,-2.0609,-1.5047,-0.9469,-0.7844,-0.7562,-1.1562,-1.6359,-1.9953,-0.7,-0.8875,-3.0141,-1.4875,-1.0297,7.349,12.1674,11.6682,14.7387,13.266,10.7887,11.0814,11.5822,12.2175,14.2285,14.1362,10.6729,10.097,18.1002,14.0673,7.7121,7.6557,11.4085,14.3772,9.5649
0-211.txt_43,-1.6457,-1.7559,-1.2205,-1.5433,-2.9764,-1.1969,-0.7874,-2.3071,-1.9843,-1.4252,-1.9213,-0.3701,-1.4094,-2.1181,-3.126,-1.0157,-0.3622,-3.1339,-2.0079,-0.9134,5.2698,12.2143,16.6905,18.1111,13.5397,11.2857,19.2857,16.7063,8.6349,17.373,16.1032,23.0397,19.3016,28.8968,7.2381,7.7381,15.4286,21.9762,15.2302,16.5238
0-211.txt_45,-0.3509,-1.4503,-0.9123,-1.345,-2.3684,-0.9708,-1.2456,-1.1111,-1.4971,-1.4035,-1.6082,-0.9708,-1.0702,-1.462,-2.1462,-0.1404,-0.4327,-2.2573,-1.0234,-0.8596,7.2471,8.8941,11.9941,10.1882,3.2059,6.8882,6.7706,18.9235,6.7882,14.2824,9.6353,9.4,7.5412,19.0294,6.7471,9.7235,6.5294,14.6824,20.2,13.8647
0-211.txt_47,-0.7149,-1.0537,-0.6715,-1.2087,-2.4463,-0.9525,-1.1116,-1.1198,-1.3967,-1.3864,-1.1446,-0.845,-1.2293,-1.2975,-1.7748,-0.2314,-0.4401,-2.1612,-1.0909,-1.0682,5.5963,11.4431,13.4762,13.7143,5.2567,7.8427,8.648,16.1884,9.3851,13.4762,13.9855,8.4658,7.9234,17.6687,11.0911,8.1346,7.207,14.7805,13.9689,10.8302
0-211.txt_49,-0.6316,-1.2684,-0.8579,-0.9526,-2.0263,-0.6684,-0.6842,-1.5316,-1.4158,-1.4737,-1.4895,-0.4526,-1.3053,-1.4895,-1.6789,-0.3421,-0.1579,-2.6789,-0.9789,-1.1368,6.0212,4.5926,10.1746,14.2804,9.455,8.0159,9.6032,9.4762,6.7884,8.6772,9.6667,9.9788,5.1958,14.3228,7.2857,5.9735,9.2751,5.1005,13.2857,8.5661
0-211.txt_51,-0.2388,-1.2976,-0.654,-0.8339,-1.7024,-0.8478,-0.8131,-0.8131,-1.3114,-1.2042,-1.3806,-1.128,-0.9723,-1.2803,-1.8028,-0.0934,-0.3599,-2.1315,-1.0761,-0.8339,6.9549,4.9688,11.2465,15.7396,2.3194,5.3299,7.3889,18.441,3.9479,12.9132,10.6771,4.0833,5.5486,13.059,2.3646,6.8542,6.1354,9.5347,14.5938,10.809
0-211.txt_53,-0.2544,-1.5703,-1.5074,-1.8447,-2.0723,-1.3548,-1.3293,-1.7149,-1.9277,-0.4699,-0.755,-1.249,-0.7938,-1.4485,-2.3159,-0.6667,-0.581,-3.0509,-2.0067,-0.3668,8.7989,10.6515,10.9973,14.4343,12.8472,8.9893,10.8633,16.2105,11.2212,14.744,12.87,10.5724,11.9115,12.7118,12.2118,7.9651,8.4571,16.2735,8.2748,11.9839
0-211.txt_55,-0.8363,-0.8811,-0.9808,-1.1049,-2.1739,-0.5064,-0.4962,-1.5742,-1.4488,-1.5985,-1.445,-0.413,-1.3171,-2.1905,-1.3696,-0.3657,-0.6407,-2.9194,-1.9373,-1.2084,4.6248,11.9232,9.5877,12.6914,15.4725,9.2125,10.6876,13.032,12.0397,11.7746,11.1485,10.4955,8.8988,11.8195,13.8105,6.0371,6.0269,12.4187,10.0615,11.2996
0-211.txt_57,-1.2283,-1.2184,-1.3127,-1.3772,-2.6352,-1.0025,-0.7593,-2.2308,-1.5211,-1.2953,-1.1315,-0.66,-1.2208,-1.6104,-1.9206,-0.9082,-0.9032,-2.6551,-1.2109,-1.0496,5.5448,13.7537,12.4776,16.3159,12.9428,9.4303,13.5522,12.8806,12.8557,14.1269,15.005,14.1244,11.6368,19.7363,15.1318,8.1418,8.0373,19.9552,16.9701,12.2836
0-211.txt_59,-0.8579,-1.0645,-1.145,-1.4243,-2.3354,-0.8544,-0.951,-1.9543,-1.3454,-1.2413,-1.3013,-0.711,-0.9475,-1.7275,-2.0292,-0.6786,-0.6666,-2.999,-1.5313,-1.0276,6.7025,12.3868,12.1496,14.1931,12.5393,9.6207,11.0688,12.304,13.3043,14.3884,13.2112,11.1304,12.367,16.6759,12.1385,7.9069,7.6301,12.4929,13.0889,11.1898
0-211.txt_61,-0.6224,-1.1121,-0.708,-1.1534,-2.177,-0.7345,-0.823,-1.2478,-1.3923,-1.4425,-1.5516,-0.944,-1.1534,-1.705,-1.7375,-0.4366,-0.7699,-2.5664,-1.4572,-1.1357,6.6509,10.2751,12.7929,13.2456,5.8757,8.2663,11.2396,17.1953,8.216,13.8136,12.1568,7.5266,5.7219,13.1124,7.6538,7.0799,5.2367,10.713,9.7012,10.9438
0-211.txt_63,-0.9592,-1.0272,-1.435,-1.7709,-2.4155,-1.1553,-1.3728,-2.0641,-1.0388,-0.9553,-0.5689,-1.2078,-0.5301,-0.9223,-1.8447,-0.932,-0.9204,-2.3515,-1.4835,-0.9476,5.7607,13.3054,10.5467,14.4728,8.4339,9.1693,12.4105,12.0603,13.0156,14.2938,13.5195,10.3813,11.9416,17.6556,15.7626,6.4202,6.0331,17.4027,11.8152,10.035
0-211.txt_65,-0.5135,-1.3784,-0.773,-0.9297,-2.0054,-0.8378,-0.8216,-1.3838,-1.3946,-1.4973,-1.4054,-0.4378,-1.2649,-1.6,-1.8432,-0.2216,-0.1676,-2.5459,-1.0973,-1.2162,6.6685,5.3587,11.8696,13.2065,11.3696,7.7554,8.0163,9.9022,7.913,8.3859,9.7935,11.9783,4.8913,14.6848,7.8913,6.9837,10.0326,6.1033,14.3315,7.6793
0-211.txt_67,-0.8926,-2.4556,-2.463,-3.2444,-2.8296,-2.3259,-2.7926,-1.8704,-2.5185,-0.2852,-0.6519,-2.5222,-0.9815,-0.1296,-2.6,-1.5852,-1.6296,-1.5852,-1.0741,-0.9185,8.8178,13.3309,12.6022,11.0186,8.8439,10.8959,9.5279,26.5167,13.0074,22.6654,18.5353,6.513,14.3643,21.7621,17.1599,8.8699,5.1822,31.7323,18.1264,12.8959
0-211.txt_69,-0.4803,-1.3092,-0.875,-1.375,-1.875,-0.9342,-1.0789,-1.5,-1.5395,-1.2434,-1.2566,-1.0592,-0.9276,-1.7434,-2.0592,-0.3684,0.0789,-2.2303,-1.3487,-0.9342,6.0132,7.6291,10.8344,10.6689,10.0265,6.9735,8.1788,15.4636,8.5695,10.5497,9.7285,6.1921,6.5033,11.245,7.7483,8.0927,12.1192,18.7351,9.5828,9.6026
0-211.txt_71,-0.6109,-2.0243,-2.1307,-3.1064,-0.4985,-2.1003,-2.7204,-2.2523,-1.6626,-0.465,-0.2766,-2.31,-0.3222,-0.3283,-2.3587,-0.6565,-0.4863,-1.8845,-1.1581,-0.2584,8.2683,9.2988,11.9299,7.7774,17.2622,4.8963,4.6067,10.686,11.3262,12.1707,12.0091,5.6524,10.8384,15.8537,12.2561,8.6707,6.0671,23.003,14.0061,9.4451
0-211.txt_73,-0.3643,-1.8216,-1.7761,-2.1252,-2.1803,-1.4744,-1.649,-1.6641,-1.7799,-0.0873,-0.1841,-1.5977,-0.315,-0.7932,-1.8975,-0.8596,-0.6338,-2.1935,-1.3416,-0.1499,7.9867,5.5894,8.7719,8.538,4.5342,5.3859,7.0722,15.5152,10.3042,13.4753,11.6863,5.7738,9.443,14.5989,10.9259,6.519,6.8422,13.3536,7.9563,9.7985
0-211.txt_75,-0.6972,-1.6167,-1.8778,-1.9639,-2.8722,-1.4361,-1.4139,-1.8611,-1.9222,-1.7222,-1.6,-1.4111,-1.6667,-2.2583,-2.4083,-1.3333,-1.0861,-3.3722,-2.275,-1.2889,10.5571,16.5766,12.3315,18.7577,12.3705,11.8384,15.663,24.2228,14.7326,19.0752,19.4986,12.8552,14.2368,20.0306,16.1894,9.0418,9.2173,19.3538,16.3203,17.8942
0-211.txt_77,-0.6072,-1.0095,-0.8397,-1.1954,-2.2837,-0.6584,-0.7571,-1.7239,-1.2932,-1.3178,-1.2704,-0.74,-1.0398,-1.6679,-1.5882,-0.3074,-0.5996,-2.5769,-1.4573,-1.0731,5.8015,9.5052,11.6895,12.1738,6.4824,7.5821,9.6192,10.2498,10.4729,13.094,11.5166,7.7331,7.5565,14.2602,12.2146,7.4501,5.4748,11.5821,10.7797,10.4796
0-211.txt_79,-0.6574,-0.9501,-0.7029,-1.0166,-1.6785,-0.6497,-0.6175,-1.6486,-0.8237,-1.2528,-1.0831,-0.6907,-1.1552,-1.8725,-1.6297,-0.5211,-0.7616,-2.7029,-1.4357,-1.1408,6.1188,10.3563,10.9867,13.2475,11.5627,8.9789,9.5361,11.7503,15.0155,11.2586,11.202,8.4617,7.8324,11.1154,13.7847,5.3762,6.212,11.0022,10.2675,10.6815
0-211.txt_81,-0.5764,-1.7153,-1.4896,-1.6389,-3.0451,-1.309,-1.0174,-2.0521,-1.809,-0.6979,-1.1285,-0.9757,-1.4861,-1.7604,-2.5556,-0.816,-0.941,-3.5139,-1.6736,-0.8993,7.0557,13.6516,11.0523,17.439,8.5122,11.6202,12.8328,18.4634,16.5645,21.4704,17.9756,14.7456,12.0209,16.3902,12.4007,9.0244,8.5749,11.899,14.2962,14.8815
0-211.txt_83,0.0362,-0.9321,-1.4118,-1.1176,-2.0633,-1.2919,-0.776,-1.1833,-0.9661,-0.8824,-0.9299,-1.1538,-0.776,-1.6855,-1.5973,-0.9751,-0.6471,-2.733,-1.629,-0.7353,7.2789,10.7438,9.4467,14.0136,11.551,6.9433,9.7982,13.8571,14.9524,14.0317,12.2177,8.1905,11.8073,12.1746,12.4399,4.6236,6.517,16.3923,10.263,11.2177
0-211.txt_85,-0.7507,-1.5371,-1.128,-1.4857,-1.77,-1.1824,-1.3081,-1.8603,-1.6055,-1.1715,-1.1537,-1.0598,-1.0359,-1.4032,-1.9825,-0.6436,-0.6221,-2.6282,-1.257,-0.6731,6.3676,8.9777,12.7942,14.4614,16.6476,7.6526,8.9945,12.7382,10.1572,12.0931,12.2357,10.0836,8.4956,16.5011,11.4127,7.4055,7.2326,11.6845,15.1055,12.3543
0-211.txt_87,-0.7303,-2.0169,-1.4438,-1.3933,-2.9438,-1.4326,-1.2978,-1.9382,-1.9326,-1.2528,-1.3708,-0.9775,-1.6348,-1.9494,-1.9494,-1.1236,-1,-3.3933,-1.9101,-0.9101,8.9209,11.5311,14.322,18.226,13.887,10.1412,13.9661,19.4746,11.4972,17.5424,15.9605,14.4124,10.791,24.3051,20.2373,8.9322,9.5819,18.5141,15.5028,15.209
0-211.txt_89,-0.704,-1.044,-0.536,-0.976,-1.6,-0.548,-0.588,-1.668,-0.872,-1.168,-1.152,-0.728,-0.724,-1.34,-1.724,-0.272,-0.308,-2.196,-0.888,-0.9,3.9759,5.0482,11.1406,11.3494,11.0522,6.7992,10.502,9.241,10.4779,10.5462,10.1124,6.6867,5.8072,9.9076,4.1647,5.3293,7.8956,5.8394,13.7711,7.49
0-211.txt_91,-0.697,-1.2909,-0.7636,-1.097,-1.8667,-0.7333,-0.6727,-1.497,-1.3697,-1.5212,-1.5697,-0.3333,-1.297,-1.6424,-1.6364,-0.3212,-0.1879,-2.5394,-1.1818,-1.1939,4.8841,4.7195,9.8659,11.128,14.2012,6.6524,9.5061,9.9939,7.0793,7.8659,7.872,10.6402,4.2561,15.0427,9.2866,6.7012,9.6402,6.9146,13.9207,7.5549
0-211.txt_93,-0.0668,-1.6544,-1.8203,-2.1221,-1.9608,-1.3917,-1.7281,-1.4562,-1.9355,-0.5783,-0.4585,-1.4355,-0.5806,-1.3134,-1.6682,-0.7051,-0.6521,-2.2765,-1.5323,-0.4078,9.903,7.6097,7.5335,7.1247,3.2841,4.3626,5.9307,17.0462,8.0139,14.8037,15.6443,4.9908,7.0808,12.4965,12.4273,7.5635,4.6882,10.3649,7.1293,11.4226
0-211.txt_95,-0.8333,-1.3646,-0.5573,-1.2396,-2.1719,-0.8177,-0.776,-1.8125,-1.5625,-1.3281,-1.3906,-0.7292,-1.1927,-1.3854,-1.6615,-0.3906,-0.3438,-2.3958,-1.099,-1.1354,6.2932,6.5864,13.6387,12.267,12.2147,7.6859,10.4136,10.1099,6.8115,10.9005,8.1047,9.5707,5.3613,17.8482,11.1309,6.6283,8.4607,11.5445,17.8796,9.0052
0-211.txt_97,-0.6617,-1.2528,-0.4758,-0.6989,-2.3234,-0.5613,-0.119,-1.3829,-1.3086,-1.6208,-1.7584,-0.3941,-1.4647,-1.777,-1.632,-0.316,-0.4535,-2.5688,-1.3606,-1.1413,5.7425,5.4366,10.9963,12.6791,9.5149,6.1418,9.5672,11.4216,7.1269,9.0448,8.6679,9.0784,5.4366,12.291,8.1418,5.0187,7.4216,8.1343,12.9254,7.5522
0-211.txt_99,-0.4969,-1.2043,-1.4551,-1.5464,-2.1594,-1.1347,-1.1563,-1.6517,-1.3762,-1.0201,-1.0062,-1.2198,-1.1424,-1.531,-1.7399,-0.8421,-0.7399,-2.4644,-1.5015,-0.8204,6.6946,13.2078,10.7085,12.8868,10.9953,8.7256,11.0481,15.6031,12.0434,14.9101,13.4775,10.2853,10.8481,13.8992,15.2202,6.7876,8.0636,18.3705,13.3256,11.6171
0-211.txt_101,-0.6474,-0.9162,-1.7704,-1.6072,-3.0294,-0.9543,-0.9728,-2.2709,-1.5919,-1.7682,-1.2046,-1.469,-1.4755,-2.3417,-2.3177,-1.1393,-1.0925,-3.2285,-2.1458,-1.432,9.6906,18.6133,11.4869,17.3235,7.9259,11.9695,16.5436,13.9444,14.3039,18.3148,20.537,9.3682,12.049,14.9542,13.4989,9.9052,8.2821,15.2255,13.0447,13.5054
0-211.txt_103,-1.5839,-1.5839,-1.2263,-1.4015,-2.8832,-0.9708,-0.635,-2.1898,-1.8759,-1.3723,-1.9635,-0.3431,-1.4234,-2.0146,-2.854,-0.8686,-0.3723,-3.1752,-1.854,-0.9197,4.9412,11.0956,14.8676,16.0147,11.9632,11.0515,19.4265,15.3971,7.3897,15.625,14.5441,22.5735,17.8456,25.7132,7.3015,7.5956,14.3897,19.4118,13.9044,15.4706
0-211.txt_105,-0.4588,-1.3608,-2.3454,-2.1701,-2.5361,-1.3144,-1.4742,-2.4742,-1.8866,-1.8505,-1.5052,-1.8093,-1.8608,-2.5722,-2.8557,-1.2835,-1.4639,-3.3299,-2.5,-1.366,12.0466,19.2902,12.3316,19.2383,12.5078,15.4456,19.8497,22.2176,15.5855,20.6218,23.0155,15.6632,12.7358,20.456,16.2435,12.9016,9.0984,16.9585,17.4819,14.4301
0-211.txt_107,-0.4907,-1.5762,-1.3234,-1.9442,-2.5911,-1.4981,-1.881,-1.145,-1.9442,-1.8848,-1.974,-1.4201,-1.5428,-2.1004,-2.026,-0.6691,-0.8253,-2.8141,-1.8885,-1.3606,10.5373,13.0075,15.4813,13.847,15.8694,12.0485,9.5261,19.0075,11.1306,13.1119,10.541,12.1866,10.9776,18.2052,13.6082,10.6418,11.0149,21.8993,16.1119,13.5224
0-211.txt_109,-1.0887,-1.3891,-1.3072,-1.4573,-2.314,-1.0205,-1.2389,-2.1058,-1.6143,-0.9249,-0.8771,-1.2048,-1.0171,-1.5222,-1.3447,-0.7509,-0.8362,-2.4846,-1.5017,-0.9078,5.3836,12.1473,13.6884,13.9075,11.0788,9.9521,10.137,10.8459,14.7192,18.5,15.613,10.0719,11.1747,16.5993,18.2603,8.0103,6.0582,19.5137,12.8973,12.3151
0-211.txt_111,-0.4305,-1.2646,-1.4484,-1.5471,-2.2601,-1.0493,-0.9686,-2.1614,-1.2108,-1.3812,-0.8744,-0.6457,-0.9238,-1.1928,-1.6637,-1.1525,-1.0628,-2.2466,-1.0179,-1.1256,7.2928,14.4685,11.545,14.8423,14.518,11.3919,12.1802,10.036,12.8514,14.5405,14.1126,13.6622,12.5586,22.2072,17.018,7.7297,5.6306,26.1036,17.7477,11.7838
0-211.txt_113,-1.0038,-0.8601,-1.0413,-1.4131,-1.216,-0.5671,-0.815,-1.7531,-0.846,-1.2347,-0.3099,-0.9164,-0.9775,-1.2338,-1.5268,-0.3878,-0.8366,-2.2451,-1.7239,-1.0789,5.3299,12.8825,11.8036,13.1259,15.9906,11.8233,11.3214,10.9643,16.2791,10.3882,18.0329,10.3036,8.7415,14.1551,10.2782,9.375,6.3139,14.6476,8.0141,7.2848
0-211.txt_115,-0.5291,-0.6852,-0.9524,-0.9841,-2.045,-0.2566,-0.3862,-1.4021,-0.9101,-1.6455,-1.2328,-0.627,-1.0635,-2.0608,-0.6429,-0.0608,-0.5503,-2.8148,-1.5582,-1.3386,4.4191,8.4138,8.321,10.0663,10.939,9.3448,8.0133,8.9416,11.6578,9.0239,9.7347,7.2042,9.756,9.5862,14.7003,5.6605,4.5252,8.6684,9.618,6.8912
0-211.txt_117,-0.7548,-1.1634,-1.4946,-1.3634,-2.9462,-1.1806,-0.8366,-2.3269,-1.357,-1.2366,-1.2645,-0.9548,-1.271,-1.7312,-2.086,-1.2731,-1.3462,-2.671,-1.557,-1.4215,7.8728,18.4806,12.8297,18.6552,11.6616,9.5086,14.3082,15.7953,15.7241,19.056,18.3922,12.1659,15.5862,19.5216,13.5,8.1789,8.0711,24.2608,16.7349,11.7866
0-211.txt_119,-0.6867,-1.2048,-0.6867,-0.9639,-1.9578,-0.8313,-0.8012,-1.4759,-1.3313,-1.5181,-1.5663,-0.5181,-1.1687,-1.5904,-1.6024,-0.4217,-0.1084,-2.5422,-1.1386,-1.1446,5.4424,6.6485,10.0788,12.4727,14.1758,6.2182,8.9758,11.6545,8.3636,8.9333,8.5091,10.6061,6.9697,14.7212,9.4485,5.5455,10.1939,6.6242,15.8364,8.2182
0-211.txt_121,-1.3077,-1.1282,-1.8654,-2.2692,-0.6474,-1.1026,-1.4487,-2.6987,-1.5064,-1.6667,-0.9359,-1.3333,-1.9936,-1.8141,-2.6923,-1.3077,-1.1218,-3.109,-1.3654,-1.4167,7.4387,24.6581,14.7161,18.3806,37.7419,14.0129,15.5355,15.9355,17.5355,17.3548,18.8194,16.0903,9.8194,20.6516,16.8,9.1226,8.5097,19.1097,21.2516,12.8516
