#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
1-212.txt_85,21.134,11.84,6.569,5.726,4.856,4.669,4.461,4.329,4.132,3.72,3.609,3.376,3.05,2.987,2.871,2.784,2.623,2.515,2.324,2.003
1-212.txt_87,20.043,11.226,6.444,5.705,4.833,4.61,4.392,4.145,3.949,3.843,3.444,3.254,3.112,2.959,2.898,2.731,2.494,2.348,2.061,1.944
1-212.txt_89,19.247,10.817,6.619,5.963,5.088,4.913,4.222,3.992,3.816,3.793,3.513,3.381,3.306,3.008,2.906,2.803,2.586,2.565,2.375,2.195
1-212.txt_91,17.395,10.271,6.203,5.4,5.09,4.515,4.271,3.836,3.536,3.253,2.919,2.844,2.725,2.637,2.579,2.437,2.315,2.063,1.915,1.877
1-212.txt_93,19.354,10.126,6.61,5.652,5.413,5.067,4.402,4.048,3.88,3.871,3.643,3.524,3.462,3.268,3.002,2.687,2.623,2.547,2.364,2.102
1-212.txt_95,25.464,15.455,9.387,7.737,6.229,5.688,4.833,4.306,3.778,3.465,3.275,2.858,2.51,2.386,2.114,1.971,1.875,1.767,1.693,1.441
1-212.txt_97,19.26,10.567,7.149,5.842,4.881,4.212,4.138,3.908,3.49,3.352,2.714,2.63,2.544,2.333,2.241,1.985,1.786,1.693,1.541,1.319
1-212.txt_99,18.789,10.729,6.322,5.583,4.915,4.536,4.188,3.838,3.631,3.491,3.436,3.177,3.047,2.823,2.723,2.664,2.385,2.297,2.174,2.085
1-212.txt_101,26.217,14.245,9.206,7.178,5.811,4.639,3.746,3.281,3.252,2.811,2.736,2.104,1.991,1.929,1.762,1.672,1.431,1.229,1.158,0.951
1-212.txt_103,19.837,11.393,7.482,5.968,4.783,3.971,3.369,2.707,2.326,1.98,1.854,1.79,1.393,1.311,1.089,1.011,0.913,0.81,0.676,0.57
1-212.txt_105,17.937,10.322,6.371,5.424,3.865,3.426,2.623,2.515,1.647,1.53,1.137,0.758,0.696,0.519,0.39,0.292,0.228,0.168,0.087,0.001
1-212.txt_107,74.06,37.886,25.245,21.35,19.556,18.996,16.83,15.857,15.015,14.724,13.823,13.608,13.154,12.804,12.242,11.364,11.041,10.503,10.304,9.448
1-212.txt_109,19.9,10.559,7.858,5.87,4.686,3.606,3.433,2.602,2.319,2.179,1.998,1.899,1.622,1.466,1.293,1.194,0.951,0.835,0.751,0.695
1-212.txt_111,19.124,10.919,6.148,6.036,4.735,4.631,4.381,4.027,3.8,3.777,3.458,3.307,3.134,3.046,2.895,2.682,2.614,2.356,2.188,2.096
1-212.txt_113,22.389,11.951,8.023,6.82,5.441,5.294,5.128,4.341,4.265,4.016,3.757,3.556,3.488,3.24,2.993,2.812,2.727,2.587,2.32,2.158
1-212.txt_115,17.57,9.691,6.633,5.434,3.787,3.375,2.557,2.21,1.533,1.378,1.045,0.796,0.65,0.427,0.395,0.288,0.211,0.076,0,0
1-212.txt_117,18.95,10.449,6.478,5.893,4.873,4.48,4.291,4.177,3.91,3.747,3.57,3.468,3.224,3.021,2.961,2.715,2.627,2.504,2.404,2.069
1-212.txt_119,21.105,11.821,7.536,6.287,5.239,4.824,4.402,4.013,3.998,3.758,3.28,3.081,2.84,2.739,2.583,2.451,2.338,2.32,2.049,1.759
1-212.txt_121,17.303,9.963,6.533,5.844,4.669,3.898,3.834,3.152,2.756,2.39,2.218,2.072,1.926,1.885,1.703,1.674,1.601,1.335,1.236,1.025
1-212.txt_123,21.025,11.208,6.723,5.803,4.934,4.865,4.605,4.531,4.133,4.026,3.685,3.549,3.474,3.248,2.995,2.968,2.825,2.415,2.336,2.198
1-212.txt_125,22.6,12.618,6.893,6.741,5.419,5.356,5.045,4.773,4.515,4.249,3.727,3.599,3.45,3.289,3.193,3.055,2.928,2.773,2.621,2.252
1-212.txt_127,20.789,11.575,6.134,5.823,5.071,4.786,4.454,4.377,4.054,3.978,3.765,3.389,3.235,3.131,3.022,2.952,2.756,2.625,2.478,2.161
1-212.txt_129,19.661,10.467,6.976,6.29,5.292,5.115,4.749,4.302,4.205,3.668,3.626,3.49,3.448,3.187,3.05,2.863,2.824,2.609,2.438,2.328
1-212.txt_131,17.809,9.743,6.374,5.393,4.902,4.423,4.228,4.168,3.795,3.613,3.395,3.308,3.091,2.945,2.87,2.669,2.642,2.444,2.203,1.951
1-212.txt_133,17.612,9.703,6.755,5.153,4.693,3.806,3.22,2.938,2.837,2.677,2.446,2.394,1.997,1.668,1.615,1.47,1.404,1.311,1.093,0.832
1-212.txt_135,18.978,11.314,7.261,5.434,3.699,2.962,2.547,2.484,2.093,1.847,1.115,1.03,0.756,0.643,0.372,0.311,0.264,0.198,0.057,0.013
1-212.txt_137,21.636,11.251,6.511,5.932,5.134,4.893,4.718,4.431,4.322,4.041,3.885,3.641,3.361,3.073,3.038,2.819,2.708,2.492,2.341,2.076
1-212.txt_139,20.289,10.787,6.965,6.05,5.143,4.955,4.52,4.389,3.934,3.787,3.734,3.642,3.439,3.269,3.118,2.964,2.812,2.638,2.541,2.156
1-212.txt_141,20.3,12.232,6.624,5.705,4.541,3.599,3.258,3.001,2.666,2.352,2.193,2.026,1.613,1.54,1.188,1.088,1.005,0.917,0.778,0.553
1-212.txt_143,20.023,11.456,6.785,6.077,5.427,4.942,4.788,4.234,4.052,3.871,3.668,3.443,3.365,3.123,3.042,2.811,2.721,2.67,2.527,2.124
1-212.txt_145,19.116,9.943,6.723,6.055,5.138,4.882,4.702,4.368,4.195,3.926,3.793,3.462,3.279,3.136,3.111,2.962,2.827,2.791,2.562,2.182
1-212.txt_147,19.114,10.619,6.543,5.296,3.647,3.57,2.66,2.219,1.751,1.56,1.202,0.937,0.87,0.649,0.409,0.328,0.237,0.231,0.123,0.001
1-212.txt_149,16.087,9.735,5.873,4.815,3.29,2.768,2.259,2.008,1.704,1.397,0.947,0.891,0.776,0.524,0.434,0.284,0.244,0.214,0.124,0.004
1-212.txt_151,17.924,9.786,6.461,5.434,5.001,4.432,4.179,4.057,3.711,3.614,3.424,3.265,3.218,2.951,2.706,2.664,2.442,2.305,2.139,1.964
1-212.txt_153,18.928,11.15,6.891,5.574,3.989,3.877,3.59,2.673,2.305,2.202,2.064,1.944,1.532,1.484,1.261,1.143,1.104,0.922,0.907,0.653
1-212.txt_155,19.915,11.24,6.221,5.674,4.957,4.695,4.432,4.107,4.009,3.85,3.572,3.285,3.183,3.038,2.957,2.873,2.637,2.535,2.26,2.116
1-212.txt_157,20.994,11.199,6.919,6.098,5.494,5.106,4.835,4.406,4.338,4.133,3.875,3.759,3.647,3.503,3.208,3.097,2.867,2.749,2.534,2.36
1-212.txt_159,19.278,10.91,6.27,5.72,4.851,4.401,4.2,4.078,3.791,3.72,3.433,3.324,3.044,3.019,2.851,2.766,2.399,2.369,2.155,1.935
1-212.txt_161,17.967,10.205,6.159,4.843,4.181,3.711,2.876,2.535,2.212,2.096,1.948,1.654,1.45,1.22,1.098,0.946,0.723,0.672,0.644,0.521
1-212.txt_163,19.583,12.592,7.821,5.909,4.368,2.994,2.892,2.716,2.206,1.895,1.359,1.137,0.794,0.649,0.435,0.392,0.338,0.267,0.018,0.014
1-212.txt_165,19.116,10.708,6.774,6.078,5.309,4.767,4.359,4.22,3.973,3.568,3.477,3.317,3.125,2.992,2.814,2.685,2.6,2.401,2.315,2.225
1-212.txt_167,27.879,12.678,10.039,7.765,7.384,6.513,5.902,5.64,5.23,5.118,4.94,4.585,4.447,4.31,4.192,3.858,3.8,3.735,3.497,2.893
1-212.txt_169,20.067,12.755,8.119,6.402,4.375,3.409,3.229,2.904,2.752,1.945,1.298,1.257,0.903,0.786,0.437,0.412,0.325,0.287,0.097,0.004
1-212.txt_171,15.9,9.367,5.907,5.006,4.707,3.875,3.647,3.43,3.217,2.836,2.723,2.631,2.379,2.291,2.133,2.033,1.882,1.855,1.727,1.527
1-212.txt_173,19.321,10.695,6.748,5.971,5.371,4.872,4.593,4.5,4.109,3.873,3.593,3.556,3.327,3.299,3.15,2.935,2.811,2.639,2.496,2.342
1-212.txt_175,20.463,10.268,6.759,6.277,5.245,4.607,4.396,4.297,4.082,3.91,3.616,3.343,3.279,3.26,3.124,2.908,2.77,2.582,2.455,2.223
1-212.txt_177,20.214,10.257,7.151,6.263,5.505,5.086,4.488,4.348,4.083,3.932,3.73,3.642,3.439,3.365,3.075,2.947,2.811,2.65,2.511,2.277
1-212.txt_179,22.223,12.036,8.022,5.921,4.3,3.731,3.362,2.54,2.193,1.829,1.277,1.163,1.103,0.71,0.475,0.451,0.291,0.274,0.151,0.002
1-212.txt_181,20.135,11.292,6.418,5.707,5.007,4.637,4.278,4.119,3.956,3.889,3.546,3.206,3.079,2.886,2.803,2.728,2.554,2.324,2.237,2.127
1-212.txt_183,19.736,11.089,6.2,5.65,5.243,4.533,4.282,4.178,3.894,3.823,3.481,3.331,3.187,2.952,2.79,2.752,2.621,2.54,2.364,2.002
1-212.txt_185,20.068,11.334,6.257,5.659,4.653,4.587,4.426,4.192,3.994,3.85,3.606,3.256,3.21,3.024,2.789,2.759,2.689,2.49,2.321,2.06
1-212.txt_187,19.464,9.64,7.085,6.188,5.648,5.089,4.711,4.319,4.109,3.871,3.667,3.444,3.313,3.154,3.111,3.003,2.89,2.758,2.546,2.333
1-212.txt_189,19.739,10.883,7.104,6.29,5.576,4.864,4.778,4.199,4.156,3.847,3.539,3.437,3.3,3.117,3.035,2.995,2.749,2.459,2.303,2.018
1-212.txt_191,19.809,10.925,6.701,6.113,5.196,4.8,4.599,4.19,4.012,3.847,3.656,3.554,3.284,3.147,2.859,2.838,2.789,2.636,2.541,2.081
1-212.txt_193,18.319,10.682,6.402,5.425,4.275,3.797,3.051,2.699,2.408,2.168,1.983,1.921,1.231,1.22,1.032,0.945,0.922,0.839,0.676,0.631
1-212.txt_195,21.184,10.466,6.973,5.914,5.159,4.957,4.822,4.525,4.317,4.274,4.036,3.842,3.62,3.57,3.366,3.147,2.956,2.85,2.834,2.37
1-212.txt_197,21.327,11.605,7.178,6.237,5.468,5.302,5.027,4.581,4.344,3.911,3.773,3.645,3.58,3.397,3.239,3.053,2.861,2.696,2.528,2.393
1-212.txt_199,19.871,11.041,6.33,5.567,4.849,4.757,4.392,4.258,3.895,3.759,3.559,3.423,3.278,3.145,2.979,2.927,2.506,2.392,2.269,2.082
1-212.txt_201,20.424,11.031,7.283,6.281,5.458,4.46,3.572,3.423,3.05,2.83,2.618,2.554,2.435,2.218,1.746,1.604,1.507,1.373,1.291,1.206
1-212.txt_203,20.453,11.283,6.258,5.735,5.036,4.585,4.44,4.271,4.013,3.834,3.459,3.43,3.152,3.092,2.958,2.825,2.647,2.558,2.369,1.869
1-212.txt_205,18.11,10.201,6.477,5.749,5.233,4.735,4.533,4.052,3.871,3.763,3.602,3.284,3.139,3.038,2.749,2.665,2.567,2.486,2.304,2.082
1-212.txt_207,18.79,11.454,6.691,5.367,3.609,3.397,2.921,2.41,2.118,1.725,1.154,1.014,0.907,0.653,0.455,0.336,0.243,0.232,0.145,0.004
1-212.txt_209,24.777,12.931,7.511,6.965,6.091,5.877,5.518,4.741,4.475,4.27,4.141,3.84,3.604,3.539,3.358,3.057,3.013,2.925,2.702,2.56
1-212.txt_211,19.363,10.844,6.253,6.007,4.843,4.563,4.214,3.959,3.886,3.582,3.451,3.196,2.953,2.922,2.877,2.513,2.456,2.279,2.081,1.884
1-212.txt_213,20.552,10.674,6.658,6.089,5.374,4.886,4.725,4.357,4.094,3.904,3.728,3.472,3.373,3.195,3.095,3.047,2.855,2.811,2.688,2.248
1-212.txt_215,20.532,11.39,6.567,5.697,4.992,4.751,4.454,4.403,4.119,3.899,3.486,3.345,3.227,3.015,2.956,2.891,2.742,2.487,2.264,2.212
1-212.txt_217,20.12,10.853,6.687,6.065,5.057,5.036,4.751,4.463,4.151,3.989,3.892,3.703,3.381,3.173,3.085,2.77,2.743,2.611,2.493,2.173
1-212.txt_219,25.249,14.715,8.533,6.778,5.251,4.415,3.525,3.062,2.418,2.024,1.47,1.25,1.168,0.837,0.658,0.512,0.369,0.311,0.156,0.002
1-212.txt_221,19.282,11.211,7.358,5.462,3.789,3.379,3.078,2.436,2.055,1.733,1.159,1.024,0.842,0.655,0.441,0.391,0.258,0.219,0.113,0.016
1-212.txt_223,20.305,11.283,6.173,6.06,4.939,4.504,4.354,3.993,3.836,3.731,3.59,3.26,3.118,3.07,2.899,2.706,2.607,2.42,2.338,2.085
1-212.txt_225,21.138,11.693,7.077,6.124,5.311,5.062,4.892,4.621,4.153,4.005,3.722,3.638,3.433,3.295,3.187,2.846,2.693,2.456,2.396,2.251
1-212.txt_227,18.103,11.567,6.684,5.313,3.869,3.264,2.537,2.4,2.04,1.766,1.092,0.944,0.777,0.656,0.358,0.321,0.251,0.219,0.074,0.003
1-212.txt_229,20.658,10.534,6.811,5.739,5.35,5.132,4.862,4.469,4.257,4.067,3.875,3.772,3.607,3.437,3.315,3.216,3.069,2.971,2.758,2.598
1-212.txt_231,18.943,11.65,6.67,6.094,4.977,4.2,3.897,3.576,3.228,3.219,2.578,2.468,2.388,2.148,2.024,1.958,1.737,1.7,1.604,1.256
1-212.txt_233,21.625,11.412,7.297,6.32,5.393,5.273,4.656,4.437,4.335,4.119,3.72,3.625,3.506,3.317,3.245,2.912,2.791,2.462,2.385,2.297
1-212.txt_235,19.619,11.336,6.329,6.112,4.742,4.522,4.246,4.112,4.003,3.751,3.346,3.318,3.017,2.997,2.93,2.663,2.57,2.349,2.214,1.797
1-212.txt_237,24.338,13.819,8.033,7.102,5.647,5.069,4.815,4.505,4.047,4,3.445,3.348,3.289,3.163,3.05,2.803,2.709,2.558,2.378,2.16
1-212.txt_239,20.182,10.331,7.249,5.728,5.554,5.051,4.915,4.351,4.189,4.012,3.711,3.708,3.376,3.27,3.136,3.068,2.942,2.815,2.653,2.45
1-212.txt_241,21.098,11.507,7.302,6.202,4.969,4.634,3.87,3.258,3.103,2.84,2.647,2.527,2.083,1.933,1.756,1.669,1.58,1.519,1.332,1.08
1-212.txt_243,20.571,11.233,6.407,5.88,5.174,4.819,4.421,4.316,4.026,3.883,3.532,3.33,3.175,3.041,2.939,2.8,2.655,2.373,2.342,2.111
1-212.txt_245,20.394,11.338,6.242,5.649,4.679,4.478,4.406,4.191,3.855,3.776,3.609,3.428,3.013,2.892,2.823,2.795,2.619,2.509,2.292,2.088
1-212.txt_247,19.619,10.881,6.209,5.626,4.952,4.438,4.372,4.159,3.965,3.823,3.514,3.265,3.157,2.99,2.847,2.78,2.545,2.474,2.301,2.047
1-212.txt_249,15.263,11.389,5.256,4.298,3.016,2.332,2.126,1.628,1.576,1.222,1.187,1.006,0.479,0.432,0.353,0.277,0.221,0.13,0.036,0
1-212.txt_251,19.568,10.991,6.837,5.866,5.492,5.064,4.644,4.33,3.913,3.797,3.677,3.549,3.433,3.319,2.943,2.801,2.619,2.509,2.358,2.07
1-212.txt_253,19.836,10.359,6.507,6.305,5.441,4.894,4.635,4.251,3.935,3.879,3.674,3.512,3.274,3.076,2.995,2.842,2.72,2.599,2.475,2.145
1-212.txt_255,20.202,11.865,8.073,6.161,4.862,3.91,3.324,3.202,2.775,2.361,2.084,1.757,1.461,1.349,1.313,1.219,1.131,1.114,0.973,0.867
1-212.txt_257,19.436,10.923,6.3,5.959,4.804,4.39,4.206,4.092,3.836,3.702,3.448,3.347,3.189,3.128,2.805,2.607,2.518,2.404,2.244,1.956
1-212.txt_259,20.763,12.991,8.155,6.176,4.266,3.44,3.115,2.693,2.388,1.819,1.256,1.209,0.788,0.754,0.463,0.427,0.344,0.283,0.101,0.009
1-212.txt_261,20.384,10.393,6.938,5.932,5.124,5.013,4.669,4.56,4.175,4.077,3.961,3.779,3.699,3.532,3.378,3.113,2.963,2.821,2.505,2.444
1-212.txt_263,20.044,11.176,6.444,5.608,5.126,4.647,4.385,4.301,4.216,4.089,3.749,3.439,3.206,3.041,2.996,2.804,2.56,2.409,2.209,2.038
1-212.txt_265,21.063,12.547,6.603,5.865,5.396,4.8,4.559,4.119,4.047,3.858,3.71,3.514,3.369,3.084,2.888,2.879,2.671,2.488,2.387,2.058
1-212.txt_267,20.011,10.383,6.936,6.075,5.342,4.967,4.933,4.294,4.124,3.871,3.611,3.557,3.49,3.378,3.25,3.105,3.023,2.973,2.492,2.191
1-212.txt_269,20.144,10.536,6.268,6.039,4.968,4.795,4.616,4.359,3.898,3.661,3.645,3.286,3.253,3.204,3.116,2.911,2.702,2.567,2.422,2.277
1-212.txt_271,19.96,11.648,6.682,4.999,4.17,2.779,2.663,1.991,1.77,1.477,1.189,0.973,0.838,0.677,0.473,0.365,0.268,0.219,0.118,0.002
1-212.txt_273,21.208,11.232,6.41,6.169,5.137,4.983,4.652,4.508,4.004,3.928,3.767,3.505,3.2,3.157,2.966,2.893,2.778,2.59,2.517,2.093
1-212.txt_275,21.246,11.468,6.501,6.129,5.147,4.959,4.527,4.261,3.975,3.916,3.662,3.45,3.269,3.146,3.007,2.869,2.609,2.573,2.319,2.05
1-212.txt_277,20.37,11.388,6.586,5.579,4.815,4.672,4.362,4.242,3.91,3.752,3.521,3.415,3.103,2.974,2.866,2.716,2.508,2.422,2.348,2.15
1-212.txt_279,21.641,11.561,6.557,5.92,5.141,4.965,4.608,4.506,4.235,4.049,3.898,3.401,3.275,3.155,2.938,2.88,2.721,2.537,2.459,2.042
1-212.txt_281,21.208,11.294,6.661,5.812,5.079,4.892,4.715,4.389,4.162,4.011,3.901,3.742,3.288,3.113,3.052,2.902,2.721,2.605,2.49,2.173
1-212.txt_283,21.382,11.379,6.412,6.046,5.05,4.88,4.786,4.271,4.193,4.056,3.828,3.57,3.347,3.305,3.08,2.939,2.764,2.54,2.356,2.092
1-212.txt_285,21.154,11.498,6.144,5.857,5.624,4.851,4.686,4.246,4.048,3.924,3.731,3.548,3.187,3.092,3.006,2.904,2.696,2.612,2.439,2.044
1-212.txt_287,18.463,9.406,6.25,5.406,4.878,4.664,4.26,3.918,3.811,3.61,3.251,3.147,3.019,3.001,2.793,2.757,2.678,2.313,2.171,2.077
1-212.txt_289,19.062,10.614,6.601,5.793,5.117,4.515,4.2,4.055,3.656,3.363,3.299,3.177,3.174,2.98,2.754,2.583,2.478,2.331,2.298,2.136
1-212.txt_291,19.502,10.637,6.674,5.825,4.968,4.642,4.381,4.241,4.192,3.89,3.627,3.35,3.276,2.941,2.856,2.778,2.608,2.435,2.284,2.187
1-212.txt_293,19.462,10.563,6.477,5.936,5.089,4.634,4.348,4.093,4.028,3.91,3.718,3.437,3.256,3.079,2.879,2.751,2.647,2.494,2.346,2.17
1-212.txt_295,19.747,11.034,6.253,5.505,4.951,4.723,4.479,4.217,4.159,4.089,3.512,3.463,3.057,2.985,2.862,2.721,2.628,2.552,2.349,2.081
1-212.txt_297,23.11,10.898,6.598,6.251,5.138,4.987,4.876,4.618,4.122,4.045,3.878,3.752,3.515,3.361,3.161,2.963,2.828,2.62,2.526,2.439
1-212.txt_299,23.025,12.042,6.502,6.396,5.338,4.944,4.731,4.372,4.163,3.995,3.841,3.445,3.339,3.243,2.968,2.951,2.807,2.682,2.537,2.341
1-212.txt_301,19.697,11.128,6.864,6.198,4.929,4.731,4.447,4.148,4.02,3.737,3.437,3.295,3.155,3.044,2.766,2.659,2.605,2.529,2.178,2.091
1-212.txt_303,19.631,11.396,6.759,5.827,3.639,3.412,2.788,2.08,1.834,1.415,1.146,1.042,0.818,0.603,0.482,0.373,0.272,0.204,0.126,0.002
1-212.txt_305,35.476,18.931,11.996,9.949,8.342,7.839,6.992,5.867,4.958,4.575,4.251,3.822,3.777,3.517,3.322,3.178,3.017,2.832,2.682,2.318
1-212.txt_307,20.881,11.357,6.418,5.858,5.105,4.909,4.704,4.253,4.12,4.1,3.713,3.466,3.265,3.191,3.051,2.831,2.605,2.493,2.395,2.12
1-212.txt_309,21.102,11.38,6.671,5.901,5.147,4.925,4.533,4.348,4.041,3.969,3.669,3.46,3.316,3.22,2.941,2.864,2.65,2.458,2.322,1.954
1-212.txt_311,21.424,11.476,6.602,5.877,5.323,4.912,4.731,4.357,4.183,4.033,3.835,3.607,3.37,3.289,2.931,2.846,2.776,2.438,2.396,2.122
