#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200
positive42-2.txt_gi|219815997|gb|ACL37113.1|,0.5912,-0.2352,0.2742,0.4072,-0.1661,-0.1135,-0.2404,0.9697,-0.2119,0.6175,0.3791,0.5906,0.1098,-1.3076,0.8138,-0.4764,0.0196,-0.0079,-1.5618,0.5814,0.2676,0.3465,0.5244,0.6025,0.8111,0.04,0.1738,0.4001,-0.5483,-0.7934,0.1163,0.4027,-0.3347,-0.1843,1.0211,0.1332,0.4379,-0.6999,-0.8028,-0.1068,0.2517,-0.125,0.5749,-0.325,-0.2368,0.1631,0.6039,-0.021,0.2914,-0.3292,0.3231,0.1053,0.3814,-0.4951,1.0594,-0.5399,-0.4791,-0.4089,0.2574,-0.669,0.7237,0.0788,0.9754,-0.5176,0.3418,0.434,-0.0381,0.817,-0.2976,-0.1235,0.387,0.0362,-0.0077,0.6024,1.0886,0.2199,0.4518,-0.5352,0.6257,-0.2476,0.321,-0.4318,0.6814,-0.3419,-0.0226,0.4016,0.5931,-0.0442,-0.1028,0.0495,-0.1556,0.3378,-0.2649,1.145,0.2092,-0.3136,0.3062,-0.1295,0.967,-0.1512,0.0953,0.0527,-0.1026,-0.4023,1.3244,0.0592,0.3966,0.9461,-0.3144,-0.1228,1.0531,-0.1178,0.2133,-0.6326,-0.4406,0.1187,0.4656,0.5336,-1.2782,0.6846,1.0103,-0.5177,-0.4163,0.1674,-0.1261,0.8761,0.109,0.4477,0.0246,0.3839,0.4024,0.4059,0.4155,-0.0432,-1.0701,0.0454,0.2842,-0.1198,0.7832,0.0602,0.1463,0.0327,0.5222,0.2925,0.314,-0.1885,-0.2688,0.4933,-0.3833,0.3639,0.3619,0.0342,0.3832,-0.6569,-0.3255,-0.1602,-0.3346,0.4801,1.2793,0.2255,0.3193,-0.1125,-0.8455,-0.0255,0.6556,-0.0944,0.1281,0.1881,-0.0229,0.2643,0.6009,0.4096,0.0577,0.7321,-1.0782,0.0965,0.3939,0.2761,-0.2157,0.0998,0.0076,0.721,0.0819,-0.8097,-0.0895,-0.3182,0.035,-0.4465,0.5855,-0.0669,0.3609,0.1117,-0.3487,1.1341,-1.2005,0.3338,-0.0279,0.1883,-0.1878,0.151
positive42-2.txt_gi|62486|emb|CAA48138.1|,0.0361,0.2949,1.3939,1.7363,1.2446,-0.5082,0.1782,1.4414,1.319,0.8565,1.6872,-0.0863,0.8131,0.5008,1.0702,-0.4926,-0.3215,0.4385,1.4426,0.7263,0.319,1.671,1.6884,2.3681,0.4058,1.8154,1.2519,0.7113,0.7154,0.8912,1.8901,1.8689,1.4452,0.9222,1.5661,0.1162,0.8778,-0.4254,-0.309,0.9676,0.0293,0.2149,0.1332,-0.4373,0.5114,-0.3058,0.2923,-0.0286,0.7566,0.8963,-0.0281,-0.212,0.1791,0.282,0.4677,0.3325,-0.5213,-0.7485,1.5415,0.2535,0.3676,0.7231,-0.2206,0.0174,0.7063,1.4919,0.5024,-0.4277,0.8438,-1.3257,-0.066,0.8381,-0.2348,-1.0515,1.3224,0.0804,0.5567,0.6074,0.9707,-0.6595,-0.2223,0.1169,0.1056,-0.469,-0.4733,-0.5283,1.1008,-1.2314,-0.0992,-1.3093,-0.7398,0.6599,-0.472,-0.8605,0.9511,0.3704,-1.3014,-0.6151,-0.6097,-0.6187,-0.1047,-0.4475,-0.2761,-1.5973,-0.1784,1.0734,-0.3014,0.2887,1.6268,-0.7857,0.1211,1.1057,-0.246,-2.6246,0.0385,-0.5948,-0.0873,0.165,-0.2712,-0.7788,0.4057,0.3521,-0.1071,0.1248,0.422,-0.0541,0.9581,-0.5328,0.0116,-1.6827,-0.8161,0.6778,-0.2286,-2.2903,0.3919,-0.1887,0.1235,1.506,0.1669,-0.7145,-0.2275,-0.007,0.6364,-1.2078,0.1296,-0.2001,-1.1082,-1.2182,0.4112,-0.5921,0.1774,0.479,-0.7304,-1.3397,-0.2767,-0.3453,0.1523,-0.6451,-0.7411,-1.04,0.3969,-0.1315,-0.5477,0.4226,-0.4418,-0.1791,0.1505,-0.756,-0.1428,0.036,-0.3189,0.1091,0.5659,-1.1432,-0.5997,-0.2118,0.4018,0.0731,0.0194,-0.2104,-0.4078,-0.1852,0.1077,-0.3565,0.1548,0.1269,-0.0159,-1.1561,0.252,-0.3126,0.9547,0.2558,-0.888,1.8087,-0.4308,0.3554,0.5503,-0.479,0.0337,-0.1553
positive42-2.txt_gi|20177826|sp|Q9Z1I7.1|APHR_MESAU,0.179,0.392,1.5395,2.6816,1.8005,-0.1613,1.5387,0.8889,1.1984,0.9326,1.6508,0.5243,1.0054,2.1985,0.8536,0.1196,-0.1751,0.8725,1.8187,1.3606,0.2104,0.1051,0.981,1.3815,0.7567,0.126,-0.1915,0.9093,0.0401,0.7377,1.538,0.5363,1.3445,0.926,1.2279,0.2959,0.1593,0.6365,1.6475,0.726,-0.0078,0.1342,-0.1234,0.0106,-0.1575,0.74,1.2279,-0.4541,0.5259,0.4819,0.1728,0.1163,-0.4046,0.3398,-0.0813,-0.0137,-0.8863,0.2601,2.1091,0.8593,0.0111,0.2277,-0.9447,-0.2664,-0.2927,-0.0177,0.3652,-0.0393,0.5282,-0.7454,-0.3551,0.6951,0.4739,-1.063,0.291,0.0172,-0.2286,-0.084,1.4407,-0.9087,-0.6446,0.0148,-0.0268,-0.5096,-0.5789,-0.5624,-0.8155,-1.2258,0.7455,-1.031,-1.2045,-0.2752,-1.1319,-1.6886,-0.0092,0.0723,-0.6785,0.8269,0.1907,-1.1175,-0.7169,0.0579,-0.275,-1.2865,-0.0113,0.5171,0.6252,0.0703,0.2848,-0.6099,-0.3191,0.685,-1.0611,-0.4645,-0.7329,-0.176,0.2469,-0.2104,0.1161,-1.1376,-0.0464,-0.5826,-0.8851,-1.553,-0.0179,-0.1962,0.0089,-0.3862,0.2345,-1.0153,-0.6377,0.3345,-1.0042,-1.0895,-0.4291,-0.2338,0.1353,0.4534,0.329,-1.0438,0.2911,-0.1762,-0.265,-1.6281,-0.0494,-0.4895,-1.4139,0.3184,-1.2817,-0.6186,-0.1049,0.4949,-0.0072,-2.2932,-0.7325,0.0038,0.2466,-0.8581,-1.018,-1.3965,0.2004,0.0983,-0.2025,-0.6169,-0.6259,-0.8649,-0.5205,-0.2725,0.2577,-0.2318,0.299,-0.0479,-0.117,-0.314,-1.5044,-0.2877,0.1808,-0.785,-0.1831,-0.5835,0.0591,-0.3202,-0.2484,0.0445,-0.4134,-0.1967,0.1601,-0.4234,0.6558,0.0302,0.363,-0.1853,0.0512,-0.2195,-1.2606,-0.4297,0.2495,-0.3685,0.2002,0.1446
positive42-2.txt_tr|Q86PT3|Q86PT3_ANOGA,0.007,-0.0969,0.1853,-0.1647,-0.083,-0.1714,-0.4183,0.4252,-0.0788,0.4233,0.3422,-0.2907,0.4927,-0.3065,-0.3132,-0.1564,0.1141,-0.111,-0.1928,0.5012,-0.0746,-0.2862,-0.1551,-0.426,0.3854,0.0122,-0.2496,-0.3887,0.5394,-0.6041,-0.5046,-0.2422,-0.1189,-0.3425,-0.1061,-0.1626,0.1137,0.0286,0.5497,-0.2118,-0.0143,0.2722,1.1699,0.6726,0.6868,0.3131,0.6273,-0.0804,-0.0707,0.2194,0.51,0.1832,0.1849,0.3019,0.0798,0.0203,-0.057,0.1693,0.1691,0.3873,-0.0232,0.0037,0.0198,0.1497,0.0302,0.1028,0.305,-0.2401,0.0915,-0.1218,0.0794,0.2509,-0.007,-0.3857,-0.1928,-0.3206,0.0236,-0.0312,-0.0867,-0.1267,0.1846,0.0399,-0.0785,-0.3795,0.7845,-0.1262,-0.5251,1.00E-04,-0.06,0.1667,-0.0226,0.1195,-0.0168,0.1252,0.2988,0.153,0.3703,-0.0327,-0.1227,0.1409,0.3464,-0.166,0.4435,-0.4485,-0.2339,-0.0489,-0.2623,0.7855,0.2631,-0.0444,-0.0532,-0.3542,0.137,-0.4565,-0.1492,0.0573,0.1126,-0.1256,-0.3454,0.0238,0.2551,-0.0627,0.6615,0.9329,0.9983,0.198,0.7884,-0.0806,0.6644,-0.2573,0.2059,0.3857,0.396,0.1335,-0.0876,0.1007,0.0274,0.1163,0.0504,-0.1367,-0.0389,-0.2291,0.4366,0.2086,-0.1936,-0.1225,0.1362,-0.761,0.1824,0.2071,0.0032,-0.2611,0.1158,0.0191,0.0087,-0.0951,-0.4803,0.0081,0.0338,0.39,0.0961,0.1028,0.2063,-0.2037,0.1186,-0.1259,-0.3945,0.6675,0.6413,-0.4661,-0.66,0.2075,-0.2099,-0.218,-0.2181,0.1934,-0.1135,-0.0986,0.4059,-0.1749,0.0608,-0.1316,-0.5699,0.0745,-0.354,-0.1379,-0.0371,-0.2036,-0.4991,-0.0622,0.3515,-0.2478,0.1983,0.1713,0.0496,-0.1705,-0.0508,-0.0729,-0.071,-0.1774
positive42-2.txt_AGAP009281-RA,0.0672,0.4052,0.1844,0.0423,0.2388,0.1617,-0.2696,0.8411,0.4637,0.1812,0.4108,1.0416,-0.4566,-0.9569,1.3562,-0.3848,-0.3985,0.747,-0.9753,0.8953,0.3381,1.0573,1.0562,1.2518,1.0841,0.2623,0.8119,0.6654,-0.6111,0.3383,0.4442,1.7253,-0.2783,0.6433,2.276,0.1448,0.7165,-0.2322,-0.0132,0.8273,-0.0076,-0.2152,0.774,0.0513,0.552,-0.2969,0.2559,0.8908,0.2284,-0.4489,0.2086,-0.166,0.0843,-0.4106,1.6999,-0.0521,0.3158,-0.574,0.0395,-0.1959,0.1592,0.0066,0.7498,0.2651,1.8492,0.5466,0.188,0.1679,1.1514,-0.3866,0.2448,0.6909,0.076,0.1541,1.1173,0.0569,0.8219,-0.1924,0.2038,-0.4399,0.1743,-0.6803,-0.2058,-0.2583,-0.2645,0.4192,0.7795,-0.0794,-0.3049,-0.9474,-0.1541,-0.5411,-0.1354,0.2845,0.5269,-0.5317,-0.0564,-0.6896,0.7299,-0.9216,0.4137,-0.0043,-0.5058,-1.0177,0.4509,-0.651,-0.3724,1.2912,-0.0675,-0.0704,0.898,0.5921,0.4324,0.5866,0.0457,-0.0084,-0.0618,-0.0042,-1.3996,0.6286,0.3453,-0.1556,0.2196,-0.6053,0.3278,0.2099,-0.7762,0.4676,0.2305,0.1921,0.581,0.1422,0.1859,-0.3739,-0.5808,-0.0555,0.359,1.2094,0.9282,-0.6114,-0.1673,-0.5128,-0.0815,-0.9523,-0.1107,-0.3124,-0.2445,0.4289,-0.4705,0.0292,0.5838,0.4317,0.0079,0.1837,-0.5065,-0.1666,-0.1855,1.072,-0.8179,-0.5223,0.5681,0.4031,0.2047,-0.4867,0.0476,0.4889,-0.5948,0.2593,-0.2457,-0.1014,0.8775,0.6856,-0.3203,-0.1709,-1.16,-0.3926,0.3645,0.9227,-0.1379,-0.2751,-0.0996,-0.211,-0.2352,-0.5711,0.1024,-0.0227,0.3143,-0.8556,0.4271,0.2383,-0.3282,0.7221,1.0056,-0.0031,-0.6588,0.3649,0.2238,-1.1589,-0.0725,-0.1818
positive42-2.txt_gi|156968281|gb|ABU98612.1|,-0.0293,-0.2797,0.2167,0.0359,0.5115,0.1017,-0.1653,0.7099,-0.2054,0.46,-0.0278,-0.0742,-0.0101,-0.386,1.2371,-0.1585,-0.1932,0.2692,-0.7481,0.574,0.1735,0.5132,0.565,1.1392,0.569,0.2759,0.653,-0.177,-0.5416,-0.2078,0.1068,0.5093,0.1589,0.0382,1.1355,0.0163,0.3258,-0.0167,-0.7002,-0.0143,-0.1176,-0.2821,-0.3544,-0.5844,0.2694,-0.042,0.2294,-0.3632,0.4599,-0.1407,-0.2251,0.0621,0.2097,-0.3318,1.0852,-0.3111,-0.3318,-0.3628,-0.136,-0.2816,0.001,-0.0758,0.2659,-0.8267,0.3035,0.2656,0.012,-0.4623,-0.0515,-0.5744,0.0391,0.2723,-0.3459,0.0367,1.0883,0.2416,0.2205,-0.4708,-0.2045,-0.5321,-0.0274,-0.3759,0.1835,-0.3169,0.1869,-0.1982,0.3451,-0.0205,-0.4356,-0.5566,-0.2413,-0.3577,-0.1685,0.5638,0.256,-0.2825,0.0485,-0.6529,0.2074,-0.3146,0.0737,0.0573,-0.1673,-0.4143,0.5521,0.3262,0.3358,-0.0164,-0.1459,-0.0301,0.2894,0.5179,0.2759,-0.1817,-0.0881,0.0565,-0.4029,0.0835,-0.6327,0.5889,0.2901,-0.0941,-0.1513,-0.4544,0.548,-0.0995,-0.4757,0.2651,0.2842,0.0675,0.2828,0.1219,0.0413,0.282,-0.873,-0.0516,0.0254,0.5717,0.796,-0.2779,-0.2537,0.2604,-0.1398,-0.1659,0.1115,0.1922,-0.0516,-0.083,-0.4457,0.1383,0.2946,0.0848,0.0505,-0.2894,-0.4851,-0.1692,-0.1093,0.2846,-0.6743,0.2716,0.3384,0.1816,-0.1716,-0.1179,0.1619,-0.2093,-0.52,-0.191,0.0465,0.0015,0.338,0.4726,0.335,-0.4462,-0.9663,-0.4598,0.2325,0.4987,0.2073,-0.2312,-0.108,0.3708,-0.1331,-0.0232,-0.3775,-0.0534,0.2996,-0.4919,0.3717,-0.121,0.1004,0.293,-0.0722,0.5415,-0.6572,0.4336,0.3203,-0.335,0.7614,-0.3908
positive42-2.txt_gi|20178087|sp|P81608.1|SAL_PIG,0.4883,0.19,1.146,1.7157,1.1233,0.1392,0.86,0.5732,0.521,0.4804,0.6577,0.4976,0.6661,1.0474,1.2026,0.2444,-0.3274,-0.1918,0.7275,0.8649,0.7972,0.5811,1.2042,1.5411,0.9922,0.9846,-0.1441,0.4398,0.594,0.3471,1.5493,0.6959,1.6581,0.7368,2.1423,0.4034,0.8658,-0.1444,-0.0431,0.5833,0.2632,0.2207,-0.3946,-0.1062,0.8913,0.6593,0.9602,-0.1005,0.9974,0.3352,-0.0555,0.3426,-0.5634,0.7501,1.3461,0.0047,-0.2846,0.2545,0.9799,0.3423,0.7237,0.3448,-0.7201,-0.2284,-0.5193,0.7577,0.5341,0.1776,0.3597,-0.2034,0.2489,0.6471,0.4564,-1.8382,0.8153,0.0135,0.3054,-0.5863,1.6051,-0.5252,-0.0675,-0.4345,0.0155,-0.309,0.1924,-0.0078,0.2529,-0.7224,0.2367,-0.4186,-0.5805,0.0775,-1.6012,-0.4569,0.6457,0.0135,-0.6818,0.7134,-0.4112,-0.04,-0.241,0.2075,-0.0786,-1.62,-0.6339,0.8596,0.0854,-0.2411,0.4691,-0.4632,0.1115,0.7524,-0.664,-0.531,-0.3961,-0.0461,0.5786,0.1814,-0.3165,-0.5262,0.6262,-0.2955,-0.9496,-1.5376,0.6781,0.1061,-0.2621,-0.2811,0.0193,-0.282,-0.458,-0.0302,-0.518,-1.9293,-0.4438,0.0251,0.0788,-0.1973,-0.6028,-0.8291,0.2902,0.1304,0.4195,-0.7357,-0.1787,-0.0114,-1.0889,-0.191,-0.4737,-0.4352,0.1091,0.7841,0.0692,-1.2664,-0.421,0.1353,0.1054,0.2352,-0.6478,-0.8511,0.4076,0.006,-0.1084,-1.1063,-0.224,-0.8659,-0.0412,0.4648,-0.0024,-0.56,-0.6012,0.427,-0.275,-0.9038,-1.0297,-0.1535,-0.0386,0.1329,0.3138,-1.1471,0.0608,0.0377,-0.0413,0.0244,0.2054,-0.2422,0.197,0.468,0.3084,0.6971,0.8664,0.278,0.0407,0.7086,-0.8903,0.1991,0.504,-0.3608,0.0468,0.1098
positive42-2.txt_gi|75062228|sp|Q5VFH6.1|ALL4_FELCA,0.5724,0.3608,0.8681,1.1546,1.2108,-0.2799,0.7622,0.6881,0.9467,0.7372,1.1771,0.516,0.7055,1.2858,1.1578,-0.2495,-0.343,0.6419,1.5098,1.1024,0.5174,0.9395,1.2699,2.1121,0.913,1.1476,0.0107,1.37,0.3748,0.7578,1.3843,1.0618,1.2427,0.5366,1.3502,0.6621,0.8648,0.3533,0.8356,0.5918,0.08,0.0689,0.0618,-0.1199,0.1527,0.3771,1.2378,0.0215,0.9469,0.514,0.2742,0.4865,-0.2088,0.264,-0.0837,0.0887,-0.4591,-0.3553,1.3371,0.7425,0.5672,0.5634,-0.4123,0.1566,-0.0168,0.7575,1.0938,-0.2869,1.2414,-0.3005,0.1604,0.7401,0.2524,-1.4128,0.4298,0.1634,0.1422,0.0171,0.8758,-0.8415,-0.2121,-0.0924,0.2796,-0.4312,-0.2435,-0.3658,1.0842,-0.7403,0.9324,-1.4577,-0.6207,0.1558,-0.6589,-0.574,0.3486,0.1648,-0.8134,0.2775,-0.1487,-0.7136,-0.2278,0.0597,0.2171,-1.4413,0.2052,1.3115,0.1833,-0.304,0.056,-0.7633,0.119,0.3437,-0.6987,-1.1445,-0.5447,0.0695,0.0836,0.5067,0.3321,-0.8453,0.3745,-0.2696,-0.6529,-0.876,0.5748,-0.6046,-0.5747,-0.3073,-0.4139,-0.6332,-0.3319,0.1809,-0.1097,-2.3285,-0.7738,0.0827,-0.4757,0.595,-0.3675,-0.9738,0.0956,0.1364,0.2271,-1.3707,-0.2143,-0.3572,-0.6412,-0.0511,-0.0237,-0.2913,-0.3195,0.5313,0.074,-1.2747,-0.1422,-0.0815,0.1636,-0.429,-0.5735,-0.9016,-0.0821,0.2445,-0.0166,-0.611,-0.4473,-0.4052,-0.3276,0.0339,-0.5615,-0.1189,-0.1352,0.1869,-0.0999,-1.0755,-1.2358,-0.3741,-0.2164,-0.0568,0.543,-0.3299,-0.1695,-0.4033,-0.2472,-1.1801,-0.143,0.3315,-0.5434,-0.097,-0.469,0.4295,0.5174,0.6065,0.3132,0.6413,-0.0746,0.4374,0.2591,-0.8122,0.4889,-0.6045
positive42-2.txt_gi|172051154|gb|ACB70352.1|,-0.2985,0.2314,0.1575,-0.2852,0.8986,0.6143,0.4836,-0.4942,0.023,0.7884,0.5683,0.7067,0.2432,1.4181,0.9292,0.1394,0.2821,0.0094,-0.0463,0.5576,-0.122,-0.1986,-0.1029,-0.5612,0.1838,0.1509,0.1582,-0.3039,0.1075,-0.044,0.1038,-0.0699,0.1714,0.4424,0.0154,0.1151,0.4193,-0.3124,-0.0262,0.0183,0.5448,0.2851,0.3732,-0.5144,-0.3515,0.3071,0.0852,0.1978,-0.0607,-0.4287,-0.2526,0.7814,-0.1112,0.9863,-0.0437,0.4588,0.4367,0.6747,0.7058,-0.3129,-0.1019,0.1893,-0.3966,-0.4435,-0.1115,-0.3134,0.0288,-0.6794,-0.1991,-0.7997,-0.3297,0.1126,-0.0633,-0.4651,-0.2526,-0.3004,0.1428,-0.639,-1.0297,-0.7037,-0.2563,-0.291,-0.0202,-0.4284,-0.3779,-0.0872,0.1157,-0.2105,-0.2211,-0.4729,-0.3083,-0.457,-0.0389,-0.6405,-0.1615,-0.0629,-0.1347,-0.2653,-0.7358,-0.8447,-0.152,0.0601,-0.5333,0.0057,-0.4293,-0.3506,-0.1363,-0.2483,0.164,-0.3777,-0.5682,0.2497,-0.1573,-0.0267,-0.0854,0.2402,0.3999,-0.1569,0.0133,-0.3,0.057,0.2253,0.0855,-0.0065,0.0766,-0.0785,-0.0808,-0.0727,-0.1631,0.191,0.5085,-0.1856,-0.0082,-0.1076,0.0249,-0.2789,-0.0727,-0.3383,-0.3363,0.0063,-0.1428,-0.2513,-0.1686,0.4629,0.051,0.2597,0.0791,0.4083,0.5664,0.7956,0.3302,-0.3376,0.1921,-0.5692,-0.15,-0.0513,0.0703,-0.7221,-0.7417,0.481,-0.3623,0.4062,0.6716,0.2113,0.0336,0.494,0.6818,-0.7295,-0.1048,0.3691,0.0759,1.0181,0.0029,0.2716,0.1861,0.0687,0.6533,0.2938,-0.5456,0.3121,0.8017,0.0401,0.0312,-0.8835,0.2294,-0.0943,0.2217,0.7512,0.1408,0.3119,0.0875,0.1242,0.2151,0.3578,-0.067,0.2586,0.923,0.338,-0.1363,0.2756
positive42-2.txt_gi|149287112|gb|ABR23455.1|,0.1853,-0.1893,-0.2724,0.2729,-0.3351,-0.3993,-0.2723,0.0189,-0.2056,0.4152,0.3837,-0.5288,0.1925,-0.1593,-0.1128,-0.0504,-0.0104,-0.1723,-0.3503,0.397,0.0773,-0.0388,0.4643,0.0081,0.3422,-0.1295,0.2317,0.1199,-0.0766,0.5723,0.251,-0.0204,0.1461,0.2181,0.7482,0.3909,0.5251,-0.2784,-0.1386,0.3411,-0.0261,0.2486,0.2794,0.3645,-0.0385,0.7133,0.5695,0.2465,0.2398,0.0529,0.1401,0.4471,-0.1109,0.2104,-0.2133,-0.0268,0.0409,-0.2027,-0.2635,-0.1126,-0.2049,0.2959,0.228,-0.4205,-0.5211,0.2804,0.0337,0.7382,-0.199,0.0966,0.1343,0.1499,0.0109,0.4099,0.2455,0.28,-0.2667,-0.0103,0.2571,-0.2186,-0.3185,0.2052,-0.1276,-0.1917,-0.4695,-0.0726,-0.0418,-1.3645,-0.251,-0.6094,-0.9978,-0.037,-0.5024,0.0733,-0.193,-0.6065,-0.1731,-0.2814,-0.2515,-0.3451,-0.1973,0.0743,0.2169,-0.6931,-0.578,-0.0765,-0.4615,-0.7776,-0.3243,0.1049,-0.243,0.0064,-0.1477,-0.1735,0.2323,-0.0643,-0.0715,-0.2282,-0.6209,0.2242,0.1646,0.0769,0.2337,-0.1145,-0.0916,0.0039,0.3742,-0.1001,0.5232,0.3433,0.1927,0.2594,0.0684,-0.0151,-0.1014,-0.2329,0.0459,-0.2662,-0.2025,0.5305,-0.0174,-0.3488,0.0844,-0.0441,0.8983,-0.3105,0.1364,0.6484,-0.3146,0.0448,0.0628,-0.4692,0.1953,0.596,0.5597,-0.039,0.2404,0.1715,0.5763,-0.0454,0.1479,0.0017,-0.1044,-0.2344,-0.1989,-0.0798,-0.2956,-0.4074,0.1175,0.2168,-0.1904,0.1388,0.1611,0.2556,-0.0475,0.1559,0.4044,0.5517,0.5083,0.3165,0.2891,-0.1635,0.5895,0.579,0.589,-0.2644,0.5987,1.2885,0.2155,0.9696,0.749,-0.3074,0.2602,0.0349,0.6195,0.1167,0.1209,0.0319,-0.1711,0.7943
positive42-2.txt_gi|149287084|gb|ABR23441.1|,0.2231,0.117,0.7326,0.5937,0.8778,0.1098,0.3702,-0.7588,0.0967,-0.1412,-0.0267,0.3145,0.0197,0.3268,-0.1067,0.0437,-0.274,0.1152,-0.0487,0.0195,-0.1094,-0.1373,-0.3523,-0.4728,-0.8566,-0.0627,-0.7821,0.1397,0.1246,0.1851,-0.0769,0.0313,0.0239,0.0676,0.0257,-0.3241,-0.1387,-0.1917,0.5153,0.0542,-0.1837,0.162,-0.3636,0.0292,-0.2187,0.0323,0.241,-0.765,-0.1756,-0.1063,-0.0038,0.3828,0.129,-0.4747,-0.2539,0.0486,0.2177,-0.1434,-0.6338,0.0198,-0.0907,0.3139,-0.1653,-0.1561,-0.1977,0.0132,0.0705,0.9101,0.0947,0.5325,0.5518,0.2509,0.1696,-0.0189,0.5334,-0.0294,-0.2076,-0.1322,0.3538,0.4348,0.0781,-0.2979,-0.1164,-0.3558,-0.113,-0.4124,-0.5142,-0.2999,-0.1588,-0.1828,-0.1323,-0.2319,-0.0078,-0.3892,-0.1047,0.0766,-0.2909,-0.3641,-0.2982,-0.0373,-0.0641,0.0568,0.0797,0.2237,0.3718,0.2278,0.4358,0.283,0.3948,0.115,0.1278,0.2485,0.011,0.4787,0.6006,-0.0939,0.1903,0.3838,0.4139,-0.0812,0.1958,0.0442,-0.0508,-0.6061,-0.118,-0.0759,-0.2833,-0.4471,0.0719,-0.4825,-0.4691,-0.145,-0.1162,-0.552,-0.3543,-0.1192,0.2417,-0.3568,-0.5022,-0.2282,-0.1305,-0.5234,-0.1765,-0.2712,-0.326,-0.498,-0.6181,0.1829,-0.1469,-0.465,-0.0854,-0.6062,-0.0945,-0.1905,0.1326,-0.106,-0.0872,0.0532,0.038,-0.6329,-0.0444,-0.0398,0.3996,0.6566,0.1754,0.0502,0.4553,-0.0697,0.025,-0.0464,0.193,0.188,0.0736,0.158,-0.0246,0.0074,-0.0117,-0.1594,-0.0616,-0.0765,-0.1941,-0.0597,0.2666,0.1218,-0.2164,0.1677,0.3841,1.0685,0.1499,0.6849,0.913,0.0432,0.3288,0.0588,0.412,0.2699,0.0674,0.0623,-0.0744,0.1854
positive42-2.txt_gi|114153056|gb|ABI52694.1|,0.2204,-0.1068,-0.315,-0.8147,0.4041,-0.1614,-0.694,0.576,0.0039,0.1572,7.00E-04,-0.2341,0.4171,0.0733,0.3698,0.0659,0.1184,-0.3079,0.0665,0.0612,0.1663,-0.2505,0.6248,0.5955,-0.162,-0.0893,-0.1124,-0.1296,-0.245,0.3125,0.1936,0.0992,0.1954,0.4297,0.2617,0.2295,0.0391,-0.0997,-0.1388,0.3867,0.6458,0.4311,0.1028,1.0267,0.2474,0.7119,0.1649,-0.5938,0.4197,0.2344,0.5697,0.5231,0.6705,0.1684,0.8091,-0.3514,-0.3365,0.425,0.2345,0.4597,0.5207,-2.00E-04,-0.0729,-0.6749,-0.5406,-0.4981,-0.1324,-0.262,-0.0829,-0.4274,-0.6891,-0.3392,-0.0407,-0.2116,-0.0966,0.114,0.5231,-0.608,-0.3328,-0.2494,0.1478,-0.1325,-0.4715,0.5149,0.1287,-0.2134,0.4627,-0.4351,-0.0502,0.2383,-0.185,-0.0788,-0.0117,-0.1622,-0.4303,-0.4048,0.0683,0.105,-0.7222,0.2349,0.1086,0.1488,-0.0227,-0.5281,-0.289,-0.0164,-0.1646,-0.7407,-0.0204,-0.2498,0.1075,0.1183,0.1824,-0.6695,-0.2989,-0.2317,-0.0532,-0.6618,-0.9355,-0.152,0.0787,-0.3484,-0.0598,-0.5116,-0.2886,-0.6077,-0.2035,-0.2264,-0.4787,0.3069,0.0601,-0.2372,0.1006,-0.3323,-0.2332,0.123,0.1955,-0.3488,-0.6409,0.2889,0.2414,0.3839,-0.0974,0.6892,0.7579,0.3151,0.2882,0.0847,0.3056,0.0281,-0.2556,0.4528,0.1548,-0.1004,-0.1965,-0.1636,-0.0886,-0.3416,-0.3452,0.1819,-0.0963,-0.1816,0.0821,-0.2644,0.0871,0.0517,0.2,0.1141,-0.0897,0.0478,0.6803,-0.5932,0.3293,-0.2305,0.0638,0.1292,0.0562,-0.2505,0.0687,-0.0272,0.1845,-0.2252,-0.043,0.208,-0.498,-0.4367,-0.3398,-0.056,-0.0646,0.3294,0.1897,-0.0614,0.1325,-0.1589,0.8462,0.0092,-0.0657,-0.2789,-0.5787,0.3351
