#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
trpos2840.txt_allergen_2020,-0.3659,-0.939,-1.1585,-1.2378,-2.0732,-0.8598,-0.5671,0.3598,-1.6585,-2.4817,-2.4573,-0.3415,-1.8537,-2.5793,-0.122,-0.5366,-1.189,-2.9024,-2.1524,-2.0488,5.3497,8.7914,4.5092,8.454,17.227,4.8344,10.2393,15.2822,6.9018,4.8773,3.9877,7.7607,3.6994,7.7546,15.7423,4.2331,3.6012,6.2638,6.908,4.0184
trpos2840.txt_allergen_1400,-1.2317,-1.378,-1.4146,-0.9268,-3.0244,-1.1463,-0.5366,-2.4756,-1.8659,-1.7317,-1.5244,-0.5,-0.2927,-1.7561,-3.4878,-1.2927,-1.3293,-3.8659,-1.939,-1.7439,7.3827,15.8025,16.4321,35.0494,9.8272,14.4691,22.9753,17.5185,11.1852,22.2346,18.7407,19.3333,14.7531,34.6914,5.4691,11,11.7284,14.037,15.2346,14.1358
trpos2840.txt_allergen_730,-0.6656,-1.5756,-1.4107,-1.4214,-3.087,-0.9542,-0.7924,-2.1115,-2.0611,-1.3374,-1.5481,-0.7908,-1.6046,-2.3786,-2.3969,-0.826,-0.8382,-4.0229,-2.4214,-1.1527,9.208,12.656,13.6911,18.8914,10.2599,11.1315,15.8303,13.867,11.4404,20.3333,16.1086,12.9572,11.6391,16.3104,12.5031,9.0994,9.2492,8.1667,11.5138,15.0642
trpos2840.txt_allergen_2083,-0.994,-2.3862,-1.1018,-1.4701,-3.0299,-1.0778,-1.6677,-1.488,-2.2754,-1.4491,-1.6796,-1.6766,-1.7305,-1.5479,-2.1497,-0.1647,-0.3772,-3.2725,-1.2934,-1.1138,6.5976,7.021,15.3964,17.8769,11.1562,12.5495,10.03,19.8408,8.0781,19.3033,15.6607,8.8559,10.0901,20.5465,13.7628,10.1922,12.003,14.6517,18.045,14.024
trpos2840.txt_allergen_3239,-0.7877,-1.3184,-0.5991,-1.5354,-2.1038,-0.9693,-1.2547,-1.5778,-1.4481,-1.8491,-1.9481,-0.8491,-1.5778,-2.0495,-1.5425,-0.4505,-0.8632,-2.3821,-1.1392,-1.4269,7.7045,9.0307,16.1773,11.8298,25.7896,11.0024,9.4563,14.7139,12.6312,11.539,7.7494,9.0993,9.1466,11.7565,12.818,7.5248,7.5248,18.8652,17.5863,11.5201
trpos2840.txt_allergen_2555,-0.9167,-1,-0.9583,-1.4583,-2.125,-0.25,-0.6667,-2,-1.4167,-1.3333,-0.9167,-0.875,-0.4167,-1.375,-0.875,-0.4583,-0.0417,-1.75,-1.25,-1.0417,0.6957,6.6957,10.5652,9.4348,2.1304,11.1739,13.5652,7.6957,3.2609,8.3913,13.5652,4.2609,7.3913,14.3913,22.4783,4.3913,4.1304,10.7826,5.3478,3.4783
trpos2840.txt_allergen_1585,0.5,-1.2843,-1.2255,-1.4804,-1.9706,-0.7353,-0.7353,-1.5588,-1.6765,-1.4314,-1.6569,-0.5686,-1.1078,-1.9902,-1.1078,-0.0392,-0.1373,-2.5196,-1.4314,-0.902,11.7723,6.6238,6.9307,8.604,3.9307,7.8218,10.9406,7.2475,3.8317,10.6139,7.2871,11.604,4.495,15.2376,11.7822,4.9406,6.5149,4.7525,9.7624,10.1683
trpos2840.txt_allergen_3524,-0.9223,-1.4706,-1.0525,-1.438,-2.7153,-1.0095,-1.146,-1.7836,-1.3729,-1.4601,-1.4002,-1.2784,-1.3393,-1.5032,-1.8183,-0.6439,-0.5945,-2.3393,-1.1576,-1.1019,6.4322,10.8896,12.081,15.0936,8.715,9.5584,10.6824,14.7424,13.6488,13.6551,13.5405,7.98,10.0379,18.4763,17.2755,7.7729,8.6299,20.8675,18.0336,11.9947
trpos2840.txt_allergen_2284,-1.0562,-1.4073,-1.2753,-1.3118,-2.5534,-1.0674,-0.9213,-2.0449,-1.6264,-1.3876,-1.236,-0.8062,-1.2781,-2.0253,-2.2472,-0.8848,-0.9831,-3.2022,-1.8933,-1.2837,6.431,12.893,14.0423,18.9268,13.5718,9.7746,13.4704,16.0338,13.3296,17.3352,19.031,13.8676,11.6282,18.6507,12.6394,9.7887,7.2704,10.9493,13.2085,12.2366
trpos2840.txt_allergen_3271,-0.3522,-1.6087,-1.1652,-1.8435,-1.8304,-1.2304,-1.7261,-1.1522,-1.7304,-1.787,-1.8739,-1.3913,-1.6174,-1.9783,-1.5783,-0.3957,-0.487,-2.7609,-1.9043,-1.3348,8.1441,10.9127,13.7336,13.9039,23.7642,9.8996,8.131,17.7293,8.2751,9.8996,9.262,8.0611,5.3406,18.0961,16.4454,9.3668,11.0349,11.7773,13.1048,8.6376
trpos2840.txt_allergen_931,-0.3518,-1.4853,-1.0163,-1.0228,-2.202,-0.8502,-0.4397,-0.013,-1.7752,-1.4463,-1.4169,-1.1205,-1.3974,-2.1922,-0.5472,0.2573,-0.4691,-2.7622,-2.1205,-0.9316,3.0327,4.1013,5.4216,9.7843,1.9216,5.1307,12.0098,20.3889,3.6405,10.5752,11.9542,2.8595,3.6961,6.6797,19.219,9.951,4.0915,2.5327,2.1503,10.902
trpos2840.txt_allergen_1212,-0.9605,-1.5954,-0.9704,-1.5724,-2.4671,-1.1086,-1.3289,-1.852,-1.7401,-1.5592,-1.6349,-1.0395,-1.4704,-1.8849,-2.0592,-0.6645,-0.8618,-3.148,-1.6217,-1.398,7.2871,12.0198,15.6535,16.4488,17.5215,9.7921,9.1716,18.6601,14.3729,15.1089,13.7294,9.9505,10.7327,17.7624,17.2739,7.9274,8.3003,10.3036,14.7987,13.6634
trpos2840.txt_allergen_1420,-0.4831,-0.3333,-1.0749,-0.8727,-2.4757,0.0749,0.5094,-1.7603,-0.7228,-1.6479,-1.3783,0.3933,-0.8689,-2.0225,-1.8801,-0.4757,-0.6367,-2.4831,-1.2846,-1.382,4.9662,7.6842,4.8647,9.3496,5.1692,6.3346,13.6617,7.1805,10.4211,10.282,11.8383,12.6278,7.4624,6.5489,1.7519,4.6241,3.5301,3.9474,6.9248,7.9549
trpos2840.txt_allergen_161,-0.7436,-1.2479,-1.1111,-1.3419,-2.5556,-0.8803,-0.9573,-1.8462,-1.4359,-1.8718,-1.4872,-1.2564,-1.359,-1.9316,-1.7094,-0.7521,-0.9487,-2.3504,-1.3675,-1.2991,8.2069,15.9828,10.1379,16.3621,13.0172,9.6552,11.9483,13.2931,9.3621,10.7069,12.8621,7.2931,8.569,13.3793,18.4828,5.6293,6.3017,26.681,17.3621,11.7672
trpos2840.txt_allergen_1682,-0.4275,-2.0305,-1.5267,-1.9466,-2.3206,-1.145,-1.7634,-1.0992,-2.0916,-1.7328,-1.8168,-1.313,-1.4733,-2.4122,-2.542,-0.916,-0.8473,-3.5954,-2.1527,-1.1679,9.2769,10.9692,10.9231,15.4308,13.8846,13.2538,9.9077,23.6846,13.6615,18.2231,14.6846,12.3923,13.9308,13.4154,11.7923,7.7154,8.9769,12.0231,16.7231,14.8231
trpos2840.txt_allergen_2493,0.1667,-1,-1,-1.3333,-1.5833,-0.4167,-0.4167,-1.25,-1.75,-0.5,-1,-0.5833,-0.5,-1.9167,-1.5,0.1667,0,-2.6667,-1.6667,0.1667,2,2.6364,4.3636,3.7273,2.5455,8.4545,9,9.0909,2.1818,13.7273,5.7273,4.6364,2.9091,1.7273,0.6364,6.4545,4.5455,0.5455,0.6364,12.6364
trpos2840.txt_allergen_694,-0.0956,-0.995,-1.3296,-1.0151,-3.2604,0.7899,0.317,-0.3723,-1.6906,-2.4264,-2.0403,0.2642,-2.1535,-3.0604,1.5358,0.6679,0.122,-3.6629,-2.3044,-1.4541,3.8388,4.8955,3.3073,4.3086,6.4043,8.9408,5.6297,9.0693,7.5592,5.466,4.8816,5.0718,6.1688,5.5302,15.728,4.1259,3.1209,6.7179,7.4093,4.5945
trpos2840.txt_allergen_2178,-0.4286,-2.0827,-1.5038,-1.782,-2.2707,-1.1429,-1.7594,-1.0902,-2.1278,-1.6466,-1.7669,-1.2632,-1.4962,-2.3308,-2.5263,-0.8797,-0.812,-3.5263,-2.0902,-1.2256,9.0606,9.5682,10.9242,14.7424,13.8106,12.8712,9.9697,23.1742,12.7121,16.8561,13.25,12.4167,13.6136,13.3182,11.0833,8.0833,9.2197,11.7197,17.197,14.0379
trpos2840.txt_allergen_2782,-0.773,-1.4757,-1.2486,-1.9351,-2.4973,-0.8811,-1.3027,-2.4865,-1.6811,-1.1243,-1.2919,-1.2973,-1.227,-1.973,-0.573,-0.6432,-0.4486,-3.1135,-1.627,-0.8054,6.462,7.1413,12.413,6.7826,4.1141,11.4946,8.6522,4.0761,9.8315,14.2554,8.6033,6.6087,6.0326,10.375,28.9565,5.9783,8.6196,5.587,11.125,10.6902
trpos2840.txt_allergen_1322,-0.5325,-1.2078,-0.6494,-1.4156,-1.2338,-0.8312,-0.8961,-1.6234,-1.5844,-1.5714,-1.7662,-0.6364,-1.1169,-2.0519,-1.7273,-0.4026,-0.5325,-2.4286,-1.5325,-1.1169,3.7237,8.8816,12.9474,9.4737,27.2237,5.7368,13.1053,10.7237,5.4737,14.5789,6.9211,10.9605,7.0921,10.2632,7.3684,6.1711,4.3421,9.4342,12.8289,11.4474
trpos2840.txt_allergen_3115,-0.9284,-1.586,-1.4226,-1.1791,-3.3309,-1.1189,-0.5587,-2.3825,-1.9613,-1.8496,-1.7923,-0.7521,-1.649,-2.3539,-2.51,-0.9527,-1.0516,-3.533,-2.2206,-1.5917,7.6973,13.5725,12.2095,18.7747,5.5179,10.142,18.165,12.373,12.0273,18.8278,18.3587,15.571,11.5997,18.924,10.2166,10.3558,8.5739,11.67,14.4978,13.3644
trpos2840.txt_allergen_2160,-1.5325,-1.4705,-1.2254,-1.3192,-3.2224,-1.1967,-1.2073,-2.6203,-0.8517,-1.6248,-1.593,-1.2466,-1.0378,-1.2995,-2.416,-1.2844,-1.177,-2.9713,-0.7186,-1.23,6.9712,15.4333,15.453,21.1333,9.2864,10.6576,14.5773,13.7758,19.3273,16.4318,15.4712,12.1955,15.1955,23.7985,16.8409,8.0439,8.3712,15.5091,20.4303,13.5227
trpos2840.txt_allergen_1816,-0.8473,-1.926,-0.4344,-1.1432,-2.5107,-1.3174,-1.568,-1.0143,-1.8329,-1.358,-2.0143,-1.031,-1.8234,-2.1169,-2.2649,-0.2005,-0.2792,-3.148,-1.8759,-1.0835,6.1029,8.5407,20.2416,18.1244,15.6005,10.3325,9.9163,19.0024,13.701,19.1699,11.3565,14.4522,8.0622,14.3971,12.311,10.122,11.5598,13.7703,11.3014,14.7177
trpos2840.txt_allergen_3365,-0.9228,-1.4718,-0.997,-1.5519,-2.2582,-1.1454,-1.3234,-1.7507,-1.7359,-1.5223,-1.454,-1.0178,-1.3739,-1.7122,-1.9644,-0.6291,-0.8249,-2.8961,-1.4866,-1.2671,6.8274,11.2827,13.7232,14.3274,17.5298,9.4167,8.2768,18.375,13.7024,13.9345,13.1696,9.9375,9.8393,16.9821,15.625,7.8899,7.8631,12.0268,14.4048,13.125
trpos2840.txt_allergen_2598,-1.0938,-1.4375,-1.375,-1.5312,-2.4375,-1.0312,-1.3438,-2.125,-1.6875,-1.375,-1.3125,-0.6562,-1.2812,-1.7812,-2.125,-0.7188,-0.7188,-2.9688,-1.5625,-1.0625,3,8.6129,6.6452,9.871,8.5484,13.2581,10.3226,11.5161,11.7419,18,12.3871,14.5161,5.4194,14.5806,14.0323,6.8065,8.129,3.1613,12.5806,13.7097
trpos2840.txt_allergen_2357,-0.2,-0.9333,-0.4,-0.9333,-1.9333,-0.6,-0.2,-0.2,-1.4667,-1.7333,-1.8667,-0.3333,-1.2,-1.8,-1.5333,0.5333,-0.0667,-2.4,-1.7333,-1.0667,1.2143,6.1429,4.0714,3.6429,2.8571,7.5,16.5,25.2857,2.2143,11.6429,5.5,12.9286,3.5714,11.5714,1.8571,5.9286,7.7857,2.3571,4.4286,10.5714
trpos2840.txt_allergen_924,-0.944,-1.3782,-1.3025,-1.7283,-2.8515,-0.9972,-1.2969,-2.0756,-1.4006,-1.5322,-1.3025,-1.1737,-1.3081,-1.7647,-1.93,-1.0112,-0.9468,-2.5322,-1.3669,-1.2213,7.9129,13.1236,15.559,14.1489,8.4522,10.7837,10.1124,14.9185,12.7472,12.8034,14.8118,9.1011,9.3006,17.8202,16.5478,7.8933,7.677,21.7275,15.9466,11.8371
trpos2840.txt_allergen_2012,-0.8788,-0.9636,-1.1333,-0.5879,-2.2121,-0.6303,-0.1939,-2.0909,-1.2061,-1.5576,-1.4,-0.1818,-0.3939,-1.2121,-2.4606,-0.8364,-1.0909,-3.1152,-1.697,-1.6485,5.2866,12.7134,13,26.4634,11.6829,10.8963,16.8598,15.122,10.5854,16.6524,14.6951,17.0183,14.2134,23.4573,9.2256,8.75,8.0305,18.0366,11.25,10.7988
trpos2840.txt_allergen_3405,-0.782,-1.3945,-1.0242,-1.6401,-2.9619,-1.1938,-1.5502,-1.9377,-2.1522,-1.3356,-1.3564,-1.1176,-1.5571,-1.7163,-2.218,-0.4291,-0.2215,-3.218,-1.8131,-0.9723,8.7986,14.4306,16.4653,16.0729,7.4618,10.6562,12.4618,14.2361,9.6424,15.934,15.0799,10.2847,9.6285,18.9549,13.3993,12.0556,9.7465,12.0556,16.4097,14.1424
trpos2840.txt_allergen_2239,0.0083,-1.6833,-1.3417,-2.4833,-1.875,-1.6917,-2.3,-1.5917,-2.625,-1.5583,-1.4833,-1.45,-1.2,-2.7583,-1.825,-0.475,-0.6917,-3.7333,-2.65,-0.8917,8.3866,13.8319,19.084,11.6471,30.6471,10.0252,6.8487,17.9664,8.4454,18.1261,16.0588,15.0252,10.7311,9.5042,16.6218,11.7143,7.8487,3.6723,9.5462,14.7311
trpos2840.txt_allergen_1480,-0.5814,-1.2698,-1.2,-1.0419,-2.4233,-0.8233,-0.7767,-1.8791,-1.3256,-0.9442,-1.0465,-0.614,-0.7163,-1.7488,-1.786,-0.7488,-0.6651,-2.8372,-1.6186,-0.7302,5.3458,7.4907,11.0935,20.3879,2.1075,8.6121,12.972,11.2664,13.1028,17.6822,15.1215,12.0888,10.0467,14.6682,9.1682,6.6729,3.9813,3.0654,6.6495,13.3505
trpos2840.txt_allergen_1705,-0.7627,-1.9831,-0.5303,-1.2518,-2.4576,-1.3511,-1.6247,-1.0073,-1.9685,-1.2155,-1.8571,-1.0702,-1.707,-1.9056,-2.2349,-0.1501,-0.2809,-3.046,-1.9516,-1.0315,6.3859,8.2184,19.4223,17.1481,15.5655,10.6529,9.3617,18.5413,11.7015,19.0777,10.4393,13.3204,7.8374,14.1845,11.0752,10.233,11.3689,14.5413,10.9126,14.8398
trpos2840.txt_allergen_532,-0.3835,-2.1278,-1.4737,-1.8271,-2.2331,-1.1203,-1.7293,-1.1353,-2.1729,-1.6015,-1.782,-1.2406,-1.4511,-2.3609,-2.5113,-0.8346,-0.7444,-3.4962,-2.1278,-1.1278,9.1591,8.9242,10.6212,14.5227,14.7652,13,10.3864,23.1364,12.8636,16.8561,13.5833,11.9848,13.6667,13.2045,10.8939,7.6364,8.8333,11.6439,15.8106,13.3561
trpos2840.txt_allergen_1174,-0.2713,-2.1296,-1.6883,-2.0121,-2.6397,-1.5668,-1.4211,-2.0445,-2.1215,-1.4008,-1.6559,-1.3563,-1.9312,-2.3887,-2.664,-1.1417,-1.332,-3.8259,-2.5547,-1.1215,14.0569,10.5203,15.6341,16.5569,13.6992,11.5041,16.9959,19.0407,14,22.0325,14.626,13.6545,10.5325,15.687,12.4634,10.2439,8.3374,14.1423,13.9512,17.7683
trpos2840.txt_allergen_2868,-0.3893,-2.1603,-1.4733,-1.9313,-2.3435,-1.1527,-1.6947,-1.1221,-2.1985,-1.7023,-1.855,-1.2672,-1.4809,-2.313,-2.5115,-0.8168,-0.7939,-3.5191,-2.0992,-1.2366,8.8462,9.1846,10.3077,15.8923,14.0769,13.2385,10.4154,23.1385,12.8462,17.5077,13.8769,12.4462,13.8538,14.1308,11.1231,7.7846,8.6462,11.8231,16.6692,14.1692
trpos2840.txt_allergen_891,-0.378,-0.9146,-1.1646,-1.2317,-2.1341,-0.8598,-0.5122,0.3659,-1.7317,-2.5244,-2.4817,-0.3476,-1.8476,-2.5854,-0.0976,-0.5244,-1.25,-2.9634,-2.1585,-2.0366,4.8098,8.9387,4.092,8.4663,16.3804,5.2393,10.7669,15.3313,5.6994,4.6196,3.7791,8.2147,3.6748,7.8405,16.1963,4.2209,3.2086,5.6748,6.9939,3.9939
trpos2840.txt_allergen_3050,-0.5354,-1.4398,-1.1472,-0.9197,-2.9446,-0.8222,-0.4015,-2.0841,-1.3786,-1.3423,-1.1663,-0.4876,-1.4551,-1.2314,-1.7553,-0.6195,-0.8604,-2.912,-1.5717,-0.8489,6.772,10.4559,12.5939,16.4023,14.8755,9.0632,12.2874,11.1686,13.2165,13.136,11.3295,12.8927,9.9176,20.7184,14.9693,6.4713,6.8467,21.2548,13.8046,10.8985
trpos2840.txt_allergen_1537,-0.7674,-2,-1.1783,-1.3333,-2.3101,-1.0078,-1.1163,-1.9302,-1.876,-1.155,-1.7519,-0.5969,-1.7364,-2.6357,-1.7287,-0.7054,-0.5271,-3.3643,-2.2481,-0.7209,6.1406,8.0312,13.7031,18.5078,19.7656,12.7109,16.9375,18.2969,12.9453,18.3906,11.2656,20.6406,6.3516,12.8125,21.3906,7,7.4531,9.4375,10.2578,17.1875
trpos2840.txt_allergen_1676,-0.3893,-2.1603,-1.4733,-1.9313,-2.3435,-1.1527,-1.6947,-1.1221,-2.1985,-1.7023,-1.855,-1.2672,-1.4809,-2.313,-2.5115,-0.8168,-0.7939,-3.5191,-2.0992,-1.2366,8.8462,9.1846,10.3077,15.8923,14.0769,13.2385,10.4154,23.1385,12.8462,17.5077,13.8769,12.4462,13.8538,14.1308,11.1231,7.7846,8.6462,11.8231,16.6692,14.1692
trpos2840.txt_allergen_1403,-1.1566,-1.747,-1.5904,-1.0241,-2.988,-1.2169,-0.5904,-2.6024,-1.9398,-1.7952,-1.5783,-0.6024,-0.3614,-1.8193,-3.5542,-1.2289,-1.4458,-3.7108,-2.1687,-1.8554,9.3049,16.5488,16.561,39.7195,11.1341,15.6585,23.2561,18.8049,8.1585,22.7317,19.7195,22.2561,16.6951,36.5,6.8659,11.5854,10.4512,15.0854,15.061,14.1585
trpos2840.txt_allergen_968,-0.0625,-1.5417,-1.1562,-2.0417,-1.0938,-0.9375,-1.5625,-1.4688,-1.9167,-1.3854,-1.2604,-1.2083,-0.9062,-2.0208,-1.2396,-0.3854,-0.5417,-2.8958,-1.8125,-0.8125,6.0421,8.9789,14.2421,6.9579,25.7579,10.8632,6.7579,11.9579,6.1684,10.4737,10.4211,8.2842,5.5263,9.9895,18.9053,6.4737,4.4632,2.9684,8.3789,10.6105
trpos2840.txt_allergen_3324,-0.1857,-1.3714,-1.5143,-1.5857,-1.8857,-0.7714,-0.7714,-1.6143,-1.4143,-0.9143,-1.1286,-0.8857,-0.7429,-1.5286,-1.1,-0.6857,-0.6286,-2.4571,-1.3429,-0.5429,9.7536,3.9275,6.6087,9.0725,5.8116,4.5507,10.6087,10.7101,7.2464,11.5797,10.3768,6.4493,5.5797,7.2609,16.3623,5.4203,2.5652,7.8986,5.5362,10.1739
trpos2840.txt_allergen_2346,-0.234,0.2571,-0.8333,-1.2234,-2.1436,0.4397,0.3652,-1.4273,-1.1365,-1.7252,-0.9716,0.0461,-0.9167,-2.6082,-2.1082,0.406,-0.4379,-3.4858,-2.0709,-1.4273,3.6856,8.3144,5.8917,7.794,9.3854,7.0107,9.0977,4.8739,5.7389,9.8064,12.5844,4.4707,7.3659,7.8792,5.0302,4.3393,3.3268,7.7886,7.7904,6.6359
trpos2840.txt_allergen_2810,-0.8673,-1.9469,-0.7301,-1.1726,-2.1903,-0.7212,-1.3496,-0.9845,-1.7257,-1.0796,-1.1991,-1.3274,-1.2544,-1.3164,-1.4358,-0.0221,-0.3341,-2.5442,-0.9735,-0.9646,5.6497,4.8603,11.9002,12.6851,11.0532,9.3525,6.7073,14.8315,8.0133,12.5011,11.643,5.0798,8.8271,16.4834,13.3792,8.8803,8.6563,10.3858,12.6608,10.0576
trpos2840.txt_allergen_3218,-0.5109,-1.6957,-1.3514,-1.9348,-2.5036,-1.4674,-1.8804,-1.1594,-1.942,-1.8261,-1.8333,-1.3768,-1.3804,-2.1196,-2.029,-0.6884,-0.9058,-2.9312,-1.8514,-1.337,9.7273,13.24,15.5273,14.3309,16.9382,12.5236,9.5818,18.4145,11.2691,13.4436,11.6182,12.1782,12.6436,18.2836,14.0727,9.4764,10.9636,20.7818,16.9745,13.0036
trpos2840.txt_allergen_17,-0.4126,-0.9441,-1.8531,-1.965,-1.8671,-0.8531,-1.2797,-1.6294,-2.0839,-1.6224,-1.2308,-1.5035,-0.951,-2.2028,-1.5804,-0.6434,-0.7902,-2.5524,-1.8741,-0.8322,6.7887,14.5423,8.9648,12.1831,30.0282,11.3028,10.5141,15.3873,9.5352,9.8873,11.1338,7.5211,11.6901,11.5915,20.4366,7.2113,5.6338,14.1901,11.338,9.8169
trpos2840.txt_allergen_1771,-0.4682,-1.5543,-1.2772,-1.9513,-2.4532,-1.4719,-1.9026,-1.1236,-1.9888,-1.8951,-1.9401,-1.4007,-1.5543,-2.0749,-2.1236,-0.6442,-0.8614,-2.8502,-1.8989,-1.3783,10.203,13.0564,15.188,13.9023,18.0338,12.6278,9.2368,18.4173,9.8571,12.7143,10.9925,12.4624,11.5,18.6955,14.4023,10.4361,11.2406,19.8459,16.4925,13.6767
trpos2840.txt_allergen_2942,-0.4104,-2.1269,-1.4701,-1.8657,-2.2015,-1.0746,-1.694,-1.1119,-2.1866,-1.6866,-1.806,-1.2388,-1.4403,-2.306,-2.5299,-0.8358,-0.7687,-3.4627,-2.0821,-1.2313,9.1579,9.5489,10.4812,14.7368,14.9925,12.8045,10.2256,22.3459,12.8571,16.8271,13.5639,12.1504,13.5564,13.6316,10.8571,7.6692,8.5714,11.4662,16.0827,14.1053
trpos2840.txt_allergen_3161,-0.7414,-0.8017,-1.7845,-1.7586,-1.8276,-0.7155,-1.181,-1.5517,-2.0431,-1.8017,-1.4828,-1.4828,-1.2586,-2.3879,-1.2672,-0.8534,-0.819,-2.3621,-1.8448,-1.0948,6.0522,17.0783,9.3826,14.1478,33.4261,13.0696,11.9217,16.6174,8.6696,11.5217,13.087,8.6696,10.2261,11.7913,24.7739,5.5565,5.0348,18.9652,14.3217,11.1391
