#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147
trpos2840.txt_allergen_3385,0.27891,0.38776,0.33333,0.41497,0.30612,0.27891,0.42177,0.27211,0.30612,0.26531,0.45578,0.27891,0.11565,0.80272,0.081633,0.29252,0.38776,0.31973,0.46939,0.27891,0.2517,3.401361,25.17007,53.7415,70.7483,100,0.6802721,22.44898,49.65986,73.46939,97.95918,1.360544,23.12925,46.2585,72.10884,99.31973,0.6802721,20.40816,58.5034,77.55102,99.31973,1.360544,28.57143,46.2585,65.98639,97.27891,4.081633,19.72789,38.09524,61.90476,100,1.360544,22.44898,46.2585,71.42857,99.31973,0.6802721,34.69388,55.78231,75.5102,97.95918,3.401361,25.17007,48.29932,70.7483,100,0.6802721,20.40816,51.02041,75.5102,98.63946,1.360544,27.21088,50.34014,74.82993,99.31973,4.081633,19.72789,38.09524,61.90476,100,4.081633,19.72789,36.73469,54.42177,100,0.6802721,25.17007,48.97959,74.14966,99.31973,3.401361,40.13605,66.66667,87.7551,98.63946,1.360544,19.72789,40.81633,68.70748,100,2.040816,23.12925,47.61905,71.42857,99.31973,0.6802721,29.93197,59.18367,78.91156,98.63946,0.6802721,27.21088,51.02041,75.5102,99.31973,3.401361,25.17007,53.7415,70.7483,100,2.721088,15.64626,38.09524,61.22449,97.95918,0.27397,0.17123,0.26712,0.26027,0.19863,0.15068,0.25342,0.25342,0.19178,0.26712,0.15068,0.19863,0.18493,0.013699,0.13699,0.24658,0.22603,0.24658,0.26027,0.22603,0.18493
trpos2840.txt_allergen_558,0.39535,0.32558,0.27907,0.47674,0.26744,0.25581,0.27907,0.32558,0.39535,0.45349,0.2907,0.25581,0.13953,0.63953,0.22093,0.38372,0.26744,0.34884,0.40698,0.39535,0.19767,4.651163,17.44186,44.18605,69.76744,97.67442,2.325581,27.90698,45.34884,68.60465,96.51163,1.162791,32.55814,59.30233,79.06977,100,2.325581,25.5814,45.34884,68.60465,96.51163,4.651163,18.60465,46.51163,73.25581,98.83721,1.162791,20.93023,58.13953,79.06977,100,1.162791,32.55814,59.30233,79.06977,100,2.325581,27.90698,45.34884,68.60465,96.51163,4.651163,17.44186,44.18605,69.76744,97.67442,2.325581,25.5814,45.34884,69.76744,96.51163,4.651163,18.60465,46.51163,63.95349,98.83721,1.162791,20.93023,58.13953,79.06977,100,15.11628,20.93023,44.18605,84.88372,97.67442,1.162791,26.74419,48.83721,74.4186,100,4.651163,13.95349,40.69767,67.44186,94.18605,1.162791,16.27907,43.02326,61.62791,97.67442,6.976744,23.25581,55.81395,79.06977,100,5.813953,27.90698,47.67442,69.76744,96.51163,2.325581,27.90698,50,79.06977,100,4.651163,17.44186,44.18605,69.76744,97.67442,1.162791,25.5814,45.34884,59.30233,96.51163,0.31765,0.22353,0.2,0.29412,0.2,0.15294,0.2,0.22353,0.31765,0.31765,0.2,0.15294,0.18824,0.047059,0.32941,0.17647,0.21176,0.23529,0.4,0.12941,0.14118
trpos2840.txt_allergen_1742,0.52465,0.25352,0.22183,0.31338,0.47183,0.21479,0.23592,0.23592,0.52817,0.30986,0.47535,0.21479,0.16549,0.56338,0.27113,0.65141,0.14789,0.2007,0.33451,0.52465,0.14085,0.7042254,25.35211,48.59155,74.29577,98.59155,1.056338,24.29577,53.16901,77.8169,100,0.3521127,22.53521,50.35211,70.42254,98.94366,0.7042254,23.59155,47.88732,75.35211,99.64789,1.408451,26.40845,50.35211,73.23944,98.94366,0.3521127,17.60563,49.29577,76.40845,100,0.3521127,22.53521,50.70423,72.88732,100,1.056338,23.59155,47.1831,75.35211,99.64789,0.7042254,25.35211,48.94366,74.64789,98.59155,0.7042254,23.59155,48.23944,75.70423,99.64789,1.408451,26.40845,49.64789,73.23944,98.94366,0.3521127,17.60563,49.29577,76.40845,100,1.760563,21.47887,46.83099,72.1831,94.3662,0.3521127,23.23944,47.53521,73.94366,100,0.7042254,28.87324,52.46479,75,98.59155,0.3521127,26.40845,51.40845,74.64789,99.29577,1.408451,22.88732,54.22535,77.8169,100,0.7042254,22.1831,42.60563,71.47887,99.64789,1.056338,27.46479,53.87324,70.77465,99.64789,0.7042254,25.35211,48.59155,74.29577,98.59155,0.3521127,15.84507,39.08451,77.8169,100,0.27915,0.27915,0.10601,0.34629,0.12721,0.16961,0.11661,0.29329,0.26502,0.33922,0.12721,0.16961,0.19788,0.077739,0.33216,0.15548,0.27208,0.074205,0.40636,0.088339,0.15194
trpos2840.txt_allergen_58,0.25852,0.45691,0.28457,0.47094,0.30862,0.22044,0.35471,0.37074,0.27455,0.40882,0.37074,0.22044,0.06012,0.83367,0.10621,0.32265,0.33868,0.33868,0.43487,0.25852,0.30661,2.805611,27.65531,47.09419,72.14429,98.998,0.8016032,23.44689,52.70541,77.75551,100,0.2004008,24.2485,45.89178,68.33667,99.3988,0.8016032,23.64729,51.50301,77.75551,100,0.6012024,27.45491,50.501,72.14429,99.1984,0.2004008,21.84369,46.09218,67.73547,98.998,0.2004008,24.2485,46.49299,69.13828,99.3988,0.8016032,23.24649,55.71142,79.95992,100,2.805611,27.65531,46.89379,70.94188,98.998,0.8016032,23.44689,51.1022,78.75752,100,0.6012024,28.05611,51.50301,72.54509,99.3988,0.2004008,21.84369,46.09218,67.73547,98.998,5.611222,26.25251,56.91383,79.35872,98.998,0.2004008,23.64729,50.501,74.9499,100,5.210421,27.65531,42.08417,65.73146,97.79559,0.2004008,21.24248,46.69339,73.14629,98.998,0.6012024,21.64329,47.49499,73.9479,99.3988,1.402806,30.26052,53.70741,75.5511,100,0.6012024,22.24449,49.0982,74.1483,99.3988,2.805611,27.65531,47.09419,72.14429,98.998,0.2004008,25.2505,52.50501,76.1523,100,0.21486,0.13454,0.26506,0.27309,0.19076,0.14458,0.2751,0.18474,0.16867,0.28112,0.15462,0.18072,0.098394,0.018072,0.17871,0.20281,0.24096,0.22289,0.20281,0.29116,0.14659
trpos2840.txt_allergen_2137,0.26291,0.46009,0.277,0.55399,0.29108,0.15493,0.29577,0.42254,0.28169,0.41315,0.43192,0.15493,0.075117,0.82629,0.098592,0.28169,0.277,0.44131,0.42723,0.26291,0.30986,1.408451,25.35211,56.80751,78.40376,97.1831,0.9389671,29.57746,46.00939,68.07512,100,0.4694836,13.14554,42.25352,76.52582,99.53052,0.9389671,26.76056,45.53991,71.3615,100,1.408451,18.30986,51.17371,76.52582,97.65258,0.4694836,34.2723,60.56338,75.58685,99.53052,0.4694836,15.02347,42.25352,76.05634,99.53052,0.9389671,29.10798,45.53991,68.07512,100,1.408451,27.23005,58.21596,79.34272,97.1831,0.9389671,29.57746,51.64319,73.70892,100,1.408451,19.24883,43.19249,74.1784,97.65258,0.4694836,34.2723,60.56338,75.58685,99.53052,15.49296,34.2723,67.13615,75.58685,94.3662,0.4694836,23.00469,46.47887,72.76995,100,15.96244,25.35211,55.39906,77.46479,97.1831,0.4694836,19.24883,55.39906,77.46479,100,2.347418,25.8216,44.60094,74.1784,98.59155,4.694836,26.29108,49.76526,72.30047,99.06103,0.9389671,19.71831,51.64319,76.52582,100,1.408451,25.35211,56.80751,78.40376,97.1831,0.4694836,29.57746,43.19249,63.38028,99.53052,0.19811,0.16981,0.23113,0.33019,0.18396,0.075472,0.24057,0.18868,0.19811,0.38208,0.15094,0.10849,0.12736,0.023585,0.14623,0.14151,0.23585,0.24528,0.25943,0.26415,0.10849
trpos2840.txt_allergen_2215,0.51471,0.27941,0.20588,0.40441,0.33088,0.26471,0.23529,0.23529,0.52941,0.27206,0.46324,0.26471,0.16912,0.61765,0.21324,0.49265,0.25,0.25735,0.29412,0.51471,0.19118,1.470588,22.05882,48.52941,66.91176,100,0.7352941,25,42.64706,80.14706,97.05882,3.676471,23.52941,62.5,88.97059,99.26471,0.7352941,25.73529,44.11765,82.35294,99.26471,4.411765,24.26471,55.88235,71.32353,100,2.205882,18.38235,43.38235,64.70588,98.52941,2.205882,23.52941,62.5,86.76471,99.26471,0.7352941,28.67647,42.64706,82.35294,97.05882,1.470588,22.05882,48.52941,66.91176,100,0.7352941,29.41176,41.17647,78.67647,97.05882,2.941176,23.52941,55.14706,75.73529,100,2.205882,18.38235,43.38235,64.70588,98.52941,5.882353,15.44118,41.91176,61.02941,85.29412,0.7352941,25.73529,53.67647,80.88235,99.26471,1.470588,24.26471,40.44118,69.11765,100,4.411765,22.05882,50.73529,67.64706,100,2.205882,22.79412,47.79412,77.20588,99.26471,0.7352941,29.41176,44.11765,80.88235,94.85294,0.7352941,25.73529,62.5,84.55882,99.26471,1.470588,22.05882,48.52941,66.91176,100,2.205882,20.58824,39.70588,72.79412,94.85294,0.27407,0.23704,0.088889,0.23704,0.24444,0.18519,0.11111,0.27407,0.22222,0.19259,0.15556,0.27407,0.23704,0.059259,0.25926,0.27407,0.19259,0.14074,0.28889,0.074074,0.22222
trpos2840.txt_allergen_1967,0.54412,0.27206,0.18382,0.25,0.625,0.125,0.19485,0.24265,0.5625,0.058824,0.81618,0.125,0.014706,0.96324,0.022059,0.60662,0.15441,0.23897,0.19853,0.54412,0.25735,1.102941,25.36765,48.52941,70.95588,97.42647,0.7352941,25.73529,55.88235,84.55882,99.63235,0.3676471,20.22059,47.05882,73.52941,100,0.7352941,27.94118,56.25,86.02941,99.63235,1.470588,25,48.89706,70.22059,100,0.3676471,11.39706,37.13235,71.69118,94.11765,0.3676471,20.58824,49.26471,77.20588,100,0.7352941,26.83824,55.88235,83.45588,99.63235,1.102941,25,47.79412,69.85294,97.42647,0.7352941,5.147059,83.45588,96.69118,99.63235,1.470588,26.10294,50.36765,72.79412,100,0.3676471,11.39706,37.13235,71.69118,94.11765,1.102941,1.102941,2.941176,3.676471,70.95588,0.3676471,25.73529,50.36765,74.63235,100,4.044118,4.044118,42.27941,78.67647,97.42647,0.3676471,23.16176,46.69118,68.75,100,5.147059,24.26471,54.04412,79.04412,99.26471,0.7352941,27.94118,55.88235,84.55882,99.63235,0.7352941,20.22059,49.26471,77.20588,100,1.102941,25.36765,48.52941,70.95588,97.42647,0.3676471,25.73529,54.41176,81.61765,98.52941,0.27675,0.15867,0.15867,0.30258,0.1107,0.13653,0.16974,0.16974,0.24354,0.073801,0.02214,0.22509,0.02583,0.00369,0.04059,0.1476,0.2583,0.1476,0.17343,0.15498,0.26199
trpos2840.txt_allergen_981,0.34715,0.36528,0.28756,0.38601,0.33938,0.27461,0.32124,0.30311,0.37565,0.31088,0.41451,0.27461,0.12694,0.73834,0.13472,0.40674,0.2772,0.31606,0.41969,0.34715,0.23316,0.5181347,21.24352,47.15026,77.20207,99.74093,2.590674,30.31088,55.18135,75.64767,98.70466,0.2590674,17.35751,43.26425,68.91192,100,2.072539,34.45596,55.18135,76.94301,98.70466,0.5181347,18.39378,45.33679,70.20725,100,0.2590674,17.09845,44.30052,74.87047,98.96373,0.2590674,18.91192,44.04145,70.20725,100,2.590674,34.19689,55.69948,76.94301,98.70466,0.5181347,20.72539,47.15026,74.87047,99.74093,2.590674,33.41969,54.14508,75.12953,98.70466,0.5181347,23.05699,48.18653,74.35233,100,0.2590674,17.09845,44.30052,74.87047,98.96373,1.295337,20.20725,45.85492,78.75648,98.96373,0.2590674,26.1658,50,74.35233,100,0.5181347,19.17098,47.92746,73.05699,99.74093,0.2590674,20.20725,47.15026,70.20725,100,0.7772021,24.09326,45.59585,72.02073,98.70466,1.036269,29.53368,55.18135,80.31088,97.92746,0.7772021,28.75648,50,72.02073,100,0.5181347,21.24352,47.15026,77.20207,99.74093,0.2590674,22.53886,52.59067,76.68394,98.70466,0.24156,0.22597,0.22078,0.24675,0.22078,0.18701,0.22078,0.25714,0.23117,0.28052,0.19221,0.21558,0.18442,0.049351,0.19481,0.21039,0.24156,0.20519,0.29351,0.18182,0.17403
trpos2840.txt_allergen_1614,0.28369,0.3617,0.35461,0.46099,0.31915,0.21986,0.3617,0.34043,0.29787,0.38298,0.39716,0.21986,0.12766,0.75887,0.11348,0.38298,0.35461,0.26241,0.53191,0.28369,0.1844,2.12766,25.53191,48.22695,70.21277,100,6.382979,27.65957,53.19149,78.01418,97.87234,0.7092199,14.89362,40.42553,67.37589,99.29078,6.382979,26.95035,52.48227,75.1773,97.87234,3.546099,24.11348,51.77305,82.2695,100,0.7092199,13.47518,34.04255,65.24823,90.78014,0.7092199,14.89362,40.42553,71.63121,99.29078,6.382979,27.65957,53.19149,78.01418,97.87234,2.12766,25.53191,48.22695,70.21277,100,6.382979,25.53191,46.80851,75.1773,97.87234,3.546099,29.78723,56.02837,80.85106,100,0.7092199,13.47518,34.04255,65.24823,90.78014,2.12766,15.60284,45.39007,65.24823,82.97872,0.7092199,24.8227,50.35461,76.59574,99.29078,16.31206,23.40426,43.26241,72.34043,100,0.7092199,15.60284,44.68085,68.79433,100,2.836879,24.8227,53.90071,74.46809,99.29078,10.6383,27.65957,57.44681,72.34043,97.87234,2.836879,20.56738,48.93617,75.88652,99.29078,2.12766,25.53191,48.22695,70.21277,100,0.7092199,24.8227,53.90071,75.1773,95.74468,0.24286,0.26429,0.24286,0.27857,0.17857,0.085714,0.24286,0.27857,0.22857,0.32143,0.15,0.11429,0.23571,0.0071429,0.21429,0.30714,0.17857,0.20714,0.4,0.21429,0.10714
trpos2840.txt_allergen_2168,0.27844,0.3982,0.32335,0.38024,0.36228,0.25749,0.38323,0.30539,0.31138,0.29341,0.4491,0.25749,0.098802,0.82635,0.07485,0.38323,0.3503,0.26647,0.43114,0.27844,0.29042,0.8982036,20.65868,48.8024,74.2515,99.4012,1.796407,27.24551,51.79641,74.8503,99.1018,0.2994012,23.65269,46.10778,72.75449,100,3.293413,27.54491,53.59281,77.24551,99.1018,0.8982036,24.5509,48.8024,73.05389,100,0.2994012,17.66467,41.91617,72.15569,99.4012,0.2994012,22.45509,45.80838,72.75449,100,4.491018,29.64072,52.99401,75.7485,99.1018,0.8982036,20.65868,49.4012,74.2515,99.4012,4.491018,27.24551,50.8982,70.35928,99.1018,0.8982036,27.84431,55.38922,77.54491,100,0.2994012,17.66467,41.91617,72.15569,99.4012,1.497006,21.25749,49.4012,80.23952,99.4012,0.2994012,26.0479,50,74.5509,100,7.185629,15.56886,34.13174,64.37126,96.10778,0.2994012,23.05389,45.50898,67.36527,99.4012,1.796407,24.5509,49.1018,77.84431,100,0.8982036,26.34731,56.58683,75.1497,99.1018,1.197605,28.74251,50,75.1497,100,0.8982036,20.65868,48.8024,74.2515,99.4012,0.2994012,22.15569,48.20359,73.9521,97.60479,0.23123,0.17718,0.24925,0.28228,0.2042,0.16517,0.24625,0.21622,0.2042,0.25225,0.17417,0.1952,0.17117,0.009009,0.13514,0.25526,0.22222,0.18619,0.22523,0.23423,0.18318
trpos2840.txt_allergen_1907,0.23026,0.51316,0.25658,0.51974,0.32237,0.15789,0.26316,0.44737,0.28947,0.45395,0.38816,0.15789,0.059211,0.84211,0.098684,0.31579,0.27632,0.40789,0.49342,0.23026,0.27632,1.973684,25,51.31579,75,99.34211,2.631579,23.68421,46.71053,72.36842,100,0.6578947,19.73684,43.42105,73.68421,98.68421,2.631579,23.68421,48.68421,75.65789,100,1.315789,21.71053,54.60526,73.02632,99.34211,0.6578947,27.63158,41.44737,71.71053,93.42105,0.6578947,19.73684,43.42105,73.68421,98.68421,2.631579,23.02632,47.36842,74.34211,100,1.973684,30.92105,51.31579,75,99.34211,2.631579,23.02632,49.34211,75.65789,100,1.315789,22.36842,50.65789,73.02632,99.34211,0.6578947,27.63158,41.44737,71.71053,93.42105,1.973684,25,51.31579,75,93.42105,0.6578947,23.68421,47.36842,73.68421,100,7.894737,16.44737,50,65.78947,86.18421,0.6578947,27.63158,51.31579,75.65789,99.34211,1.315789,13.15789,38.81579,67.76316,97.36842,5.921053,26.31579,50.65789,78.94737,100,1.315789,26.31579,54.60526,76.97368,100,1.973684,25,51.31579,75,99.34211,0.6578947,18.42105,38.15789,68.42105,89.47368,0.24503,0.099338,0.30464,0.33775,0.15894,0.099338,0.25166,0.13907,0.28477,0.39073,0.13245,0.12583,0.10596,0.013245,0.1457,0.12583,0.29139,0.19205,0.24503,0.30464,0.099338
trpos2840.txt_allergen_916,0.43056,0.3254,0.24405,0.33532,0.47619,0.18849,0.26984,0.28175,0.44841,0.27778,0.53373,0.18849,0.093254,0.79167,0.11508,0.47222,0.21032,0.31746,0.39286,0.43056,0.17659,1.388889,27.18254,49.40476,69.24603,98.61111,1.587302,24.40476,54.16667,76.19048,100,0.1984127,18.05556,47.02381,77.18254,99.60317,0.1984127,24.40476,50.59524,75.39683,99.80159,0.3968254,24.80159,47.42063,72.81746,99.60317,1.190476,24.60317,54.7619,76.78571,100,0.1984127,18.84921,48.21429,77.18254,100,1.587302,24.20635,53.96825,76.19048,99.80159,1.388889,26.78571,49.40476,69.64286,98.61111,1.587302,27.38095,53.96825,76.98413,99.80159,0.1984127,23.01587,46.62698,71.62698,99.60317,1.190476,24.60317,54.7619,76.78571,100,2.579365,28.76984,58.53175,78.1746,98.61111,0.1984127,23.21429,47.42063,74.60317,100,4.365079,27.38095,53.37302,66.66667,96.03175,0.3968254,24.60317,48.80952,72.42063,99.60317,0.1984127,19.64286,51.98413,77.18254,100,1.388889,27.38095,50.59524,73.4127,99.80159,0.1984127,19.44444,47.81746,76.19048,99.80159,1.388889,27.18254,49.40476,69.24603,98.61111,2.380952,21.42857,54.96032,80.15873,100,0.28827,0.16103,0.18688,0.32803,0.12326,0.19284,0.15905,0.19085,0.2664,0.30815,0.10934,0.20676,0.15507,0.023857,0.16302,0.1829,0.29821,0.12326,0.30616,0.14513,0.14314
trpos2840.txt_allergen_1248,0.25357,0.48214,0.26429,0.50357,0.28571,0.21071,0.31071,0.41786,0.27143,0.4,0.38929,0.21071,0.067857,0.87857,0.053571,0.35,0.28214,0.36786,0.55,0.25357,0.19643,1.071429,33.57143,58.92857,80.35714,98.92857,0.7142857,22.5,42.85714,67.85714,98.57143,0.3571429,18.92857,52.85714,78.92857,100,0.7142857,19.64286,38.92857,68.21429,100,1.071429,32.85714,58.92857,82.14286,99.64286,0.3571429,37.85714,55.71429,77.5,96.78571,0.3571429,20.71429,53.57143,78.92857,100,0.7142857,21.78571,39.28571,66.07143,98.57143,1.071429,36.07143,57.85714,80.35714,98.92857,0.7142857,22.14286,38.92857,66.07143,98.21429,1.071429,28.21429,55.35714,81.07143,100,0.3571429,37.85714,55.71429,77.5,96.78571,2.142857,33.21429,55.71429,73.92857,96.78571,0.3571429,23.57143,49.28571,75,100,16.42857,30.71429,47.5,70,97.5,0.3571429,21.07143,51.07143,76.78571,99.28571,2.5,30,51.78571,76.42857,100,1.071429,23.21429,41.42857,70.71429,98.92857,0.7142857,21.78571,43.21429,72.14286,100,1.071429,33.57143,58.92857,80.35714,98.92857,0.3571429,26.78571,51.78571,68.57143,98.57143,0.22939,0.15771,0.22939,0.25806,0.18996,0.12903,0.22581,0.18996,0.22581,0.28315,0.14695,0.17204,0.12186,0.0071685,0.10036,0.20789,0.23297,0.1828,0.26882,0.22222,0.11828
trpos2840.txt_allergen_1708,0.27407,0.47901,0.24691,0.5037,0.28642,0.20988,0.27901,0.42716,0.29383,0.45926,0.33086,0.20988,0.093827,0.79753,0.10864,0.37284,0.26173,0.36543,0.45432,0.27407,0.2716,0.9876543,23.45679,45.18519,69.62963,99.25926,0.7407407,29.62963,54.07407,77.28395,100,0.2469136,20.24691,45.92593,71.35802,99.75309,0.7407407,30.12346,55.80247,77.53086,99.01235,0.4938272,20.98765,46.41975,72.83951,99.75309,0.2469136,19.50617,42.46914,64.44444,100,0.2469136,20.98765,44.69136,71.35802,100,0.7407407,30.37037,56.79012,77.28395,99.01235,0.9876543,23.45679,45.18519,69.62963,99.25926,0.7407407,29.62963,54.07407,76.04938,99.01235,0.4938272,22.71605,49.38272,76.2963,99.75309,0.2469136,19.50617,42.46914,64.44444,100,0.9876543,16.2963,43.95062,62.71605,99.25926,0.2469136,25.18519,51.60494,75.80247,100,5.679012,26.17284,46.17284,73.33333,98.02469,0.9876543,19.01235,51.35802,73.08642,99.50617,0.2469136,24.19753,41.97531,76.2963,100,1.728395,29.38272,55.30864,75.80247,99.01235,0.2469136,26.41975,52.34568,76.2963,99.75309,0.9876543,23.45679,45.18519,69.62963,99.25926,0.7407407,23.95062,51.11111,76.04938,100,0.23762,0.13861,0.2203,0.29455,0.2104,0.13614,0.22277,0.15842,0.23267,0.31683,0.19802,0.14851,0.16089,0.012376,0.16584,0.15842,0.26733,0.19307,0.23515,0.25248,0.14109
trpos2840.txt_allergen_1084,0.30769,0.34359,0.34872,0.39487,0.38974,0.21538,0.34872,0.30256,0.34872,0.35897,0.42564,0.21538,0.097436,0.75897,0.14359,0.43077,0.28718,0.28205,0.47692,0.30769,0.21538,0.5128205,17.94872,42.05128,69.23077,96.41026,1.538462,26.66667,51.28205,74.35897,99.48718,3.589744,27.17949,53.33333,76.92308,100,0.5128205,25.64103,45.64103,74.35897,99.48718,2.564103,27.17949,50.25641,75.38462,96.41026,8.205128,21.53846,45.12821,71.79487,100,3.589744,27.17949,53.33333,76.92308,100,1.538462,26.66667,51.28205,76.41026,99.48718,0.5128205,17.94872,43.07692,69.23077,96.41026,0.5128205,22.5641,42.5641,67.69231,99.48718,2.564103,27.17949,52.30769,77.4359,98.97436,8.205128,21.53846,45.12821,71.79487,100,8.205128,17.94872,29.74359,65.12821,94.35897,1.538462,27.17949,51.79487,76.41026,100,0.5128205,17.4359,43.07692,68.20513,92.82051,1.538462,23.07692,47.69231,71.79487,99.48718,4.102564,24.61538,52.82051,78.46154,100,0.5128205,25.64103,46.15385,74.35897,98.97436,1.538462,26.15385,49.74359,72.30769,100,0.5128205,17.94872,42.05128,69.23077,96.41026,8.717949,27.69231,58.46154,84.10256,98.97436,0.21134,0.25773,0.25258,0.31443,0.14433,0.15979,0.20103,0.30928,0.22165,0.35052,0.12887,0.17526,0.15464,0.020619,0.24227,0.26804,0.25773,0.14948,0.36082,0.19072,0.10825
trpos2840.txt_allergen_704,0.34106,0.39073,0.26821,0.37417,0.37086,0.25497,0.33444,0.29801,0.36755,0.31788,0.42715,0.25497,0.092715,0.78808,0.11921,0.40728,0.29801,0.2947,0.41722,0.34106,0.24172,0.3311258,19.53642,46.68874,70.5298,97.68212,0.6622517,27.48344,50.33113,72.51656,98.6755,1.655629,25.49669,50,76.15894,100,0.6622517,27.48344,45.69536,71.52318,98.34437,1.655629,25.82781,53.31126,75.16556,100,0.3311258,19.86755,52.31788,76.49007,98.6755,1.655629,28.47682,55.62914,81.12583,100,0.6622517,26.15894,42.71523,70.19868,98.34437,0.3311258,19.86755,49.00662,71.19205,97.68212,0.9933775,26.15894,45.03311,73.84106,95.69536,0.6622517,27.15232,51.98675,73.17881,100,0.3311258,19.86755,52.31788,76.49007,98.6755,0.3311258,9.933775,35.09934,62.91391,89.07285,0.6622517,27.81457,51.65563,76.15894,100,2.980132,18.21192,45.03311,74.83444,97.68212,0.3311258,20.86093,43.37748,68.21192,100,1.655629,33.44371,57.61589,81.12583,99.66887,0.6622517,25.82781,50.66225,77.81457,98.34437,1.655629,27.81457,50,75.16556,100,0.3311258,19.53642,46.68874,70.5298,97.68212,0.6622517,24.17219,50.33113,71.52318,98.6755,0.28571,0.19601,0.21927,0.3289,0.18272,0.18605,0.22591,0.25581,0.2392,0.34884,0.14286,0.22591,0.1495,0.013289,0.18605,0.2392,0.21927,0.19934,0.299,0.18937,0.18272
trpos2840.txt_allergen_2230,0.2197,0.57576,0.20455,0.65152,0.15152,0.19697,0.22727,0.5303,0.24242,0.40909,0.39394,0.19697,0.10606,0.79545,0.098485,0.36364,0.21212,0.42424,0.43939,0.2197,0.34091,2.272727,26.51515,36.36364,48.48485,92.42424,1.515152,44.69697,68.93939,84.09091,100,0.7575758,8.333333,14.39394,38.63636,58.33333,1.515152,35.60606,66.66667,82.57576,99.24242,5.30303,10.60606,16.66667,38.63636,52.27273,0.7575758,21.21212,36.36364,47.72727,100,0.7575758,8.333333,16.66667,38.63636,58.33333,1.515152,45.45455,70.45455,84.09091,99.24242,2.272727,30.30303,39.39394,49.24242,100,1.515152,28.78788,63.63636,81.06061,99.24242,3.030303,17.42424,49.24242,76.51515,97.72727,0.7575758,21.21212,36.36364,47.72727,100,2.272727,24.24242,34.09091,41.66667,59.84848,0.7575758,22.72727,56.06061,77.27273,100,15.90909,23.48485,39.39394,52.27273,92.42424,0.7575758,18.18182,39.39394,51.51515,100,3.030303,10.60606,28.0303,53.78788,99.24242,3.787879,57.57576,75,87.12121,98.48485,1.515152,13.63636,42.42424,68.18182,93.93939,2.272727,26.51515,36.36364,48.48485,92.42424,0.7575758,46.9697,70.45455,84.84848,100,0.17557,0.1145,0.10687,0.099237,0.20611,0.099237,0.099237,0.12214,0.17557,0.25954,0.1374,0.16794,0.12977,0.038168,0.16031,0.17557,0.20611,0.099237,0.22137,0.19084,0.068702
trpos2840.txt_allergen_1806,0.31818,0.34091,0.34091,0.45455,0.38636,0.15909,0.375,0.30682,0.31818,0.31818,0.52273,0.15909,0.090909,0.73864,0.17045,0.46591,0.29545,0.23864,0.45455,0.31818,0.22727,3.409091,32.95455,61.36364,78.40909,92.04545,4.545455,14.77273,39.77273,63.63636,97.72727,1.136364,22.72727,48.86364,70.45455,100,3.409091,15.90909,37.5,72.72727,100,2.272727,34.09091,57.95455,71.59091,98.86364,1.136364,29.54545,53.40909,75,94.31818,1.136364,23.86364,48.86364,70.45455,100,4.545455,12.5,37.5,63.63636,97.72727,3.409091,32.95455,61.36364,78.40909,92.04545,3.409091,17.04545,38.63636,73.86364,96.59091,2.272727,23.86364,51.13636,70.45455,100,1.136364,29.54545,53.40909,75,94.31818,28.40909,29.54545,64.77273,75,92.04545,1.136364,20.45455,47.72727,70.45455,100,3.409091,21.59091,43.18182,78.40909,90.90909,1.136364,26.13636,53.40909,75,98.86364,10.22727,22.72727,44.31818,65.90909,100,3.409091,19.31818,40.90909,72.72727,97.72727,2.272727,20.45455,45.45455,67.04545,100,3.409091,32.95455,61.36364,78.40909,92.04545,1.136364,12.5,40.90909,77.27273,97.72727,0.16092,0.2069,0.22989,0.35632,0.091954,0.14943,0.21839,0.24138,0.12644,0.32184,0.091954,0.14943,0.11494,0.045977,0.22989,0.26437,0.25287,0.16092,0.29885,0.21839,0.068966
